,Annu_return,algo_volatility,sharpe,IR,hit_rate,sortino,downside_risk,VaR,CVaR,max_drawdown_ret
0,0.020553158,0.049193401,0.361062954,-0.944371059,0.473071952,-1.530192925,1.71060879,0.08001861,0.115876286,0.133390041
1,0.043273752,0.060942919,0.664767424,-0.464756411,0.4911676,-0.9246049,2.060949005,0.096745581,0.13295929,0.105360927
0,0.0597313,0.068116512,0.834895196,-0.206101297,0.491598449,-0.593979333,2.298927065,0.099149289,0.153786008,0.191779659
0,0.068563383,0.053388775,1.230461805,0.124975967,0.50538561,-0.586330159,1.812473295,0.078702516,0.112555071,0.126727273
0,0.031285279,0.0680908,0.418302193,-0.445532443,0.482550625,-0.998067003,2.324774218,0.102431922,0.159796347,0.119284682
0,0.048910349,0.060633593,0.760600779,-0.635777228,0.483843171,-0.836732872,2.060661195,0.088813913,0.132226011,0.076451682
0,0.056502096,0.047319669,1.134683319,-0.257681509,0.485135717,-0.917344639,1.601113846,0.072292895,0.098395546,0.061136798
0,0.019663125,0.060962638,0.276573821,-0.464001594,0.492029298,-1.258934802,2.113889975,0.093442776,0.145611786,0.21147374
0,0.076810257,0.073486029,1.006375115,-0.240666939,0.489875054,-0.363130693,2.200814822,0.082214216,0.142172696,0.153444378
0,0.058581013,0.055333263,1.007539635,-0.139634927,0.498061181,-0.74603467,1.877651897,0.077529279,0.123428139,0.080991742
0,0.06212332,0.056381275,1.051754784,-0.141127379,0.50538561,-0.679064912,1.883090991,0.084321692,0.122812993,0.109953317
0,0.018276058,0.074285232,0.208410649,-0.480923347,0.488582508,-1.115446811,2.533765039,0.084715528,0.162518728,0.111213021
0,0.02504401,0.065786774,0.337962683,-0.643634963,0.478242137,-1.102388095,2.30126525,0.0862537,0.158156698,0.117953312
0,0.084021976,0.059729682,1.359675009,0.766249571,0.510555795,-0.290972755,1.906214665,0.078740986,0.116969624,0.084656124
0,0.02651927,0.056340211,0.420830622,-0.226585124,0.500646273,-1.242505017,1.95589364,0.093580168,0.128041018,0.212199429
0,0.027503898,0.057338455,0.431270431,-0.69453181,0.500215424,-1.209921467,2.025918657,0.075242615,0.132342264,0.175511323
0,0.019319286,0.070031826,0.235710503,-0.996370187,0.479103835,-1.107825104,2.439297928,0.098548591,0.165535204,0.171170371
0,0.028407253,0.039386855,0.648676045,-1.04276206,0.482550625,-1.736799811,1.353894035,0.061044043,0.082634733,0.095132171
0,0.048059949,0.048699865,0.928090053,-0.083080137,0.495906937,-1.080034963,1.616705114,0.070204402,0.102368363,0.08411544
0,0.051717326,0.042059675,1.162111213,-0.170113488,0.489013356,-1.125601404,1.441652275,0.064648162,0.092918809,0.086971533
0,0.042134824,0.061939555,0.63467249,0.045342422,0.502369668,-0.935313821,2.090178862,0.087322667,0.142287582,0.101822009
0,0.053698559,0.050894613,1.000088411,-0.083542863,0.506247307,-0.875047866,1.772927039,0.079203757,0.116721354,0.09450911
0,0.026952985,0.066683931,0.362282556,-0.700185031,0.472641103,-1.047381598,2.357830922,0.082139967,0.15199426,0.167303288
0,0.011539449,0.048096244,0.181317424,-0.605978564,0.48427402,-1.781272535,1.645601751,0.07954363,0.109166495,0.113756419
0,0.008678673,0.07051882,0.0835016,-0.621834021,0.495476088,-1.222538863,2.476078455,0.113878354,0.175696017,0.29793766
0,0.041971827,0.065454906,0.598090118,-0.573404836,0.479103835,-0.875932417,2.230788097,0.095870095,0.15178995,0.128042214
0,0.04743788,0.066120674,0.675191267,-0.559888878,0.485135717,-0.765574646,2.31160419,0.094032697,0.160799235,0.126498098
0,0.062718636,0.039487965,1.51943723,-0.257027546,0.496337785,-0.940864817,1.343720826,0.05841096,0.083884345,0.04708492
0,0.05907079,0.03925045,1.435009552,-0.315624751,0.48772081,-1.018741693,1.326747622,0.059214625,0.080576352,0.044618811
0,0.033797415,0.0740682,0.418820389,-0.507999635,0.498922878,-0.862892524,2.593488735,0.109541334,0.177208137,0.226292435
0,0.037658908,0.060886928,0.572953043,0.058499124,0.49461439,-1.039367653,2.039170141,0.093511249,0.13655321,0.098941738
0,0.063473099,0.038502974,1.576736187,-0.016394516,0.497199483,-0.938658054,1.305359624,0.057685589,0.077590308,0.046417166
0,0.025908617,0.062447563,0.369752093,-0.678015009,0.474364498,-1.213945928,2.058496384,0.096378506,0.136843806,0.097923653
0,0.049118664,0.060417809,0.766133518,-0.285318954,0.496768634,-0.852728724,2.021924048,0.085043635,0.137914473,0.144117755
0,0.028515363,0.048398904,0.531855071,-0.839723631,0.475226196,-1.431434223,1.660782703,0.077113683,0.108311472,0.064573377
0,0.014841037,0.055015997,0.219092561,-0.783178098,0.473502801,-1.482182301,1.906739163,0.090657532,0.127215017,0.110665595
0,0.044145614,0.048353973,0.854968048,-0.435818368,0.490736751,-1.116078089,1.6626617,0.078893042,0.107277637,0.096336864
0,0.076182124,0.049491216,1.482379028,-0.28874582,0.499353727,-0.479348453,1.682784853,0.078261303,0.105736188,0.058770579
0,0.022813595,0.060855588,0.328969704,-0.65817949,0.467901766,-1.270991602,2.053482405,0.094121516,0.138744513,0.093228117
0,0.023179025,0.042795195,0.47658116,-0.839161485,0.476518742,-1.719408411,1.469209156,0.065103255,0.096333228,0.102367959
0,0.058290699,0.0574987,0.964759055,0.081627211,0.499784576,-0.711833681,1.985103582,0.089247462,0.130348882,0.132193234
0,0.064844446,0.048731968,1.272943561,-0.113448927,0.496337785,-0.714480254,1.662527711,0.074211198,0.102989223,0.071630278
0,0.04522802,0.047370091,0.896304174,-0.286396514,0.482550625,-1.141519422,1.607885578,0.07432114,0.101148165,0.052721315
0,0.059812896,0.066490078,0.857423354,-0.45217499,0.492460146,-0.596456406,2.280597592,0.080594117,0.157708956,0.12573225
0,0.011127268,0.053614017,0.15499805,-0.75362677,0.465747523,-1.626938892,1.830018529,0.081463271,0.123308646,0.151232163
0,0.051176618,0.054018264,0.895642554,-0.205379792,0.487289961,-0.888172484,1.835700004,0.085071636,0.121434029,0.117243946
0,-0.006539309,0.068867892,-0.134910667,-0.693423966,0.471348557,-1.507467683,2.361245434,0.107258997,0.167575352,0.208127845
0,0.035965686,0.049210108,0.674893892,-0.646078643,0.495045239,-1.206329318,1.774259523,0.073666085,0.120218244,0.190209167
0,0.060036813,0.058836676,0.971913108,-0.027490025,0.4911676,-0.67714509,1.995867441,0.085926085,0.129574516,0.099528834
0,0.046986917,0.048270579,0.91445418,-0.243623978,0.490736751,-1.072284381,1.657713946,0.073384108,0.105977404,0.095094658
0,0.073987473,0.063740872,1.117022046,-0.246443197,0.488151659,-0.438055214,2.053266853,0.078368922,0.132556482,0.066037553
