Date,Open,High,Low,Close
12/29/2017,21.91,21.91,21.91,21.91
12/28/2017,22.04,22.04,22.04,22.04
12/27/2017,21.98,21.98,21.98,21.98
12/26/2017,21.96,21.96,21.96,21.96
12/22/2017,21.95,21.95,21.95,21.95
12/21/2017,21.96,21.96,21.96,21.96
12/20/2017,21.92,21.92,21.92,21.92
12/19/2017,21.95,21.95,21.95,21.95
12/18/2017,21.99,21.99,21.99,21.99
12/15/2017,21.83,21.83,21.83,21.83
12/14/2017,21.68,21.68,21.68,21.68
12/13/2017,21.84,21.84,21.84,21.84
12/12/2017,21.88,21.88,21.88,21.88
12/11/2017,21.85,21.85,21.85,21.85
12/8/2017,21.85,21.85,21.85,21.85
12/7/2017,21.68,21.68,21.68,21.68
12/6/2017,21.58,21.58,21.58,21.58
12/5/2017,21.67,21.67,21.67,21.67
12/4/2017,21.76,21.76,21.76,21.76
12/1/2017,21.69,21.69,21.69,21.69
11/30/2017,21.69,21.69,21.69,21.69
11/29/2017,21.51,21.51,21.51,21.51
11/28/2017,21.38,21.38,21.38,21.38
11/27/2017,21.1,21.1,21.1,21.1
11/24/2017,21.15,21.15,21.15,21.15
11/22/2017,21.13,21.13,21.13,21.13
11/21/2017,21.16,21.16,21.16,21.16
11/20/2017,21.07,21.07,21.07,21.07
11/17/2017,21.03,21.03,21.03,21.03
11/16/2017,21.03,21.03,21.03,21.03
11/15/2017,20.89,20.89,20.89,20.89
11/14/2017,21,21,21,21
11/13/2017,21,21,21,21
11/10/2017,20.92,20.92,20.92,20.92
11/9/2017,20.95,20.95,20.95,20.95
11/8/2017,21.03,21.03,21.03,21.03
11/7/2017,21.02,21.02,21.02,21.02
11/6/2017,21.08,21.08,21.08,21.08
11/3/2017,21.06,21.06,21.06,21.06
11/2/2017,21.08,21.08,21.08,21.08
11/1/2017,21.07,21.07,21.07,21.07
10/31/2017,20.99,20.99,20.99,20.99
10/30/2017,20.91,20.91,20.91,20.91
10/27/2017,21.03,21.03,21.03,21.03
10/26/2017,21.05,21.05,21.05,21.05
10/25/2017,21,21,21,21
10/24/2017,21.13,21.13,21.13,21.13
10/23/2017,21.09,21.09,21.09,21.09
10/20/2017,21.16,21.16,21.16,21.16
10/19/2017,21.03,21.03,21.03,21.03
10/18/2017,21.01,21.01,21.01,21.01
10/17/2017,20.97,20.97,20.97,20.97
10/16/2017,20.96,20.96,20.96,20.96
10/13/2017,20.97,20.97,20.97,20.97
10/12/2017,20.96,20.96,20.96,20.96
10/11/2017,21.03,21.03,21.03,21.03
10/10/2017,21.03,21.03,21.03,21.03
10/9/2017,20.95,20.95,20.95,20.95
10/6/2017,21.01,21.01,21.01,21.01
10/5/2017,21.07,21.07,21.07,21.07
10/4/2017,21,21,21,21
10/3/2017,20.94,20.94,20.94,20.94
10/2/2017,20.91,20.91,20.91,20.91
9/29/2017,20.78,20.78,20.78,20.78
9/28/2017,20.75,20.75,20.75,20.75
9/27/2017,20.87,20.87,20.87,20.87
9/26/2017,20.79,20.79,20.79,20.79
9/25/2017,20.77,20.77,20.77,20.77
9/22/2017,20.74,20.74,20.74,20.74
9/21/2017,20.72,20.72,20.72,20.72
9/20/2017,20.75,20.75,20.75,20.75
9/19/2017,20.73,20.73,20.73,20.73
9/18/2017,20.71,20.71,20.71,20.71
9/15/2017,20.64,20.64,20.64,20.64
9/14/2017,20.58,20.58,20.58,20.58
9/13/2017,20.55,20.55,20.55,20.55
9/12/2017,20.54,20.54,20.54,20.54
9/11/2017,20.42,20.42,20.42,20.42
9/8/2017,20.16,20.16,20.16,20.16
9/7/2017,20.14,20.14,20.14,20.14
9/6/2017,20.19,20.19,20.19,20.19
9/5/2017,20.13,20.13,20.13,20.13
9/1/2017,20.35,20.35,20.35,20.35
8/31/2017,20.24,20.24,20.24,20.24
8/30/2017,20.11,20.11,20.11,20.11
8/29/2017,20.01,20.01,20.01,20.01
8/28/2017,20.04,20.04,20.04,20.04
8/25/2017,20.06,20.06,20.06,20.06
8/24/2017,20,20,20,20
8/23/2017,19.99,19.99,19.99,19.99
8/22/2017,20.04,20.04,20.04,20.04
8/21/2017,19.86,19.86,19.86,19.86
8/18/2017,19.83,19.83,19.83,19.83
8/17/2017,19.86,19.86,19.86,19.86
8/16/2017,20.17,20.17,20.17,20.17
8/15/2017,20.12,20.12,20.12,20.12
8/14/2017,20.1,20.1,20.1,20.1
8/11/2017,19.9,19.9,19.9,19.9
8/10/2017,19.93,19.93,19.93,19.93
8/9/2017,20.2,20.2,20.2,20.2
8/8/2017,20.23,20.23,20.23,20.23
8/7/2017,20.29,20.29,20.29,20.29
8/4/2017,20.25,20.25,20.25,20.25
8/3/2017,20.24,20.24,20.24,20.24
8/2/2017,20.24,20.24,20.24,20.24
8/1/2017,20.19,20.19,20.19,20.19
7/31/2017,20.13,20.13,20.13,20.13
7/28/2017,20.09,20.09,20.09,20.09
7/27/2017,20.08,20.08,20.08,20.08
7/26/2017,20.11,20.11,20.11,20.11
7/25/2017,20.19,20.19,20.19,20.19
7/24/2017,20.13,20.13,20.13,20.13
7/21/2017,20.12,20.12,20.12,20.12
7/20/2017,20.13,20.13,20.13,20.13
7/19/2017,20.17,20.17,20.17,20.17
7/18/2017,20.08,20.08,20.08,20.08
7/17/2017,20.12,20.12,20.12,20.12
7/14/2017,20.11,20.11,20.11,20.11
7/13/2017,20.07,20.07,20.07,20.07
7/12/2017,20.01,20.01,20.01,20.01
7/11/2017,19.92,19.92,19.92,19.92
7/10/2017,19.93,19.93,19.93,19.93
7/7/2017,19.93,19.93,19.93,19.93
7/6/2017,19.8,19.8,19.8,19.8
7/5/2017,20,20,20,20
7/3/2017,20.02,20.02,20.02,20.02
6/30/2017,19.89,19.89,19.89,19.89
6/29/2017,19.84,19.84,19.84,19.84
6/28/2017,20.01,20.01,20.01,20.01
6/27/2017,19.86,19.86,19.86,19.86
6/26/2017,19.94,19.94,19.94,19.94
6/23/2017,19.89,19.89,19.89,19.89
6/22/2017,19.85,19.85,19.85,19.85
6/21/2017,19.87,19.87,19.87,19.87
6/20/2017,19.93,19.93,19.93,19.93
6/19/2017,20.1,20.1,20.1,20.1
6/16/2017,19.95,19.95,19.95,19.95
6/15/2017,19.97,19.97,19.97,19.97
6/14/2017,20,20,20,20
6/13/2017,20.02,20.02,20.02,20.02
6/12/2017,19.91,19.91,19.91,19.91
6/9/2017,19.91,19.91,19.91,19.91
6/8/2017,19.81,19.81,19.81,19.81
6/7/2017,19.79,19.79,19.79,19.79
6/6/2017,19.76,19.76,19.76,19.76
6/5/2017,19.78,19.78,19.78,19.78
6/2/2017,19.81,19.81,19.81,19.81
6/1/2017,19.79,19.79,19.79,19.79
5/31/2017,19.57,19.57,19.57,19.57
5/30/2017,19.59,19.59,19.59,19.59
5/26/2017,19.64,19.64,19.64,19.64
5/25/2017,19.66,19.66,19.66,19.66
5/24/2017,19.58,19.58,19.58,19.58
5/23/2017,19.54,19.54,19.54,19.54
5/22/2017,19.5,19.5,19.5,19.5
5/19/2017,19.41,19.41,19.41,19.41
5/18/2017,19.27,19.27,19.27,19.27
5/17/2017,19.26,19.26,19.26,19.26
5/16/2017,19.59,19.59,19.59,19.59
5/15/2017,19.61,19.61,19.61,19.61
5/12/2017,19.47,19.47,19.47,19.47
5/11/2017,19.55,19.55,19.55,19.55
5/10/2017,19.59,19.59,19.59,19.59
5/9/2017,19.54,19.54,19.54,19.54
5/8/2017,19.58,19.58,19.58,19.58
5/5/2017,19.61,19.61,19.61,19.61
5/4/2017,19.51,19.51,19.51,19.51
5/3/2017,19.53,19.53,19.53,19.53
5/2/2017,19.59,19.59,19.59,19.59
5/1/2017,19.59,19.59,19.59,19.59
4/28/2017,19.57,19.57,19.57,19.57
4/27/2017,19.68,19.68,19.68,19.68
4/26/2017,19.67,19.67,19.67,19.67
4/25/2017,19.67,19.67,19.67,19.67
4/24/2017,19.55,19.55,19.55,19.55
4/21/2017,19.3,19.3,19.3,19.3
4/20/2017,19.39,19.39,19.39,19.39
4/19/2017,19.25,19.25,19.25,19.25
4/18/2017,19.25,19.25,19.25,19.25
4/17/2017,19.32,19.32,19.32,19.32
4/13/2017,19.14,19.14,19.14,19.14
4/12/2017,19.3,19.3,19.3,19.3
4/11/2017,19.4,19.4,19.4,19.4
4/10/2017,19.39,19.39,19.39,19.39
4/7/2017,19.37,19.37,19.37,19.37
4/6/2017,19.38,19.38,19.38,19.38
4/5/2017,19.31,19.31,19.31,19.31
4/4/2017,19.41,19.41,19.41,19.41
4/3/2017,19.4,19.4,19.4,19.4
3/31/2017,19.46,19.46,19.46,19.46
3/30/2017,19.5,19.5,19.5,19.5
3/29/2017,19.48,19.48,19.48,19.48
3/28/2017,19.47,19.47,19.47,19.47
3/27/2017,19.3,19.3,19.3,19.3
3/24/2017,19.33,19.33,19.33,19.33
3/23/2017,19.35,19.35,19.35,19.35
3/22/2017,19.33,19.33,19.33,19.33
3/21/2017,19.31,19.31,19.31,19.31
3/20/2017,19.59,19.59,19.59,19.59
3/17/2017,19.66,19.66,19.66,19.66
3/16/2017,19.69,19.69,19.69,19.69
3/15/2017,19.73,19.73,19.73,19.73
3/14/2017,19.55,19.55,19.55,19.55
3/13/2017,19.63,19.63,19.63,19.63
3/10/2017,19.61,19.61,19.61,19.61
3/9/2017,19.55,19.55,19.55,19.55
3/8/2017,19.56,19.56,19.56,19.56
3/7/2017,19.62,19.62,19.62,19.62
3/6/2017,19.71,19.71,19.71,19.71
3/3/2017,19.81,19.81,19.81,19.81
3/2/2017,19.78,19.78,19.78,19.78
3/1/2017,19.94,19.94,19.94,19.94
2/28/2017,19.63,19.63,19.63,19.63
2/27/2017,19.68,19.68,19.68,19.68
2/24/2017,19.64,19.64,19.64,19.64
