Date,Open,High,Low,Close
12/29/2017,53.29,53.29,53.29,53.29
12/28/2017,53.73,53.73,53.73,53.73
12/27/2017,53.49,53.49,53.49,53.49
12/26/2017,53.48,53.48,53.48,53.48
12/22/2017,53.49,53.49,53.49,53.49
12/21/2017,53.6,53.6,53.6,53.6
12/20/2017,53.42,53.42,53.42,53.42
12/19/2017,53.39,53.39,53.39,53.39
12/18/2017,53.81,53.81,53.81,53.81
12/15/2017,53.15,53.15,53.15,53.15
12/14/2017,52.39,52.39,52.39,52.39
12/13/2017,53.12,53.12,53.12,53.12
12/12/2017,57.43,57.43,57.43,57.43
12/11/2017,57.6,57.6,57.6,57.6
12/8/2017,57.64,57.64,57.64,57.64
12/7/2017,57.54,57.54,57.54,57.54
12/6/2017,56.97,56.97,56.97,56.97
12/5/2017,57.19,57.19,57.19,57.19
12/4/2017,57.8,57.8,57.8,57.8
12/1/2017,57.82,57.82,57.82,57.82
11/30/2017,58.08,58.08,58.08,58.08
11/29/2017,58.02,58.02,58.02,58.02
11/28/2017,57.8,57.8,57.8,57.8
11/27/2017,56.86,56.86,56.86,56.86
11/24/2017,57.12,57.12,57.12,57.12
11/22/2017,57.08,57.08,57.08,57.08
11/21/2017,57.16,57.16,57.16,57.16
11/20/2017,56.54,56.54,56.54,56.54
11/17/2017,55.97,55.97,55.97,55.97
11/16/2017,55.76,55.76,55.76,55.76
11/15/2017,54.89,54.89,54.89,54.89
11/14/2017,55.26,55.26,55.26,55.26
11/13/2017,55.33,55.33,55.33,55.33
11/10/2017,55.33,55.33,55.33,55.33
11/9/2017,55.41,55.41,55.41,55.41
11/8/2017,55.58,55.58,55.58,55.58
11/7/2017,55.31,55.31,55.31,55.31
11/6/2017,56.04,56.04,56.04,56.04
11/3/2017,55.88,55.88,55.88,55.88
11/2/2017,56.07,56.07,56.07,56.07
11/1/2017,56.1,56.1,56.1,56.1
10/31/2017,56.51,56.51,56.51,56.51
10/30/2017,55.91,55.91,55.91,55.91
10/27/2017,56.71,56.71,56.71,56.71
10/26/2017,56.39,56.39,56.39,56.39
10/25/2017,56.35,56.35,56.35,56.35
10/24/2017,56.55,56.55,56.55,56.55
10/23/2017,56.39,56.39,56.39,56.39
10/20/2017,56.83,56.83,56.83,56.83
10/19/2017,56.39,56.39,56.39,56.39
10/18/2017,56.54,56.54,56.54,56.54
10/17/2017,56.33,56.33,56.33,56.33
10/16/2017,56.58,56.58,56.58,56.58
10/13/2017,56.58,56.58,56.58,56.58
10/12/2017,56.68,56.68,56.68,56.68
10/11/2017,56.73,56.73,56.73,56.73
10/10/2017,56.76,56.76,56.76,56.76
10/9/2017,56.55,56.55,56.55,56.55
10/6/2017,56.76,56.76,56.76,56.76
10/5/2017,56.87,56.87,56.87,56.87
10/4/2017,56.73,56.73,56.73,56.73
10/3/2017,56.93,56.93,56.93,56.93
10/2/2017,56.91,56.91,56.91,56.91
9/29/2017,56.07,56.07,56.07,56.07
9/28/2017,56.11,56.11,56.11,56.11
9/27/2017,55.85,55.85,55.85,55.85
9/26/2017,54.83,54.83,54.83,54.83
9/25/2017,54.59,54.59,54.59,54.59
9/22/2017,54.57,54.57,54.57,54.57
9/21/2017,54.23,54.23,54.23,54.23
9/20/2017,54.36,54.36,54.36,54.36
9/19/2017,54.24,54.24,54.24,54.24
9/18/2017,54.22,54.22,54.22,54.22
9/15/2017,53.73,53.73,53.73,53.73
9/14/2017,53.41,53.41,53.41,53.41
9/13/2017,53.44,53.44,53.44,53.44
9/12/2017,53.42,53.42,53.42,53.42
9/11/2017,53.08,53.08,53.08,53.08
9/8/2017,52.39,52.39,52.39,52.39
9/7/2017,52.34,52.34,52.34,52.34
9/6/2017,52.47,52.47,52.47,52.47
9/5/2017,52.42,52.42,52.42,52.42
9/1/2017,52.98,52.98,52.98,52.98
8/31/2017,52.61,52.61,52.61,52.61
8/30/2017,52.12,52.12,52.12,52.12
8/29/2017,51.67,51.67,51.67,51.67
8/28/2017,51.63,51.63,51.63,51.63
8/25/2017,51.33,51.33,51.33,51.33
8/24/2017,51.12,51.12,51.12,51.12
8/23/2017,51,51,51,51
8/22/2017,51.08,51.08,51.08,51.08
8/21/2017,50.53,50.53,50.53,50.53
8/18/2017,50.63,50.63,50.63,50.63
8/17/2017,50.67,50.67,50.67,50.67
8/16/2017,51.58,51.58,51.58,51.58
8/15/2017,51.5,51.5,51.5,51.5
8/14/2017,51.92,51.92,51.92,51.92
8/11/2017,51.14,51.14,51.14,51.14
8/10/2017,50.96,50.96,50.96,50.96
8/9/2017,51.9,51.9,51.9,51.9
8/8/2017,52.67,52.67,52.67,52.67
8/7/2017,52.87,52.87,52.87,52.87
8/4/2017,52.74,52.74,52.74,52.74
8/3/2017,52.52,52.52,52.52,52.52
8/2/2017,52.83,52.83,52.83,52.83
8/1/2017,53.42,53.42,53.42,53.42
7/31/2017,53.3,53.3,53.3,53.3
7/28/2017,53.52,53.52,53.52,53.52
7/27/2017,53.59,53.59,53.59,53.59
7/26/2017,53.91,53.91,53.91,53.91
7/25/2017,54.37,54.37,54.37,54.37
7/24/2017,53.96,53.96,53.96,53.96
7/21/2017,53.81,53.81,53.81,53.81
7/20/2017,54.14,54.14,54.14,54.14
7/19/2017,54.19,54.19,54.19,54.19
7/18/2017,53.69,53.69,53.69,53.69
7/17/2017,53.8,53.8,53.8,53.8
7/14/2017,53.51,53.51,53.51,53.51
7/13/2017,53.38,53.38,53.38,53.38
7/12/2017,53.29,53.29,53.29,53.29
7/11/2017,52.86,52.86,52.86,52.86
7/10/2017,52.63,52.63,52.63,52.63
7/7/2017,52.86,52.86,52.86,52.86
7/6/2017,52.2,52.2,52.2,52.2
7/5/2017,52.85,52.85,52.85,52.85
7/3/2017,53.06,53.06,53.06,53.06
6/30/2017,52.63,52.63,52.63,52.63
6/29/2017,52.68,52.68,52.68,52.68
6/28/2017,53.13,53.13,53.13,53.13
6/27/2017,52.21,52.21,52.21,52.21
6/26/2017,52.73,52.73,52.73,52.73
6/23/2017,52.55,52.55,52.55,52.55
6/22/2017,52.23,52.23,52.23,52.23
6/21/2017,52.06,52.06,52.06,52.06
6/20/2017,52.23,52.23,52.23,52.23
6/19/2017,52.84,52.84,52.84,52.84
6/16/2017,52.42,52.42,52.42,52.42
6/15/2017,52.58,52.58,52.58,52.58
6/14/2017,52.9,52.9,52.9,52.9
6/13/2017,53.19,53.19,53.19,53.19
6/12/2017,52.93,52.93,52.93,52.93
6/9/2017,53.02,53.02,53.02,53.02
6/8/2017,52.85,52.85,52.85,52.85
6/7/2017,52.03,52.03,52.03,52.03
6/6/2017,51.87,51.87,51.87,51.87
6/5/2017,52,52,52,52
6/2/2017,52.37,52.37,52.37,52.37
6/1/2017,52.07,52.07,52.07,52.07
5/31/2017,51.08,51.08,51.08,51.08
5/30/2017,51.15,51.15,51.15,51.15
5/26/2017,51.52,51.52,51.52,51.52
5/25/2017,51.58,51.58,51.58,51.58
5/24/2017,51.52,51.52,51.52,51.52
5/23/2017,51.42,51.42,51.42,51.42
5/22/2017,51.25,51.25,51.25,51.25
5/19/2017,50.89,50.89,50.89,50.89
5/18/2017,50.73,50.73,50.73,50.73
5/17/2017,50.46,50.46,50.46,50.46
5/16/2017,52.04,52.04,52.04,52.04
5/15/2017,51.98,51.98,51.98,51.98
5/12/2017,51.59,51.59,51.59,51.59
5/11/2017,51.9,51.9,51.9,51.9
5/10/2017,52.13,52.13,52.13,52.13
5/9/2017,51.75,51.75,51.75,51.75
5/8/2017,51.74,51.74,51.74,51.74
5/5/2017,51.97,51.97,51.97,51.97
5/4/2017,51.99,51.99,51.99,51.99
5/3/2017,52.11,52.11,52.11,52.11
5/2/2017,52.4,52.4,52.4,52.4
5/1/2017,52.8,52.8,52.8,52.8
4/28/2017,52.42,52.42,52.42,52.42
4/27/2017,53.08,53.08,53.08,53.08
4/26/2017,52.98,52.98,52.98,52.98
4/25/2017,52.6,52.6,52.6,52.6
4/24/2017,52.03,52.03,52.03,52.03
4/21/2017,51.26,51.26,51.26,51.26
4/20/2017,51.42,51.42,51.42,51.42
4/19/2017,50.67,50.67,50.67,50.67
4/18/2017,50.45,50.45,50.45,50.45
4/17/2017,50.51,50.51,50.51,50.51
4/13/2017,49.94,49.94,49.94,49.94
4/12/2017,50.43,50.43,50.43,50.43
4/11/2017,51.12,51.12,51.12,51.12
4/10/2017,50.58,50.58,50.58,50.58
4/7/2017,50.46,50.46,50.46,50.46
4/6/2017,50.52,50.52,50.52,50.52
4/5/2017,50.03,50.03,50.03,50.03
4/4/2017,50.7,50.7,50.7,50.7
4/3/2017,50.83,50.83,50.83,50.83
3/31/2017,51.46,51.46,51.46,51.46
3/30/2017,51.26,51.26,51.26,51.26
3/29/2017,50.79,50.79,50.79,50.79
