,nasdaq100,world_bond,us_bond,reits,emerg_equity,commodity,S&P500,Interest_rate
0.0,6572.240306519665,189.567103500524,2045.6563430819842,387.3310126886663,1177.3102680754184,2592.4983966228206,5224.395258723467,1.6932307487654292
1.0,6443.3212537249865,189.8998837637018,2050.0302540186353,386.00250517667746,1167.8424130894093,2597.275681280059,5225.245923109119,1.6921865728522134
2.0,6580.537095199615,190.1085329962762,2058.3363468500515,390.9836282876534,1188.0256872529196,2613.898693180684,5227.340586460748,1.6909972512600997
3.0,6549.455416654272,189.92730874136987,2063.1923055745074,386.3597019948298,1174.1874773669294,2550.0074581683875,5224.299285052783,1.6899024280709183
4.0,6749.2717047375845,190.20155375197632,2066.531547546892,393.86549328521005,1198.1117227206782,2558.9933476358565,5269.704730382583,1.688846746292177
5.0,7006.91276063686,190.18845477934443,2067.1582323975763,401.6372206028391,1198.1774923190783,2577.2892067232683,5292.069768919633,1.6877156242189548
6.0,6952.415089879415,190.23221868033653,2068.4369964987955,402.43512540198805,1183.3513023505805,2548.1217888623128,5284.774018688563,1.6868003948681638
7.0,6855.628872072313,190.31575821271036,2071.3333396416638,399.9820966616454,1209.2889578237878,2463.7255514820395,5265.40920088144,1.685791964377927
8.0,6594.030861814769,190.36346297616427,2075.114968699961,397.6060656652467,1182.1013091290981,2458.774350442502,5229.728545798184,1.6847612478483658
9.0,6513.824969010398,190.2638519742109,2066.1187330503844,392.09871841686765,1172.0039588924278,2425.4139570189714,5202.016167437723,1.6837020624305388
10.0,6369.3754190954005,190.6409912846227,2063.8799271240387,390.3892352719057,1162.7239899432268,2378.3487710649756,5213.243847423618,1.6824758661378265
11.0,6413.829734922746,190.71955600337262,2058.4080725895324,390.86743500170223,1184.0514974379107,2366.2041246816025,5221.2877178551535,1.6812737635073296
12.0,6164.518142745877,190.63607912868488,2049.174326437209,380.66309608740113,1165.9949544161598,2309.123621637941,5191.444814687528,1.6801510185284232
13.0,6172.2979353880655,190.2872461933607,2045.9199957354408,387.19166628647554,1178.8651818518722,2311.94365661797,5177.88624648559,1.6791263093180502
14.0,6324.659373676678,190.516900643686,2047.1057442380265,393.03524589249673,1189.0615267340177,2281.147430824809,5228.877574404459,1.678047936967377
15.0,6391.358135419853,190.29799155075355,2046.5202000912834,392.96375146770106,1190.6228736696837,2323.8722274793313,5261.875671872098,1.6770013448358616
16.0,6442.7647400014275,190.2955668680307,2045.042433881047,398.3339554151405,1168.0760217297072,2279.9005219332425,5262.165217458135,1.6757303923473654
17.0,6409.006015602775,190.4180912644976,2045.6075449495245,400.75797756999503,1152.9236266083662,2246.3967535909524,5239.767320049858,1.6747553916181734
18.0,6458.008521298508,190.42860661270382,2037.744061392441,412.57499406705585,1148.4708661470054,2178.981660460197,5231.440829606183,1.673788303180949
19.0,6706.370923575548,190.39622157520932,2043.112866954063,425.923035826726,1158.609243416152,2179.499276689117,5247.699447962046,1.6726566555625562
20.0,6740.03224574928,190.17203441676304,2045.0097941755928,417.01516655070407,1174.1511558191187,2159.449334697735,5234.982779606334,1.6716728042488924
21.0,6796.195124133598,190.03728811388893,2041.0675543229152,411.49375581107046,1186.3436831529643,2131.531971053159,5240.193490217939,1.6705682067361798
22.0,6861.33650080386,189.68710838096212,2042.5191178662697,424.5823254556776,1174.3650086755847,2101.102232898869,5238.25695908452,1.6694455188701902
23.0,6732.160692086431,189.71381631246234,2038.6649687551237,437.5328981896416,1156.6096366650077,2090.1213480385723,5218.641329226589,1.6685243692632623
24.0,6489.427675408673,189.5834394715206,2035.9502346927254,429.3084797521114,1144.1764872261795,2069.5070368045613,5216.749912048756,1.6674534587618126
25.0,6405.266693949978,189.38791895856738,2038.016007858629,431.0329722591335,1145.2202644943684,2003.2682152533346,5192.037201123803,1.6665184156458805
26.0,6245.383021599358,189.7083336580582,2042.3092828095912,426.16719695409125,1154.0402210313616,2018.2847305361108,5170.918453359695,1.6653176080426948
27.0,6388.661755676244,189.75264885318026,2037.8591197116677,437.32978022838876,1155.7762332459492,2072.2547358170964,5166.089765389543,1.6642202859468163
28.0,6245.357069877804,189.61406795940744,2036.1578948610318,426.1972893065527,1152.1356659632222,2077.3372787076537,5143.469366811166,1.6633915854076724
29.0,6181.465965016575,190.0020502162935,2033.8164141090092,425.9538850484798,1151.6764756016273,2107.688207044912,5144.226906182131,1.6623412769640624
30.0,6380.021235386827,189.52096848398685,2031.867697343099,425.0765454675657,1168.5664878685393,2087.086790371384,5169.014746527167,1.6612109155585648
31.0,6120.846148875992,189.76742404953384,2034.722678655947,417.9224533935495,1167.9267280515273,2041.2239672126263,5156.019166113602,1.6600468976335025
32.0,5963.920328069968,190.023236884109,2043.0382233842533,421.4519717183538,1165.7828797747572,2037.6526082387384,5149.188015723516,1.6590567836570271
33.0,5909.471554447654,189.99403201229876,2036.797957967919,410.80919879444997,1173.563474684248,2017.1043842380507,5131.945862998201,1.6578400041552406
34.0,5788.1557526406705,189.81679777287877,2039.7159895821253,415.73918958915976,1169.9785884758483,2025.2693595053033,5118.6421276726305,1.6567652225668
35.0,5797.284525096655,189.96910362147247,2044.8132401500998,415.96555424521824,1165.961325089372,2014.1024673974725,5120.445224610215,1.655627780780632
36.0,5947.241159185669,189.96523476854037,2043.7034126101819,425.8131469407995,1158.7129910374767,2018.2433560451848,5148.870415588316,1.654584780950385
37.0,6020.647289653548,189.6518885563822,2046.2376857585941,419.5333473107079,1189.3725028365404,1984.8505127941824,5161.195695327575,1.6534842544961947
38.0,6139.052935576961,189.86120342690845,2045.429925624783,423.6346205817369,1178.198888320549,2010.3936258401461,5131.417018525958,1.6524142311595336
39.0,6250.211538133924,189.90497472046988,2048.2735333865785,425.6075251085437,1193.1667198532314,2010.3517257816025,5197.4989978215435,1.6513881961117685
40.0,6483.493590054097,190.0608533459044,2051.099669245566,441.23032840981926,1193.833956904691,2022.8883293670228,5216.248006021039,1.650215547878784
41.0,6676.048460236,189.81457957589686,2049.3128748867803,442.3393846226541,1184.0627095192237,2054.088794250297,5188.29919883902,1.6492146907463625
