,nasdaq100,world_bond,us_bond,reits,emerg_equity,commodity,S&P500,Interest_rate
0.0,6535.483720789504,189.2770792590276,2038.0365148881833,396.0353125115509,1157.896711802292,2575.331106058677,5205.6406491940315,1.6931890021924287
1.0,6472.9378758258135,189.5763023747741,2036.9727659228247,398.09580986691986,1139.6961806230447,2559.883979963326,5217.548008767632,1.6923594223321474
2.0,6954.8877007425035,189.1923501109545,2030.002516927022,404.2314564661958,1155.6706599277315,2572.3914023872353,5268.005095885432,1.691279969108664
3.0,6655.890210053619,189.05206400733715,2029.9294265328297,396.8976573275742,1129.675743494463,2572.7379981449285,5242.295590776645,1.6903217833886146
4.0,6569.313855615545,189.2226577839009,2030.4982877368636,390.8072409091718,1137.2627653079485,2575.269595193001,5249.509163489531,1.6891417474833594
5.0,6690.642915221827,189.29912856224942,2031.0879911031116,396.12294672799516,1142.5215476894334,2562.923382973355,5250.333506763213,1.6879004937770576
6.0,6642.21716799102,189.80813961645836,2029.833451524523,402.67377703420834,1135.0431965931252,2559.1918895135886,5244.772830666718,1.6869142099655012
7.0,6739.4221432475,189.88828557080873,2032.7788700327833,407.07292818421524,1144.018201018024,2578.4070488622624,5272.825479169526,1.685827329039988
8.0,6672.255175186342,189.7671497970433,2033.5482986436218,401.1379066133691,1136.0017864395866,2588.8662673504136,5270.826687944185,1.684807461673036
9.0,6743.084630613077,189.65828744748868,2036.388472078101,395.9930136579656,1137.4890471395781,2499.5168070169743,5265.322171655635,1.683816308457988
10.0,6815.328598329181,190.01476565187835,2034.0883296707536,396.8184574790235,1152.0648613528324,2517.6927377211437,5284.601749943983,1.6826063780028204
11.0,6921.753053746982,190.11510554161126,2028.6118626614461,402.72498402449685,1147.020679871476,2542.1281035403963,5256.99350849209,1.6815069630663395
12.0,7265.223566921294,190.216650517062,2024.3733995111654,403.6443001451249,1168.833920340591,2527.0480599905804,5279.3797053395065,1.680477227226617
13.0,7108.970613195571,190.44836098220145,2020.5404956820175,396.10353515395497,1175.0831819493299,2481.2553575272755,5267.419545968889,1.6795153150866664
14.0,7144.861300197139,190.5081858217755,2014.5542120062046,404.72828988833174,1201.5762001760083,2464.417457679021,5275.566969831825,1.678321166706357
15.0,7041.44029672431,190.82610114216527,2016.464778583957,402.70294921375233,1197.1527756267087,2427.879808619391,5259.009698655862,1.6772869990850743
16.0,6894.8949714398705,190.84302706550733,2018.413059498776,395.58888197272046,1197.6229751515182,2428.6679129535537,5204.0468639225055,1.6763291829029385
17.0,6689.245700559598,190.69103223204172,2018.0041531167692,389.4997859380437,1191.545730579968,2404.809714198686,5163.960243173409,1.6751906964965793
18.0,6682.771572359239,190.8395866145748,2021.9182943049202,383.03254284685363,1188.1701761584493,2361.168734322925,5177.806242738997,1.6741340553200097
19.0,6742.817533450408,190.78745131629796,2017.1488511064028,391.2652494023447,1175.847750040772,2406.6839760899543,5191.477611348084,1.673067756863041
20.0,6735.700602034403,190.1491441210766,2015.4355367670726,400.3229031510213,1190.5959754770524,2425.2830219829943,5203.625848994525,1.6720162767469213
21.0,6801.14343743928,190.19333982777502,2019.1715570727508,404.3179182509925,1187.2828381328675,2414.1346613181145,5235.4252402198845,1.6708761010090316
22.0,6778.285619978002,190.5178033248684,2025.6219818931495,409.1303786828982,1188.2138411008934,2463.00836028548,5251.023274381298,1.6697915466826587
23.0,7158.324728743788,190.21981001335817,2017.0651880091775,423.1992350176644,1220.3005068554694,2512.4353818341674,5283.592443103045,1.668527331748838
24.0,7253.669766328209,190.10861580860688,2015.902950775465,408.76345447374933,1219.0198580590888,2497.3955732224954,5271.977195586256,1.6673565557360548
25.0,6937.184346689358,190.1961824220491,2018.8000170700018,415.4533957005738,1210.2781130418775,2501.755921637589,5258.487074381724,1.666189935702911
26.0,7116.4744041383865,190.4611238171226,2018.1331382875683,423.4316419458059,1191.438190653603,2453.118455425228,5277.316429631207,1.6651987808174054
27.0,7325.773225421957,190.5050831617918,2016.8805676047862,421.4055559295618,1196.230114504885,2452.2427294736963,5261.695289909949,1.664277512522744
28.0,7103.496198397132,190.90792546397188,2024.0807492293152,426.31607292860355,1189.5712029196168,2469.0186461360267,5250.700015634372,1.6630247214310818
29.0,6954.707499875827,190.84486323682904,2030.716756217939,428.00126143264094,1208.1829985846423,2447.5960387329105,5234.98289226273,1.661876977531219
30.0,7009.2143269901735,191.18273867926317,2039.6489725884462,438.23549465683624,1188.7818495028216,2394.648160526554,5272.234338431604,1.660811878692365
31.0,7484.936282210256,190.7037559642751,2035.0723198073085,449.20116108088786,1210.3414929108965,2428.4305651374107,5328.4545213801875,1.6597250770630458
32.0,7554.620185864474,190.5399918595655,2032.2863313285166,451.8889803510355,1223.5401222665803,2421.668314507101,5347.2326508958295,1.6585674672650772
33.0,7436.43008807684,190.74448856827078,2038.4626415783416,442.4599029454144,1246.8137430211364,2444.701921680258,5331.530095709479,1.6574080661365327
34.0,7751.020377274062,190.4441067362002,2032.9375072518735,445.429354885776,1255.011713830116,2405.7615799252108,5368.1960763322295,1.656374999433806
35.0,8011.299089833536,190.3639814770931,2033.624114207837,461.956154882931,1247.5329714048328,2430.781879292903,5400.501749435697,1.6552976525708778
36.0,8137.546588816614,190.52791841684257,2039.872996151833,471.0442987446616,1232.8506629337592,2415.4576462905507,5412.705793825539,1.6542587606121417
37.0,8032.767956828023,190.74263640741242,2045.6222197568052,458.5043033084638,1249.8155334082785,2402.834321549914,5386.984626283889,1.6530143425755404
38.0,8293.57675091985,190.30866276635751,2043.243118763221,465.14380611731633,1268.2076066247519,2418.435935528196,5408.503423757157,1.6518594465365417
39.0,8197.61980507643,190.68073450965167,2052.476112398925,469.21028135354396,1273.778036101044,2446.1798130498532,5407.406193629646,1.6508075880682014
40.0,8423.73567046524,190.47131521499108,2047.1964068051086,470.8695616500525,1277.4650321136078,2443.073314740574,5437.055988296736,1.6497145661766792
41.0,8110.590488995516,190.57520328213965,2049.7712335347533,464.19051262018087,1259.9903610662734,2480.7351353609492,5417.691365846644,1.6487231923279124
42.0,8313.367617122107,190.37346157448832,2047.0987820548814,463.9811913921637,1266.68882217245,2519.1194208565,5460.135387789614,1.647680313322288
43.0,7966.67472758739,190.32370916753447,2045.1123647066765,458.90507651826675,1239.2866264562422,2439.7320600455355,5458.816031581784,1.6465280689142452
44.0,8080.8781429347055,190.32880713905155,2044.0249861326843,454.1804428205266,1235.683109201066,2373.690548381475,5455.4247774743735,1.6457013389047714
45.0,7881.523779721749,190.25342663011585,2038.515470386252,452.3096603817692,1236.3942533319173,2382.658119144717,5432.887057413555,1.6446251392609343
46.0,7830.401334028982,190.50722344365013,2045.5288838157494,465.40365073133034,1255.5112712422438,2423.8818596754077,5455.487847616687,1.6436055558587641
47.0,7603.5489421169295,190.76229394139355,2048.639906259934,457.3622499901145,1230.6946854684445,2399.1082459398517,5452.918737081013,1.6425428162522149
48.0,7561.718686541112,190.66075745162624,2054.0633212638163,444.06242508086495,1230.70536041488,2461.122284495928,5454.931734122819,1.6415537489134342
49.0,7389.123731594134,191.05427131107626,2051.950412609605,438.78102081746556,1237.1641560910884,2410.6157537448644,5452.624248761832,1.6403660990328712
50.0,7440.753363611235,191.00308414253107,2049.980666946146,439.00781517679303,1244.1458795281483,2331.495028478239,5428.303204662127,1.6393359661527784
51.0,7428.835247805497,190.93160731693578,2046.1300597322972,440.8851952704956,1241.7741684883765,2377.28436847688,5432.037285827365,1.6383783998225274
52.0,7523.396599754085,190.66351895957732,2042.4953194786783,438.91610682842077,1249.8261016577733,2365.901896397278,5458.042366662335,1.6372268292388543
53.0,7703.690755776994,190.8337094969309,2044.0403494693423,446.5530089394296,1261.8168402299834,2378.5020635542223,5443.876701168222,1.6361006737352268
54.0,7516.690662667015,190.5925525456078,2036.8973539183926,445.7319161581789,1250.8738443164314,2378.028458009867,5423.13658636902,1.6352552917515064
55.0,7482.101479058429,190.9540675793133,2042.2679025514763,459.4254215979895,1239.5933678366148,2402.774789086347,5395.087983224547,1.634259512651338
56.0,7248.962870164882,191.3144989273788,2045.848607014756,464.8274289001036,1221.4628697278647,2371.5995056346574,5377.594020462148,1.6332345888491764
57.0,7185.757056757515,191.22809842085755,2042.1384535780928,457.8156791999271,1209.4441451189616,2310.2384893471335,5394.8526041183995,1.6320933208920652
58.0,7104.597302340345,191.45686237379473,2047.3601103701649,460.38536893489726,1234.813824417198,2346.761417433794,5401.7238715373005,1.631116425995248
59.0,7142.7520051792635,191.81438061533885,2052.883022234594,467.05059332698045,1251.7320697673292,2343.2317141023204,5403.132807179204,1.6300030532478071
60.0,7184.736781109315,191.5461569948353,2051.907410204754,470.3759616042164,1238.270473368876,2357.0209375190307,5410.928648303163,1.6289592313646446
61.0,7352.021382317074,191.6497017856808,2052.9306580273606,483.016200945137,1229.8614620445287,2329.884649480438,5420.554875574533,1.6279548615270387
62.0,7534.764519595379,191.40467443459636,2047.6294716313153,481.0030808158011,1232.387208379887,2321.3836018412017,5424.439444146648,1.6268141376360492
63.0,7425.496057499302,191.91601350145217,2052.737141055806,486.8183247625565,1213.6614691771795,2343.506918788785,5402.768685255332,1.6257463525660798
64.0,7654.595579543968,192.0694939411331,2053.0797806758274,491.0500029711512,1215.593613608523,2365.6067574512626,5423.688388707877,1.624631885616492
65.0,7564.310347951618,191.9330738491711,2056.3570334189744,501.84495422086394,1207.0397619284813,2336.39692784054,5418.150367661913,1.6235680456729438
66.0,7674.198229905376,192.05747312489336,2058.83818480146,503.44719714874105,1200.5849776896318,2259.472660597872,5438.913579585695,1.6224172567338648
67.0,7627.435769821113,191.78811425486478,2058.161061491249,506.73034767638455,1190.437694060996,2192.8611273018005,5422.714031132183,1.6213166299928543
68.0,7513.702568718118,191.9558863282875,2047.258609228468,488.9967761816708,1183.1703469195268,2200.7833303709754,5405.654982534732,1.6202106075643097
69.0,7525.868269351609,191.95834824434334,2037.4340837887664,490.68225451605605,1185.5897990415751,2174.7448223522974,5410.612734392817,1.6191043698770797
70.0,7800.398763012826,191.96824967943923,2034.370045209781,501.6079489240946,1200.1449922733816,2174.157962724476,5439.876016633323,1.6180387264711942
