,nasdaq100,world_bond,us_bond,reits,emerg_equity,commodity,S&P500,Interest_rate
0.0,6292.201679421122,189.6442174683192,2044.2853541465709,380.90493094706017,1155.510681082713,2542.731253778592,5215.492609209367,1.6932946666736173
1.0,6135.439305975408,189.89668802917126,2058.78480302288,377.6476163578289,1170.0410297671392,2591.2503423347976,5206.634223629712,1.6923214483888052
2.0,6261.9644635655695,190.31500059245775,2062.0758495558352,381.8950059884969,1167.8773716397059,2633.769297994208,5215.099549551675,1.6910612604730335
3.0,6548.714117633363,190.32635623932262,2064.106973680265,386.6740583381088,1169.542691572131,2737.443840954222,5224.301613751108,1.690124409901149
4.0,6463.095986020984,190.34594433944648,2062.8561935322296,376.2067868952267,1160.6166241219807,2757.4497411813263,5216.910921543655,1.689174465907835
5.0,6610.147981812946,190.56670187687195,2067.5048817589136,378.5532207720325,1188.3003987327722,2852.299936806773,5218.597088968406,1.6880345264246348
6.0,6421.655462262548,190.67655236446367,2072.57859242,384.25342712664616,1154.1018356227694,2821.654655742877,5216.085840969439,1.6869730860143757
7.0,6361.959380177937,191.1716922912487,2072.568428452483,382.54564209639807,1139.2867163256694,2838.3109228660173,5208.889302898864,1.6857864328498549
8.0,6417.001954242844,191.3026890233251,2067.01138874518,382.5216775560191,1124.7213393434488,2797.7491810269908,5251.7220805276775,1.684792775142613
9.0,6396.689253477814,191.3043455774843,2069.278386128807,386.03878530184636,1122.0984221672331,2796.100217869524,5260.678973317093,1.6836330048555126
10.0,6502.294378513329,191.35889806464317,2066.998461031936,383.7254658360411,1117.984632901149,2793.825181089673,5288.648918592106,1.6825834462265137
11.0,6699.088582976475,191.14354874378347,2064.6711736509014,390.40496153880736,1129.9919578046774,2886.592184898867,5313.094995447928,1.6815489599850013
12.0,6761.132742273631,190.98684364575016,2067.0985036703287,378.850739537906,1143.4245983717014,2984.7440700482307,5321.120297110802,1.680415592401257
13.0,6811.11596269993,190.7325086935365,2063.3656017490753,376.8940103467283,1138.7681119007002,2950.337435276484,5317.134986274851,1.679474013908993
14.0,6615.87082577675,190.73192647549294,2060.827894239955,370.62266517874417,1126.4221263368486,2959.873263763439,5284.749635791514,1.6786534901339012
15.0,6580.610276125624,191.11818412824033,2063.2336837308935,364.5376753353226,1119.6109400466012,2975.6608897923534,5303.568103240667,1.6776727991335085
16.0,6884.613039046778,191.7307260435644,2073.1484671105004,375.5395352011724,1155.6051499018004,3052.3750098484998,5319.792431406519,1.6764514176627967
17.0,6954.474737158336,191.77540600587275,2071.6948951014065,379.9326914096511,1155.7227782345085,3078.033191127746,5315.463580114426,1.6754452762246546
18.0,6938.527908410323,191.7687225931739,2065.0378433774786,384.0276968903209,1170.5487798904915,3138.1562988856667,5335.360370928294,1.6744466414286947
19.0,6979.652132734318,191.89430309350513,2067.5447010788143,381.83992339682726,1187.517843077658,3177.1417315307826,5332.133636628632,1.673484603719537
