,nasdaq100,world_bond,us_bond,reits,emerg_equity,commodity,S&P500,Interest_rate
0.0,6350.821685814991,189.9922361130725,2055.2452548143247,382.6240409446898,1160.1435034768954,2608.6759590925894,5220.1974885914415,1.6932000550243553
1.0,6403.993170943042,190.21220669317697,2057.4553501587393,382.10668657206895,1174.0972295868423,2628.523299957912,5210.963742851028,1.6921370651738308
2.0,6779.814238155024,190.17574091057824,2050.081142222498,391.78868468693514,1168.3198078543353,2667.1357784172737,5250.541300798711,1.6911046204752118
3.0,6707.002247765503,190.33855144482686,2049.0416847485108,390.6333261321858,1166.8570483823119,2624.8818195270974,5247.003528574372,1.690088065463733
4.0,6907.312370127511,190.52682880097257,2048.0451554357132,388.9699685769975,1147.5624561844306,2624.1550624997435,5233.732496591749,1.688855701706016
5.0,7130.134647256295,190.97496175615902,2054.583583018557,402.3249784169748,1140.344282911428,2561.117722469021,5260.747216502548,1.6877173684771494
6.0,7070.018474523083,190.46884403680508,2047.5085091496699,404.8057396999454,1153.1355958565277,2569.877849828119,5245.043530492754,1.686753225856087
7.0,7012.467215533958,190.77232740186525,2048.3015027987453,408.7996908471232,1159.2322465729005,2552.0092247004195,5292.266348360993,1.6856082411152884
8.0,7314.738265240269,190.27620995852715,2047.3543412467895,416.86679617893253,1142.2504113103482,2501.678390640128,5297.6744473165245,1.6844768722543362
9.0,7171.887638888566,190.27927130935444,2044.8600496491886,424.68439077885097,1144.694436133648,2529.4760391808163,5273.491153059077,1.6834601481864615
10.0,7065.257895764854,190.66349978065375,2050.44189187485,424.0271525025776,1144.42307565725,2558.4822027937407,5281.026647576551,1.6825816395933315
11.0,7051.931389984076,190.45650015654377,2047.7639778256075,414.2053202480725,1168.1619710105706,2560.5295017633653,5250.912888180235,1.68156182395607
12.0,7539.116526303935,190.55015803463795,2053.626571049029,425.9305595517646,1186.7921951761307,2595.6499967482387,5294.898144636209,1.6806962733479778
13.0,7227.51366879915,190.73106431278623,2058.907390207316,418.6772210918666,1174.6825879748465,2515.3183158942174,5278.978513868199,1.6796123808285655
14.0,7248.391384989853,190.9509038693411,2062.5944635035667,412.361004072529,1189.6659329666102,2517.0016105001046,5243.637631823037,1.6786329421907207
15.0,7231.452751279962,191.17307671149953,2061.120563488712,402.9214962962926,1172.455794457111,2470.9157835829665,5262.083130870198,1.6775311751400843
16.0,7418.6122397351355,191.2130510123636,2063.069083221116,407.5737378921027,1169.7877586546485,2464.1603821889603,5288.658894335953,1.676602143275658
17.0,7156.472380591191,191.08760547186213,2064.544228202079,401.31114392269336,1153.3426180065535,2460.5632807141706,5242.163964648925,1.6757240235093744
18.0,7156.9179512133815,191.17859152141457,2064.071667656207,390.8713170769766,1135.91805796617,2439.685714984391,5231.144118211506,1.6746017828278192
19.0,7103.1416762329245,191.22789866388763,2068.216460229302,390.4149740261063,1142.3400518489082,2455.2481220419772,5270.901697973539,1.673512339126206
20.0,7354.283241427416,191.26787073296975,2065.5421782057792,396.02155940247275,1135.8980536782703,2427.326452090443,5294.3950885365375,1.672446633295331
21.0,7542.522522392568,191.66504594340893,2068.312434547354,397.8180226475141,1145.410099362637,2497.9973531731544,5306.38586267771,1.6713377878004951
22.0,7487.899339646459,191.69758431431063,2070.884607885053,403.08024131156463,1155.2118243805044,2516.919449841696,5310.417860175071,1.6703162977466215
23.0,7414.177658019417,191.76515936703916,2067.731967560942,402.1747416483176,1183.743984103653,2562.352166751457,5310.413239491184,1.669413999330503
24.0,7550.647850086315,191.66752620670252,2071.4172897431195,409.80822018539413,1206.306207282672,2659.3243730060217,5303.881511007235,1.66840207282806
25.0,7685.473569780504,192.0034502059297,2069.7758882156395,409.2967282985149,1204.124084012627,2650.8559175169426,5304.110880174143,1.6672835297836988
26.0,7861.964675002877,191.97705684072682,2072.5900874157305,407.1263238992182,1209.4240006903515,2604.0681346299048,5311.212020360757,1.6661848969498574
27.0,8039.460171835165,191.86200164482128,2066.2094597407695,404.7618990796109,1204.3996686939233,2617.2793012875386,5329.017660061276,1.6651986836026424
