,nasdaq100,world_bond,us_bond,reits,emerg_equity,commodity,S&P500,Interest_rate
0.0,6556.003362939819,189.51564578818093,2046.064514076875,402.3782996253562,1166.2415448897016,2534.4367380704252,5242.54491741975,1.6931682549216276
1.0,6595.326627357308,189.67056321371044,2047.1579637378493,395.7615152707446,1174.1169213302383,2599.464534335288,5229.104682028052,1.692361693216589
2.0,6687.1647707563025,189.93726006072168,2046.136681510151,402.00269899845364,1177.7113007493567,2628.5647828706824,5247.928750949392,1.691309174330379
3.0,6553.050698733942,190.63594284624781,2052.1770596576916,395.96043451720936,1161.721430823313,2674.8730631082167,5239.353568928292,1.6901164908094053
4.0,6847.745932141768,190.39688946412357,2053.003229015555,393.8899046970942,1166.22510575677,2619.3343272473653,5247.110707851143,1.6889193696123541
5.0,6890.444666568047,190.2369575822447,2057.573505358543,399.0547153904638,1185.17961146589,2589.717317549494,5232.1817455523515,1.6880511468307124
6.0,6984.131627793425,190.42567834171209,2059.7146738742563,401.13837336401866,1187.0970392436059,2579.4003983291045,5238.555288530317,1.6868383259692064
7.0,7048.901328864268,190.42058542685558,2063.9786034462563,412.58603102819393,1214.713584007544,2557.469100075811,5247.141301538982,1.6858860272386396
8.0,6977.685389952293,190.28828271604638,2053.066134113089,416.8845573692103,1237.765173548503,2551.5404300605264,5261.962402881141,1.6848723594444528
9.0,6720.497423914277,190.48350095646936,2057.6399970353855,421.8652667491086,1222.3255704628573,2555.682559329911,5265.307814390441,1.6838019836177567
10.0,6755.087090548362,190.56678508183066,2063.0800766129096,428.6533002398893,1218.9100321277117,2577.213320365553,5278.67662402047,1.6826486947432944
11.0,6765.468704529489,190.51064166616143,2059.7162989685166,435.3948968266483,1210.5846545718641,2620.8613295080254,5266.043339272934,1.681656259799947
12.0,6783.771532247846,190.90604322765503,2064.5443084888007,435.7574918400352,1214.5535450953037,2592.96923385187,5303.325421951099,1.680426543594508
13.0,6974.777837877492,190.70787577307317,2065.4196147487655,445.10919927939125,1184.563222769777,2549.229690528356,5314.163832185748,1.6792992292222155
14.0,7222.606157654404,190.59783417873155,2068.3211698153495,459.9790343958005,1171.4644147033964,2573.1289252746556,5344.015762666813,1.6783222910047302
15.0,7084.455990893159,190.51119980474925,2071.6429852695533,453.3689576414545,1188.8237424450458,2608.4046659456185,5287.115592894092,1.6774615254165106
16.0,7133.240877071874,190.75223046829743,2068.5225565009714,461.4002304116863,1194.3633565460102,2626.5982943811046,5300.725706131513,1.6765495462570403
17.0,7229.5848528665765,190.94157314133935,2068.8299121241853,453.6737407598053,1195.7633795982645,2615.723798775562,5320.990164480514,1.6755413389055378
18.0,7253.273131185426,190.56328162572726,2071.7545362846677,457.2109817802818,1199.3859774364234,2643.52770775775,5318.434311453971,1.6744716541398894
19.0,7478.312753687808,190.4885809700289,2074.202370534652,454.1648124233389,1222.419570635582,2624.3626368393807,5335.57884747235,1.6735256642791176
20.0,7771.380816233431,190.71878983907882,2072.3231742984512,454.70262636889436,1247.65512694309,2652.3741229553643,5358.92183111202,1.6723872136146485
21.0,8121.09729330947,190.51214773413784,2068.9499900590363,462.25448256101834,1243.7343623173172,2651.04754456055,5413.033464981702,1.671276220663125
22.0,8455.417100758086,190.543664787828,2063.9548648910345,474.41339343952984,1262.9209982107407,2628.472037425255,5442.633173395574,1.6702366381118832
23.0,8819.589685850835,190.3991074942774,2057.8370782422985,484.57467806277384,1254.8161353226808,2601.9004853292295,5460.380296612221,1.6691165330262485
24.0,8708.964782232457,190.5379079242684,2060.221003422528,471.3699570878096,1230.9131747817657,2524.9940504597917,5440.2106053605585,1.6678993564448088
25.0,8354.453113018992,190.4058217423652,2050.968070260755,448.8127688368709,1225.9104308586207,2530.91738678969,5409.448191025944,1.6669060676163352
26.0,8962.356946383186,189.96544073697754,2049.4664820064186,467.82820546989836,1226.3452009591194,2549.8094873647933,5448.206597506907,1.6658271140882968
27.0,8679.769377705528,190.2337142050604,2047.321472702008,466.35174345848316,1201.8613409040302,2549.4829212991353,5404.738731869952,1.6647850544173464
28.0,8378.27118661654,190.43345131858575,2045.6055844185616,465.62942863850583,1203.6788307198174,2555.0167122471644,5369.9232348124815,1.6636857721326788
29.0,8247.572382417879,190.12515004448835,2039.4097558999258,465.4102275501118,1181.3483359639367,2526.5396682342343,5376.507134820912,1.6626569389515211
30.0,8429.126629022858,190.2554091771727,2046.1339938080337,461.20069322447506,1212.0112134894543,2501.255281057377,5382.3559333326575,1.6616673349836524
31.0,8304.63419948135,189.9965522578641,2046.2382959021322,450.31715264518004,1196.9230735169112,2478.1905481633207,5392.395640265927,1.6606340572857519
32.0,8139.717873617819,190.0489228134524,2042.414217931465,447.8495478092034,1181.1071854100178,2428.0025864647055,5364.282453350425,1.6596181064524262
33.0,8478.953491332159,190.45962712718398,2044.5136923020798,451.7422454928906,1198.788419503116,2464.104008500133,5402.226703561038,1.6585421441316723
34.0,8360.963627521467,190.6276733337524,2046.1797530341162,444.0080308635616,1216.6758647020272,2470.4852475251123,5398.659723097266,1.657555285090528
35.0,8111.0499130628805,190.68339518623117,2047.649898958853,434.47279267298103,1213.6617790017283,2465.3647462852123,5380.899523164489,1.6566161360865816
36.0,8067.742340405833,190.56008165049047,2045.6043189710078,432.4740124881207,1219.0738250281508,2413.5867853551786,5376.540706510336,1.6554889139300815
37.0,8071.857813556816,190.46284793330452,2044.2439042711248,421.7163098528305,1214.455890423849,2488.9842553200947,5355.558247970839,1.654443144539715
38.0,8225.238047756588,190.52935102989352,2042.4233455483622,423.1543750569988,1236.456792645385,2497.913795520908,5341.508959285873,1.6535379286195562
39.0,8391.1809913923,190.1210767698967,2040.4792483892334,431.9520033578847,1250.5058748303334,2503.740399629269,5358.77481999887,1.6523825010361
40.0,8008.500138094654,190.29285391106632,2050.9599033700338,427.0593029155795,1269.1762037342073,2557.975401013702,5364.193044685362,1.6512016137998964
41.0,7999.369148137786,190.41430114310876,2051.0537910873854,432.2764495358904,1280.9970522397164,2616.645374141982,5367.3812495880675,1.6500174580642757
42.0,8113.072006409527,190.78890760168093,2051.8848387758994,436.5577954348589,1282.3051549307816,2623.457188938536,5402.446377315911,1.6491085272619312
43.0,8344.631517430795,190.55736207009116,2052.43895280813,451.5956541356619,1291.7372975194962,2635.292488129778,5410.71674808191,1.6481229136120261
44.0,8653.877566416533,190.6994913727244,2045.128558019227,447.335318594121,1316.943333068962,2667.755363784382,5425.732554068686,1.6469962232672806
45.0,8686.78591984616,190.52678941793081,2044.058340517564,453.01156969904827,1313.972842405093,2665.0622258200715,5395.244276390692,1.645976772406089
