Date,Close,Volume
8/3/2001,1076.81,2739723776
8/6/2001,1068.05,2071136000
8/7/2001,1070.44,2823365888
8/8/2001,1055.55,3199530752
8/9/2001,1050.24,3205644288
8/10/2001,1053.9,2880693504
8/13/2001,1054.73,2335911680
8/14/2001,1059.3,2798742016
8/15/2001,1059.08,2486507264
8/16/2001,1055.82,3327247104
8/17/2001,1041.46,3262134016
8/20/2001,1042.75,2447107584
8/21/2001,1040.49,2667182592
8/22/2001,1047.2,3384800512
8/23/2001,1042.02,2986165504
8/24/2001,1057.95,3010293504
8/27/2001,1055.32,1658841216
8/28/2001,1041.83,2913146368
8/29/2001,1033.2,2975341568
8/30/2001,1014.6,3967577344
8/31/2001,1016.73,3623127552
9/3/2001,1009.94,1797676416
9/4/2001,1012.49,4265051392
9/5/2001,1004.78,4653768704
9/6/2001,985.59,4876677120
9/7/2001,971.41,4523117056
9/10/2001,968.08,4060798208
9/11/2001,953.55,3759816960
9/12/2001,949.19,3302382848
9/13/2001,954.49,2751175936
9/14/2001,946.33,3127558912
9/17/2001,921.02,5204478464
9/18/2001,917.06,4773410816
9/19/2001,907.64,5733735936
9/20/2001,879.46,6081773568
9/21/2001,856.6,7643184640
9/24/2001,888.68,4510428672
9/25/2001,899.19,5195737600
9/26/2001,898.61,4863524864
9/27/2001,906.52,4626629120
9/28/2001,926.02,4832567808
10/1/2001,921.98,3477492992
10/2/2001,932.32,3866322176
10/3/2001,942.58,4741176832
10/4/2001,951.37,5298048512
10/5/2001,952.51,4435815424
10/8/2001,948.19,3057670400
10/9/2001,941.8,3805458688
10/10/2001,957.24,4140795392
10/11/2001,969.01,5299981312
10/12/2001,968.05,4501887488
10/15/2001,960.87,3094967552
10/16/2001,968.14,3718382080
10/17/2001,965.27,4980433920
10/18/2001,953.15,3895025408
10/19/2001,949.26,3653731072
10/22/2001,959.57,2878152960
10/23/2001,964.73,4224885248
10/24/2001,966.67,4465247232
10/25/2001,969.86,4313881088
10/26/2001,976.42,4247458816
10/29/2001,959.09,3046427136
10/30/2001,943.17,3927570688
10/31/2001,943.2,3860047616
11/1/2001,959.32,3189594624
11/2/2001,960.79,3306542336
11/5/2001,973.13,3320375552
11/6/2001,983.04,4264606464
11/7/2001,981.88,4068622080
11/8/2001,988.74,4840227840
11/9/2001,986.33,3550647296
11/12/2001,977.82,3315624960
11/13/2001,991.42,4137820416
11/14/2001,993.92,4889978368
11/15/2001,997,5416837632
11/16/2001,998.96,4775375872
11/19/2001,1008.05,4041901824
11/20/2001,1001.17,4476247040
11/21/2001,995.57,3865974784
11/22/2001,998.83,2014123648
11/23/2001,1002.48,2231362560
11/26/2001,1008.55,3475380992
11/27/2001,1001.75,4072796416
11/28/2001,987.21,3845244928
11/29/2001,992.73,3911385856
11/30/2001,997.93,4030322688
12/3/2001,987.28,3137248512
12/4/2001,998.67,3920263168
12/5/2001,1021.41,5414328320
12/6/2001,1022.87,4783915520
12/7/2001,1013.71,3804422400
12/10/2001,996.58,3374596608
12/11/2001,994.3,3981940736
12/12/2001,996.17,4117552384
12/13/2001,980.22,4385977344
12/14/2001,979.91,4156338688
12/17/2001,991.78,3349668096
12/18/2001,995.93,3874616832
12/19/2001,996.09,3949751296
12/20/2001,989.63,3849846528
12/21/2001,992.43,4349553664
12/24/2001,990,579505152
12/25/2001,989.67,259601232
12/26/2001,991.83,870519936
12/27/2001,1003.83,1758833024
12/28/2001,1007.97,1860211968
12/31/2001,1003.52,1342116352
1/1/2002,1003.52,
1/2/2002,1006.93,2702704384
1/3/2002,1017.72,3906955008
1/4/2002,1023.49,4632087040
1/7/2002,1016.52,4710836224
1/8/2002,1008.68,5063319552
1/9/2002,1004.58,5576333824
1/10/2002,1001.98,5848577536
1/11/2002,997.01,4923437056
1/14/2002,988.18,3983470592
1/15/2002,992.22,5254515200
1/16/2002,977.39,5213943296
1/17/2002,985.3,4955658240
1/18/2002,980.08,4918872064
1/21/2002,978.57,2418568448
1/22/2002,971.61,5040623104
1/23/2002,977.35,5246765568
1/24/2002,982.12,5693831680
1/25/2002,978.14,5270584320
1/28/2002,980.64,4290609664
1/29/2002,959.17,5720628736
1/30/2002,959.97,6105747968
1/31/2002,972.42,5079149568
2/1/2002,967.44,4881379328
2/4/2002,951.28,4681143808
2/5/2002,943.32,6362347520
2/6/2002,937.04,6122734080
2/7/2002,939.36,5770037248
2/8/2002,949.11,5228417024
2/11/2002,962.11,3757882112
2/12/2002,961.07,4591961088
2/13/2002,968.04,4961076224
2/14/2002,970.53,5392590848
2/15/2002,961.94,5105186304
2/18/2002,959.57,2231179776
2/19/2002,942.28,5024444416
2/20/2002,946.23,5629338624
2/21/2002,942.52,5292176384
2/22/2002,946.27,5410262528
2/25/2002,957.99,4640685056
2/26/2002,958.54,5387461632
2/27/2002,963.41,6066104832
2/28/2002,962.73,5998876672
3/1/2002,980.73,5417636352
3/4/2002,1005.09,6866218496
3/5/2002,999.79,6487130112
3/6/2002,1011.18,5805485568
3/7/2002,1016.82,6492244480
3/8/2002,1020.41,6542380032
3/11/2002,1022.27,4819658240
3/12/2002,1014.24,5237485568
3/13/2002,1006.79,5150130176
3/14/2002,1009.97,4603845120
3/15/2002,1020.33,5710690304
3/18/2002,1018.9,4573362176
3/19/2002,1024.42,4970504704
3/20/2002,1011.37,5112698880
3/21/2002,1010.18,4428717568
3/22/2002,1006.18,5527502848
3/25/2002,994.06,4554272768
3/26/2002,996.77,5404208128
3/27/2002,999.95,5045835776
3/28/2002,1005.52,4580658688
3/29/2002,1003.6,343278592
4/1/2002,1005.05,1763799296
4/2/2002,999.75,4824841216
4/3/2002,994.95,4763933696
4/4/2002,993.6,5280980992
4/5/2002,990.93,4354926592
4/8/2002,986.18,4691637248
4/9/2002,981.7,5104562176
4/10/2002,991.98,5495428096
4/11/2002,973.53,5945553408
4/12/2002,976.24,5144923648
4/15/2002,975.6,4108591872
4/16/2002,995.6,5244801536
4/17/2002,998.04,5803839488
4/18/2002,997.13,5216482816
4/19/2002,996.91,5313695744
4/22/2002,986.97,5098060288
4/23/2002,982.32,6096902144
4/24/2002,978.13,5788608512
4/25/2002,977.54,6321334272
4/26/2002,967.58,5537208832
4/29/2002,961.35,4284313600
4/30/2002,968.25,5566815232
5/1/2002,975.2,3985242880
5/2/2002,972.5,6113827328
5/3/2002,968.42,6121617408
5/6/2002,957.17,2798455552
5/7/2002,949.59,6220482048
5/8/2002,975.92,6099963904
5/9/2002,967.25,5176418816
5/10/2002,956.61,4985279488
5/13/2002,967.7,4638690304
5/14/2002,979.06,6271391744
5/15/2002,982.05,6846174208
5/16/2002,986.61,5414950400
5/17/2002,994.87,5357485568
5/20/2002,986.32,3939479296
5/21/2002,979.27,5123264000
5/22/2002,981.83,5592610304
5/23/2002,986.02,5426881536
5/24/2002,980.38,4302913024
5/27/2002,979.13,2575889920
5/28/2002,974.79,4844238848
5/29/2002,970.51,4873743872
5/30/2002,967.19,5226509824
5/31/2002,967.85,6132889088
6/3/2002,953.86,3371197440
6/4/2002,948.83,3969123584
6/5/2002,948.98,4988244480
6/6/2002,938.78,5928273408
6/7/2002,933.08,6217378304
6/10/2002,934.33,4105671424
6/11/2002,926.64,5320899584
6/12/2002,924.73,5848551936
6/13/2002,914.73,5366151168
6/14/2002,905.7,7439209984
6/17/2002,925.84,5058766848
6/18/2002,927.55,5229952000
6/19/2002,913.96,5757494272
6/20/2002,904.24,6148120064
6/21/2002,894.9,6668159488
6/24/2002,893.16,6006658048
6/25/2002,888.54,6132957696
6/26/2002,884.67,7442119680
6/27/2002,895.86,6588711936
6/28/2002,907.81,6958797312
7/1/2002,896.83,6397834752
7/2/2002,877.57,6702513152
7/3/2002,873.24,7532684288
7/4/2002,877.16,3369202432
7/5/2002,905.02,4620177920
7/8/2002,901.81,4699867648
7/9/2002,889.66,5354196480
7/10/2002,862.32,5861622272
7/11/2002,855.42,6723343360
7/12/2002,853.37,6002562048
7/15/2002,841.38,6098491392
7/16/2002,832.66,7556955648
7/17/2002,842.75,8186809856
7/18/2002,835.13,6812954624
7/19/2002,806.14,6757836800
7/22/2002,776.93,6252132352
7/23/2002,756.7,7114234368
7/24/2002,776.16,8426507776
7/25/2002,782.04,8340166656
7/26/2002,785.78,6436685824
7/29/2002,821.13,5970867200
7/30/2002,826.75,6067224576
7/31/2002,830.55,6669248000
8/1/2002,806.19,5639327744
8/2/2002,795.79,5298011648
8/5/2002,772.99,4559614464
8/6/2002,787.16,5999954432
8/7/2002,798.21,5520654848
8/8/2002,821.49,5557257216
8/9/2002,829.45,4936450048
8/12/2002,822.06,3492360960
8/13/2002,813.78,5078496768
8/14/2002,829.6,4974617088
8/15/2002,841.1,5037422080
8/16/2002,842.66,4755684864
8/19/2002,857.05,4748311040
8/20/2002,846.35,5112213504
8/21/2002,856.63,5722464768
8/22/2002,867.21,5516260864
8/23/2002,852.46,4433755648
8/26/2002,855.86,2936106240
8/27/2002,854.38,4704197632
8/28/2002,835.09,5177632256
8/29/2002,830.35,5061524992
8/30/2002,830.58,4477958144
9/2/2002,826.63,2054200192
9/3/2002,797.9,5450642944
9/4/2002,803.93,5550100992
9/5/2002,795.96,5733411840
9/6/2002,808.07,4978220032
9/9/2002,809.93,4047050752
9/10/2002,817.33,4626809856
9/11/2002,821.57,4003660288
9/12/2002,802.64,4972349952
9/13/2002,798.17,5972974592
9/16/2002,796.25,3602094592
9/17/2002,786.27,5717784576
9/18/2002,777.5,5941890560
9/19/2002,762.39,6611565056
9/20/2002,760.8,9556086784
9/23/2002,747.05,4778912768
9/24/2002,734.83,6828252672
9/25/2002,747.11,6639415296
9/26/2002,765.11,6483958784
9/27/2002,752.08,6193300480
9/30/2002,738.18,6809594880
10/1/2002,755.63,5966134272
10/2/2002,750.19,6768324608
10/3/2002,742.2,6471771136
10/4/2002,727.58,6282957824
10/7/2002,713.6,5405447680
10/8/2002,716.1,6403020800
10/9/2002,703.7,6538396160
10/10/2002,721.46,7038489600
10/11/2002,749.32,6959060480
10/14/2002,750.74,3913024768
10/15/2002,786.11,7208734720
10/16/2002,772.04,6970969088
10/17/2002,787.78,7746018816
10/18/2002,789.83,6983515648
10/21/2002,798.06,5557165056
10/22/2002,789.69,6454700032
10/23/2002,786.76,6349731840
10/24/2002,784.44,6594057216
10/25/2002,792.81,5357086720
10/28/2002,793.43,5297075200
10/29/2002,779.68,6002541568
10/30/2002,789.86,5432901120
10/31/2002,791.88,6158610944
11/1/2002,798.85,5544760832
11/4/2002,811.19,6301839872
11/5/2002,818.88,7407086592
11/6/2002,820.11,7225374720
11/7/2002,807.16,6374360576
11/8/2002,800.4,6271097856
11/11/2002,786.38,4794976256
11/12/2002,792.9,6510377984
11/13/2002,789.43,6490216960
11/14/2002,803.13,7339990528
11/15/2002,809.75,6395376128
11/18/2002,806.08,5491581952
11/19/2002,803.05,5687527936
11/20/2002,810.48,5853105152
11/21/2002,829.28,8155660288
11/22/2002,828.58,7043314688
11/25/2002,827.99,6285552640
11/26/2002,812.62,6893223424
11/27/2002,830.53,6356266496
11/28/2002,835.54,4570828288
11/29/2002,833.47,5909733376
12/2/2002,831.76,6255459840
12/3/2002,820,5967494656
12/4/2002,815.67,6492935168
12/5/2002,806.44,5852876288
12/6/2002,810.42,5024965120
12/9/2002,794.43,5194615296
12/10/2002,801.91,6002403840
12/11/2002,804.15,5654621184
12/12/2002,801.18,5347595264
12/13/2002,793.31,5505828864
12/16/2002,809.05,4719923200
12/17/2002,804.57,5396815360
12/18/2002,791.59,5554333184
12/19/2002,787.86,5823790592
12/20/2002,796.21,6315083264
12/23/2002,798.34,2774827008
12/24/2002,797.34,1366131456
12/25/2002,797.1,331149760
12/26/2002,797,1077806080
12/27/2002,784.06,2159613952
12/30/2002,789.43,2602495744
12/31/2002,792.21,1537228672
1/1/2003,792.21,4357596
1/2/2003,811.36,3242360064
1/3/2003,813.91,3494495488
1/6/2003,829.41,4015654912
1/7/2003,822.02,5638371328
1/8/2003,809.47,5297951232
1/9/2003,822.24,5643508736
1/10/2003,824.47,5963092992
1/13/2003,824.67,5177970176
1/14/2003,830.67,5803436032
1/15/2003,821.25,6007937536
1/16/2003,818.89,5551379968
1/17/2003,808.77,5798217216
1/20/2003,804.79,3386589184
1/21/2003,795.88,5572707328
1/22/2003,786.96,6332655616
1/23/2003,792.89,6710836736
1/24/2003,777.97,6568928768
1/27/2003,761.21,6008425984
1/28/2003,766.4,6497400320
1/29/2003,769.99,7082429952
1/30/2003,762.44,6177185280
1/31/2003,767.48,5982761472
2/3/2003,774.55,5397780992
2/4/2003,764.51,5824177664
2/5/2003,765.28,5527182848
2/6/2003,756.98,6499562496
2/7/2003,750.08,5132836352
2/10/2003,750.65,4435579904
2/11/2003,750.68,4539824128
2/12/2003,742.73,5000997376
2/13/2003,742.42,5826158080
2/14/2003,754.25,5888524288
2/17/2003,758.1,3171032576
2/18/2003,768.08,5237040128
2/19/2003,761.16,5263953920
2/20/2003,757.09,5291391488
2/21/2003,763.52,4912295424
2/24/2003,753.14,4336536064
2/25/2003,747.71,5945091584
2/26/2003,741.42,5543107584
2/27/2003,746.79,6314775040
2/28/2003,752.86,5610036736
3/3/2003,752.71,4721288192
3/4/2003,742.54,4936268288
3/5/2003,745.77,5518686208
3/6/2003,739.08,5154513920
3/7/2003,737.98,5557701120
3/10/2003,721.25,4623836160
3/11/2003,716.18,6417864704
3/12/2003,710.79,7066620928
3/13/2003,732.31,7243340800
3/14/2003,740.35,7995218432
3/17/2003,760.21,6070197760
3/18/2003,762.88,8090793472
3/19/2003,768.82,6938938368
3/20/2003,770.8,6037539840
3/21/2003,785.87,6349003776
3/24/2003,764.79,5226680832
3/25/2003,771.8,5779052032
3/26/2003,770.1,5279243264
3/27/2003,766.6,5112530944
3/28/2003,762.95,4770045952
3/31/2003,748.63,5697303552
4/1/2003,756.64,5348303360
4/2/2003,773.24,6106606080
4/3/2003,771.6,5934707200
4/4/2003,774.86,5349302784
4/7/2003,782.85,6317044224
4/8/2003,778.79,5649122816
4/9/2003,771.81,5701945344
4/10/2003,772.94,5153360384
4/11/2003,770.3,5211081728
4/14/2003,781.18,4422487552
4/15/2003,789.09,5653889536
4/16/2003,782.68,6366253568
4/17/2003,792.66,4701440512
4/18/2003,792.77,441163072
4/21/2003,790.63,1593436544
4/22/2003,803.89,4352777728
4/23/2003,810.8,6075961344
4/24/2003,805.3,5785529344
4/25/2003,794.41,4642490368
4/28/2003,806.67,4779806720
4/29/2003,808.14,6946230784
4/30/2003,813.3,6369265664
5/1/2003,814.95,3044090624
5/2/2003,822.5,5363305472
5/5/2003,824.16,3383938048
5/6/2003,834.83,6255635456
5/7/2003,830.66,6626824192
5/8/2003,821.62,5947635712
5/9/2003,831.39,5305715712
5/12/2003,839.97,4978845696
5/13/2003,838.57,5389415424
5/14/2003,838.03,5482744832
5/15/2003,843.04,5549588480
5/16/2003,844.29,5882641408
5/19/2003,826.25,5078289408
5/20/2003,826.13,6073854464
5/21/2003,826.24,5681205248
5/22/2003,834.24,5611704832
5/23/2003,836.94,5273537536
5/26/2003,837.79,1654780160
5/27/2003,847.74,5493293568
5/28/2003,850.66,6054661632
5/29/2003,852.53,5642961920
5/30/2003,857.65,7127961088
6/2/2003,865.51,5923712000
6/3/2003,865.87,5805338112
6/4/2003,875.96,6296541184
6/5/2003,881.73,6985517056
6/6/2003,883.29,7892773888
6/9/2003,875.65,4813816320
6/10/2003,879.57,6556530176
6/11/2003,892.27,7421753856
6/12/2003,894.31,7438450176
6/13/2003,887.46,6066729984
6/16/2003,903.27,5428583424
6/17/2003,907.26,7135959552
6/18/2003,905.35,6737854976
6/19/2003,893.21,6050223104
6/20/2003,894.19,6307539968
6/23/2003,880.92,5510197760
6/24/2003,877.85,6046912512
6/25/2003,876.46,6461063168
6/26/2003,877.82,5461793792
6/27/2003,874.18,5311198208
6/30/2003,871.07,5634637312
7/1/2003,874.43,6250937856
7/2/2003,886.36,6563317760
7/3/2003,885.82,6141357056
7/4/2003,883.66,2836184832
7/7/2003,897.99,5766917120
7/8/2003,898.61,7076263424
7/9/2003,894.79,6044440576
7/10/2003,884.99,5531025920
7/11/2003,889.53,4956489728
7/14/2003,897.45,5068407808
7/15/2003,892.5,6299380224
7/16/2003,886.41,6650458624
7/17/2003,874.81,6521863680
7/18/2003,881.67,6884850176
7/21/2003,874.57,4406930944
7/22/2003,880.35,5444143616
7/23/2003,884,5657997824
7/24/2003,885.98,5768593408
7/25/2003,894.61,4843334656
7/28/2003,896.44,4732016640
7/29/2003,891.69,5674200576
7/30/2003,886.78,4921505792
7/31/2003,887.78,6332448768
8/1/2003,880.79,5366621184
8/4/2003,880.93,5087361536
8/5/2003,872.99,5355600896
8/6/2003,869.98,5943044608
8/7/2003,875.53,5706056704
8/8/2003,878.4,5194850304
8/11/2003,882.79,4391171072
8/12/2003,889.21,4566824960
8/13/2003,887.78,5379084800
8/14/2003,894.79,5627929088
8/15/2003,895.26,3927024640
8/18/2003,901.28,4662491136
8/19/2003,902.64,6251213824
8/20/2003,903.24,5641030144
8/21/2003,904.56,6064656384
8/22/2003,897.74,5849305600
8/25/2003,896.49,2871175168
8/26/2003,895.16,5498934784
8/27/2003,897.03,5335854592
8/28/2003,901.24,5556571648
8/29/2003,905.32,5927424000
9/1/2003,910.64,4286958592
9/2/2003,916.59,6428848128
9/3/2003,922.91,7558329344
9/4/2003,924.45,6833355264
9/5/2003,922.87,6230299648
9/8/2003,931.58,5471737856
9/9/2003,927.77,6577891840
9/10/2003,918.01,6666174464
9/11/2003,919.34,5848985600
9/12/2003,922.99,6044939264
9/15/2003,921.6,4437847552
9/16/2003,931.85,6052618240
9/17/2003,933.32,7130356736
9/18/2003,944.1,6738384384
9/19/2003,942.48,7992189440
9/22/2003,932.75,6365726720
9/23/2003,935.67,5790138368
9/24/2003,925.68,7393750016
9/25/2003,918.89,7274960896
9/26/2003,912.19,6500883456
9/29/2003,916.9,5334608384
9/30/2003,909.64,6682381312
10/1/2003,928.39,6838297088
10/2/2003,933.33,7147411456
10/3/2003,944.23,7227013632
10/6/2003,946.83,5466497024
10/7/2003,951.58,6068828160
10/8/2003,947.36,6631122944
10/9/2003,953.81,6353420800
10/10/2003,956.27,6000291328
10/13/2003,961.55,4348485632
10/14/2003,964.3,6320864768
10/15/2003,963.25,7772334592
10/16/2003,967.05,7029053440
10/17/2003,959.43,6362914816
10/20/2003,963.09,5371322368
10/21/2003,965.06,6310382080
10/22/2003,953.54,6955921920
10/23/2003,947.08,7134315520
10/24/2003,946.11,5244773888
10/27/2003,949.99,4752165888
10/28/2003,960.51,5773921280
10/29/2003,963.82,6069016064
10/30/2003,964.59,7481400320
10/31/2003,962.71,5956861952
11/3/2003,966.84,4846568448
11/4/2003,967.23,6091313664
11/5/2003,964.09,6283168256
11/6/2003,964.5,6352940032
11/7/2003,967.33,6474102784
11/10/2003,962.82,4552053760
11/11/2003,958.32,5641868288
11/12/2003,968.24,6084884992
11/13/2003,972.73,6349367808
11/14/2003,970.02,5975995392
11/17/2003,957.91,5608423424
11/18/2003,956.49,7272654336
11/19/2003,957.42,6880324608
11/20/2003,954.12,6684655616
11/21/2003,955.98,5363140096
11/24/2003,965.54,4982437376
11/25/2003,968.17,6274648576
11/26/2003,974.72,5774055936
11/27/2003,975.7,3048117504
11/28/2003,976.02,4609393664
12/1/2003,988.27,5497434624
12/2/2003,989.35,6161328640
12/3/2003,990.53,6905098240
12/4/2003,992.25,5965841920
12/5/2003,987.82,5064436736
12/8/2003,990.69,4243386624
12/9/2003,987.48,6059311616
12/10/2003,983.09,6200285184
12/11/2003,989.47,6024992768
12/12/2003,995.22,5709670400
12/15/2003,995.88,5520061952
12/16/2003,997.06,7232977408
12/17/2003,997.98,6110888960
12/18/2003,1007.17,6202537984
12/19/2003,1008.52,6935678464
12/22/2003,1012.46,4537635840
12/23/2003,1015.89,3477748224
12/24/2003,1016.7,1569225984
12/25/2003,1016.74,450820064
12/26/2003,1018.31,797559360
12/29/2003,1028.18,2941302528
12/30/2003,1032.26,3237667840
12/31/2003,1036.32,1444082304
1/1/2004,1036.32,
1/2/2004,1038.06,2757328128
1/5/2004,1051.89,5302025728
1/6/2004,1054.33,5829104640
1/7/2004,1052.09,8022761984
1/8/2004,1059.44,8697767936
1/9/2004,1056.78,8282586624
1/12/2004,1058.01,5629087744
1/13/2004,1054.6,7409168384
1/14/2004,1059.7,7170694144
1/15/2004,1056.72,7406844928
1/16/2004,1059.63,7297619456
1/19/2004,1060.77,4709055488
1/20/2004,1065,7094841344
1/21/2004,1072.51,7260275200
1/22/2004,1073.71,6649170432
1/23/2004,1071.69,6278778880
1/26/2004,1073.84,5731602944
1/27/2004,1069.61,7578671616
1/28/2004,1061.35,7241515520
1/29/2004,1053.87,6969309184
1/30/2004,1052.29,7255773696
2/2/2004,1055.64,6614243840
2/3/2004,1057.78,6620653056
2/4/2004,1048.38,6649044992
2/5/2004,1051.36,7170893824
2/6/2004,1064.2,7211841536
2/9/2004,1066,6365950976
2/10/2004,1069.77,6490602496
2/11/2004,1076.26,6453650944
2/12/2004,1078.05,7538166272
2/13/2004,1074.32,6625064448
2/16/2004,1075.35,3949100544
2/17/2004,1085.8,8020830208
2/18/2004,1082.28,7047289344
2/19/2004,1079.22,6849163776
2/20/2004,1070.73,6214127104
2/23/2004,1070.41,5717071872
2/24/2004,1067.68,6661687808
2/25/2004,1067.52,5862747648
2/26/2004,1066.04,5622733312
2/27/2004,1068.65,6886982656
3/1/2004,1081.08,6177683968
3/2/2004,1074.82,6632998400
3/3/2004,1069.36,7073868288
3/4/2004,1074.16,6750214656
3/5/2004,1082.16,6955249152
3/8/2004,1075.52,5767291904
3/9/2004,1071.22,6418528768
3/10/2004,1055.03,7322329088
3/11/2004,1037.08,9726423040
3/12/2004,1041.93,8081553408
3/15/2004,1030.14,6622492672
3/16/2004,1039.73,6796333568
3/17/2004,1049.56,6554196480
3/18/2004,1050.84,7013436928
3/19/2004,1043.96,6945156608
3/22/2004,1030.27,6766752256
3/23/2004,1028.75,6405516288
