Date,Close,Volume,SMAVG (15)
12/29/2017,1126.98206,363306464,426248160
12/28/2017,1132.27197,233335904,428091456
12/27/2017,1129.94299,263221696,438472704
12/26/2017,1130.12305,242415488,451779520
12/22/2017,1129.87097,323065536,469321984
12/21/2017,1129.86902,417965056,480855808
12/20/2017,1124.104,417527232,503747168
12/19/2017,1123.99097,445971456,506310528
12/18/2017,1127.78198,489719392,503055968
12/15/2017,1121.63501,1245970048,494035776
12/14/2017,1112.22498,396427264,420762304
12/13/2017,1118.43896,408639904,414870400
12/12/2017,1121.12195,412282880,412442720
12/11/2017,1117.50305,375432960,408049792
12/8/2017,1114.97498,358441344,411639808
12/7/2017,1108.41797,390955488,412309888
12/6/2017,1106.73206,389054944,412627392
12/5/2017,1109.72095,462823904,414068096
12/4/2017,1116.40698,505552160,408575168
12/1/2017,1109.73303,496072896,400395808
11/30/2017,1110.20203,761335488,393523616
11/29/2017,1102.71301,455977824,367501312
11/28/2017,1093.32996,397153184,363215584
11/27/2017,1077.50403,354416160,363383008
11/24/2017,1079.18701,146868032,363358528
11/22/2017,1078.69299,308048704,381548960
11/21/2017,1079.521,372224640,387030368
11/20/2017,1075.32104,346389344,392265152
11/17/2017,1073.70496,429283232,396392160
11/16/2017,1075.01904,368492128,396863296
11/15/2017,1067.46497,395718432,398306496
11/14/2017,1071.48596,410665376,401209408
11/13/2017,1074.328,380429696,398423200
11/10/2017,1073.38525,382862208,398734496
11/9/2017,1075.04004,392989888,404361216
11/8/2017,1077.38049,371000640,401459872
11/7/2017,1077.63403,391692128,397949120
11/6/2017,1079.58997,399664352,393979488
11/3/2017,1079.95264,354049024,388842880
11/2/2017,1080.76404,419724512,390235136
11/1/2017,1080.40198,390270080,389902784
10/31/2017,1077.13501,450746080,388484640
10/30/2017,1076.06494,408294816,380158208
10/27/2017,1081.56604,436350208,372716736
10/26/2017,1082.93896,390140000,366079840
10/25/2017,1080.43005,439262112,362233344
10/24/2017,1086.44202,368872352,354670368
10/23/2017,1083.86499,385098976,351445760
10/20/2017,1086.19104,467263104,349586720
10/19/2017,1078.79395,349469920,344472000
10/18/2017,1076.73596,318339296,344761728
10/17/2017,1075.44202,332147392,349233472
10/16/2017,1076.19495,322615264,349492224
10/13/2017,1074.16602,374932864,354210592
10/12/2017,1074.27197,414739328,351512096
10/11/2017,1078.57996,368997792,345663328
10/10/2017,1078.59802,325849696,346848416
10/9/2017,1074.04199,296672544,349769824
10/6/2017,1077.88501,336796768,354807008
10/5/2017,1081.12195,332442752,403719776
10/4/2017,1076.08899,325817600,407757760
10/3/2017,1075.06104,320503104,410670080
10/2/2017,1072.66699,357213472,413345632
9/29/2017,1066.45801,390542432,414560928
9/28/2017,1064.19299,353815680,413013920
9/27/2017,1063.026,385415200,414876384
9/26/2017,1060.22498,336029056,416581792
9/25/2017,1061.30505,393390816,421946496
9/22/2017,1058.27002,334455360,415702560
9/21/2017,1057.172,327007872,425283552
9/20/2017,1058.83606,386773824,422901888
9/19/2017,1056.77795,369670816,417113120
9/18/2017,1054.896,372230208,413266688
9/15/2017,1051.526,1070488512,409991776
9/14/2017,1048.66296,393012352,362124480
9/13/2017,1049.104,369502560,357377440
9/12/2017,1047.06995,360636512,353886080
9/11/2017,1041.24805,375442528,352349088
9/8/2017,1028.57202,367337280,357025664
9/7/2017,1027.64001,381752864,358304288
9/6/2017,1032.00598,410996448,354407904
9/5/2017,1028.24304,416499296,348410752
9/1/2017,1038.09998,299732000,342438432
8/31/2017,1034.1322,478170272,343675232
8/30/2017,1030.17896,291282752,337888320
8/29/2017,1027.99597,299942592,340860768
8/28/2017,1029.13696,311974208,342370400
8/25/2017,1030.62598,323106240,343689728
8/24/2017,1027.32996,352479392,346798944
8/23/2017,1029.87598,321806848,348633984
8/22/2017,1032.28003,317131936,352794496
8/21/2017,1023.99402,337581824,356975616
8/18/2017,1023.46198,445590848,367749312
8/17/2017,1025.46301,386516896,361549824
8/16/2017,1041.10205,323306880,364631264
8/15/2017,1040.85205,321039456,368041216
8/14/2017,1041.44299,326914208,379131840
8/11/2017,1032.68994,318284064,382161536
8/10/2017,1034.56995,391366720,387983008
8/9/2017,1047.67004,335869504,386831936
8/8/2017,1048.99695,322587168,386885088
8/7/2017,1051.604,331763808,385822944
8/4/2017,1051.64795,369744768,384677312
8/3/2017,1049.59094,380005024,381351360
8/2/2017,1051.85706,384214112,379474176
8/1/2017,1052.68298,379849152,377494176
7/31/2017,1049.58801,499187040,374534400
7/28/2017,1047.42297,352598656,365085952
7/27/2017,1048.70105,432738528,363739872
7/26/2017,1047.401,374455936,361977856
7/25/2017,1049.08203,487398944,364319488
7/24/2017,1042.53003,372359744,348347168
7/21/2017,1044.30298,405606080,355160288
7/20/2017,1045.651,374100800,358980928
7/19/2017,1045.62695,336666624,358716160
7/18/2017,1040.36401,306654944,362226752
7/17/2017,1042.99902,314579168,364977216
7/14/2017,1043.43005,319855488,396484832
7/13/2017,1040.63403,351847328,400566432
7/12/2017,1038.58398,354514368,402007200
7/11/2017,1033.62,335452192,402512576
7/10/2017,1035.255,357460416,404792544
7/7/2017,1036.70801,332407552,464973376
7/6/2017,1032.65698,406308416,472989376
7/5/2017,1042.85095,409580096,476780512
7/3/2017,1045.06104,247814160,484000320
6/30/2017,1037.13403,474556640,501130464
6/29/2017,1035.47595,462915552,503974272
6/28/2017,1039.23096,370129280,506501120
6/27/2017,1031.05603,389325504,510016896
6/26/2017,1035.37195,347912224,510204928
6/23/2017,1031.87598,787193088,508194976
6/22/2017,1031.99194,381079584,483443552
6/21/2017,1033.27295,373459136,487209088
6/20/2017,1038.23596,362094656,507041056
6/19/2017,1045.54895,369651648,506215744
6/16/2017,1039.60095,1260172928,501283872
6/15/2017,1039.97595,452647872,442793632
6/14/2017,1042.38794,463175328,435832416
6/13/2017,1043.17395,517877440,427822240
6/12/2017,1040.12805,504766208,417658848
6/9/2017,1038.02905,517213696,418951232
6/8/2017,1027.75305,500818208,413729696
6/7/2017,1025.70898,422865728,414325888
6/6/2017,1024.49902,392145952,409834144
6/5/2017,1027.27905,317763296,408708704
6/2/2017,1028.78589,415921824,410438208
6/1/2017,1029.26636,437562528,407720416
5/31/2017,1019.34998,670938624,402247456
5/30/2017,1020.91199,349714752,381872000
5/26/2017,1023.64001,295673760,383791808
5/25/2017,1023.39099,382819168,387627168
5/24/2017,1022.05402,348229664,390286240
5/23/2017,1021.32501,343022976,394154080
5/22/2017,1017.95801,365426336,398300896
5/19/2017,1014.26477,524152032,397465056
5/18/2017,1006.43103,438890592,393713088
5/17/2017,1005.43701,509761312,391710656
5/16/2017,1023.81897,355489504,385707232
5/15/2017,1025.92419,375264288,391710720
5/12/2017,1020.40369,343705792,396591072
5/11/2017,1024.08875,375154848,404961888
5/10/2017,1026.86658,355468288,408299808
5/9/2017,1025.56677,365306848,410044736
5/8/2017,1028.84778,378511872,409102912
5/5/2017,1029.78613,353204128,405929568
5/4/2017,1025.42944,422704928,405790624
5/3/2017,1025.60229,406247488,402379936
5/2/2017,1024.74805,405225184,398636032
5/1/2017,1025.09509,352888832,393020704
4/28/2017,1025.64221,467872416,392438848
4/27/2017,1030.02258,408854048,386154528
4/26/2017,1031.95764,419710208,386268992
4/25/2017,1032.08875,445541504,381915456
4/24/2017,1026.24475,448469728,386155808
4/21/2017,1014.43262,469268224,387175872
4/20/2017,1019.63354,425223392,381312576
4/19/2017,1011.81696,381642112,375362496
4/18/2017,1015.04889,351179840,375468672
4/17/2017,1019.21332,330911456,379374688
4/13/2017,1010.72473,351119968,385386848
4/12/2017,1019.70221,371544800,388262400
4/11/2017,1023.59198,350088608,392698592
4/10/2017,1024.64502,320995392,402535296
4/7/2017,1023.47217,344160896,405444640
4/6/2017,1024.98901,373607616,465478240
4/5/2017,1021.98004,410571296,465775872
4/4/2017,1025.93079,354407136,465824992
4/3/2017,1025.40027,509146464,464477184
3/31/2017,1027.88269,463771008,454185376
3/30/2017,1031.99011,381318592,448930432
3/29/2017,1027.08972,335972320,449425536
