Date,Open,High,Low,Close
12/29/2017,944.74,945.69,936.26,936.26
12/28/2017,940.68,943.4,938.89,943.4
12/27/2017,940.69,944.2,938.45,939.71
12/26/2017,938.56,942.18,938.37,940.27
12/22/2017,942.71,942.71,938.38,939.34
12/21/2017,939.99,945.14,939.71,942.16
12/20/2017,940.13,941.06,935.54,938.2
12/19/2017,946.48,946.74,936.26,936.62
12/18/2017,939.18,949.07,939.18,945.12
12/15/2017,918.42,937.51,918.42,932.63
12/14/2017,928.23,929.38,914.79,916.55
12/13/2017,922.93,933.51,922.59,927.62
12/12/2017,926.79,929.28,923.2,923.35
12/11/2017,928.88,930.37,923.99,925.32
12/8/2017,932.58,933.05,927.47,928.11
12/7/2017,923.35,932.42,923.02,928.53
12/6/2017,926.94,928.9,923.34,923.34
12/5/2017,938.6,938.6,928.06,928.08
12/4/2017,946.48,952.1,937.5,938.01
12/1/2017,943.04,943.22,912.33,937.31
11/30/2017,947.95,948.48,940.65,942.94
11/29/2017,939,945.32,938.73,944.1
11/28/2017,924.09,938.13,923.16,937.77
11/27/2017,927.27,928.89,922.05,922.18
11/24/2017,927.59,927.88,923.79,927.25
11/22/2017,928.71,930.89,925.57,925.88
11/21/2017,918.37,927.91,918.37,927.81
11/20/2017,909.73,915.98,909.07,915.8
11/17/2017,902.57,912.6,902.39,908.91
11/16/2017,893.57,907.47,893.57,905.23
11/15/2017,889.32,893.33,884.25,889.94
11/14/2017,891.89,895.48,891.24,894.74
11/13/2017,891.8,896.3,889.42,895.04
11/10/2017,892.51,896.91,892.26,893.77
11/9/2017,892.29,897.54,886.07,893.16
11/8/2017,891.82,898.08,888.23,896.98
11/7/2017,902.7,904.31,890.13,893.07
11/6/2017,900.96,905.83,900.69,902.74
11/3/2017,904.49,904.49,900.07,900.88
11/2/2017,905.29,909.58,900.74,906.67
11/1/2017,917.15,917.65,900.99,906.42
10/31/2017,904.89,914.73,904.48,912.04
10/30/2017,914.28,914.28,899.11,903.48
10/27/2017,911.05,916.46,907.28,916.43
10/26/2017,908.99,913.14,908.27,911.22
10/25/2017,911.19,911.19,899.77,906.82
10/24/2017,911.27,915.07,910.99,911.15
10/23/2017,915.23,915.42,908.32,908.77
10/20/2017,915.31,916.28,913.14,913.75
10/19/2017,907.21,909.02,901.99,908.54
10/18/2017,908.04,913.12,908.03,911.58
10/17/2017,907.66,910.45,903.94,905.2
10/16/2017,909.58,913.3,906.03,908.14
10/13/2017,911.24,912.4,908,908.37
10/12/2017,908.99,911.52,906.16,909.43
10/11/2017,912.11,913.65,909.84,910.54
10/10/2017,913.91,915,910.7,912.5
10/9/2017,915.67,917.61,909.23,910.72
10/6/2017,915.13,916.63,912.53,915.1
10/5/2017,916.67,919.31,915.31,916.74
10/4/2017,918.19,919.56,913.11,914.86
10/3/2017,917.96,918.93,912.49,918.72
10/2/2017,904.69,916.99,903.63,916.99
9/29/2017,902.14,905.51,900.96,903.98
9/28/2017,898.6,902.52,894.26,901.95
9/27/2017,885.95,901.52,883.42,899.58
9/26/2017,878.81,884.89,878.43,881.77
9/25/2017,874.19,878.67,871.95,877.3
9/22/2017,868.21,875.5,867.98,874.87
9/21/2017,868.84,871.43,866.87,868.96
9/20/2017,866.03,870.37,865.08,869.16
9/19/2017,867.37,867.7,864.45,865.98
9/18/2017,862.25,869.19,862,867.15
9/15/2017,856.74,861.07,852.21,860.84
9/14/2017,855.76,857.12,853.32,855.75
9/13/2017,853.13,857.92,852.68,856.82
9/12/2017,849.37,854.15,849.14,853.91
9/11/2017,844.28,848.77,844.28,847.73
9/8/2017,836.23,841.87,834.31,838.92
9/7/2017,840.87,840.87,834.4,837.41
9/6/2017,840.86,842.54,837.78,839.94
9/5/2017,845.49,847.48,835.02,837.93
9/1/2017,841.84,847.4,841.66,847.05
8/31/2017,834.5,841.7,834.5,840.43
8/30/2017,828.17,833.03,826.7,832.27
8/29/2017,822.78,829.11,821.78,828.26
8/28/2017,829.57,830.03,825.45,828.14
8/25/2017,826.53,829.5,824.52,827.65
8/24/2017,826.11,827.86,823.16,823.97
8/23/2017,820.78,825.25,820.41,822.85
8/22/2017,819.82,825.87,819.82,825.37
8/21/2017,818.06,818.43,814,817.25
8/18/2017,814.54,820.84,813.86,818.38
8/17/2017,832.27,835.56,819.62,819.83
8/16/2017,836.52,840.21,834.19,835.49
8/15/2017,844.01,844.04,834.55,834.75
8/14/2017,836.6,843.3,836.6,843.05
8/11/2017,828.28,833.39,827.59,831.01
8/10/2017,840.63,841.25,831.24,831.33
8/9/2017,847.36,848.03,841.02,844
8/8/2017,853.46,862.18,849.72,851.48
8/7/2017,855.05,857.23,851.24,854.75
8/4/2017,852.54,855.36,850.52,854.6
8/3/2017,855.55,857.52,849.39,851.35
8/2/2017,865.8,865.83,851.96,854.34
8/1/2017,866.68,867.56,860.96,866.06
7/31/2017,866.19,867.13,859.97,863.62
7/28/2017,863.92,865.59,861.44,865
7/27/2017,872.13,873.52,862.77,866.69
7/26/2017,876.3,876.3,869.33,870.23
7/25/2017,871.81,877.73,871.35,876.06
7/24/2017,868.18,868.79,864.4,868.33
7/21/2017,878.33,878.37,866.64,868.25
7/20/2017,872.17,873.68,869.8,872.27
7/19/2017,863.88,871.95,863.88,871.95
7/18/2017,863.08,863.08,858.4,861.97
7/17/2017,862.56,866.6,860.27,865.12
7/14/2017,859.64,864.58,859.23,862.7
7/13/2017,859.1,860.35,853.91,860.35
7/12/2017,855.8,862.78,855.79,857.94
7/11/2017,849.79,851.82,844.11,851.35
7/10/2017,852.66,855.73,847.51,849.34
7/7/2017,846.99,855.58,846.25,854.73
7/6/2017,852.31,852.9,843.62,845.07
7/5/2017,863.08,863.08,852.5,857.25
7/3/2017,859.13,865.12,859.01,863.34
6/30/2017,857.22,859.37,853.92,855.85
6/29/2017,862.09,862.34,846.92,855.45
6/28/2017,851.55,861.31,851.32,860.54
6/27/2017,854.32,856.72,847.5,847.58
6/26/2017,854.8,857.65,849.83,854.44
6/23/2017,846.2,853.66,845.33,853.17
6/22/2017,842.49,848.06,840.25,845.42
6/21/2017,847.67,850.72,841.74,842.23
6/20/2017,855.58,855.58,846.64,846.74
6/19/2017,856.25,858.75,853.66,857.15
6/16/2017,852.68,852.74,849.04,852.69
6/15/2017,853.37,859.33,851.96,856.96
6/14/2017,865.6,866.15,856.6,861.15
6/13/2017,864.28,868.01,862.97,866.07
6/12/2017,863.38,868.58,859.91,862.36
6/9/2017,859.8,869.67,858.64,864.11
6/8/2017,846.41,860.87,844.41,857.88
6/7/2017,845.72,847.97,843.58,846.2
6/6/2017,842.31,849.22,839.95,844.96
6/5/2017,851.24,851.24,845.83,846.01
6/2/2017,846.66,858.91,846.54,851.91
6/1/2017,833.95,846.85,831.98,846.65
5/31/2017,834.16,834.21,822.45,832.17
5/30/2017,836.06,837.03,830.98,832.49
5/26/2017,837.12,838.39,833.46,837.5
5/25/2017,839.72,842.46,834.86,837.69
5/24/2017,837.09,840.97,833.79,836.96
5/23/2017,836.24,837.8,830.38,836.52
5/22/2017,830.36,835.14,829.6,834.31
5/19/2017,825.34,832.94,825.34,828.12
5/18/2017,820.63,826.95,819.37,824.24
5/17/2017,834.57,834.57,821.93,822.16
5/16/2017,845.13,845.73,838.04,843.88
5/15/2017,840.9,848.04,840.9,844.4
5/12/2017,842.7,842.71,837.33,838.54
5/11/2017,848.61,848.61,838.12,845.02
5/10/2017,845.81,851.99,845.15,851.31
5/9/2017,847.23,849.32,843.99,847.23
5/8/2017,848.31,849.91,843.57,846.14
5/5/2017,846.87,849,842.22,848.96
5/4/2017,848.59,849.28,839.87,844.99
5/3/2017,848.51,849.42,842.8,846.43
5/2/2017,855.4,856.92,849.21,851.96
5/1/2017,853.77,857.71,848.32,855.02
4/28/2017,862.45,862.92,850.94,851.36
4/27/2017,864.53,866.03,859.21,861.84
4/26/2017,856.97,866.81,856.14,863.08
4/25/2017,854.16,860.77,854.16,857.21
4/24/2017,850.38,852.31,847.58,849.9
4/21/2017,841.26,842.11,836.81,839.36
4/20/2017,833.84,842.37,832.81,842.03
4/19/2017,828.48,835.39,828.37,830.24
4/18/2017,823.02,826.88,819.79,826.19
4/17/2017,817.99,825.44,816.66,825.24
4/13/2017,823.99,825.95,815.56,815.62
4/12/2017,835.75,835.75,824.39,825.23
4/11/2017,827.63,837.02,826.23,836.79
4/10/2017,828.35,835.8,825.61,829.9
4/7/2017,825.54,829.34,822.98,827.49
4/6/2017,820.29,828.1,818.08,827.87
4/5/2017,832.53,837.14,818.25,819.49
4/4/2017,826.87,832.29,825.47,828.79
4/3/2017,844.78,845.1,827.83,828.37
3/31/2017,841.46,846.69,840.28,844.17
3/30/2017,835.6,842.94,835.6,842.42
3/29/2017,831.36,835.84,829.92,834.85
