Date,Close
9/27/2001,1
9/28/2001,0.998154813
10/1/2001,1.000083452
10/2/2001,1.002414959
10/3/2001,1.001041217
10/4/2001,0.999894755
10/5/2001,0.999621013
10/9/2001,0.99837587
10/10/2001,0.996563306
10/11/2001,0.991509169
10/12/2001,0.992244984
10/15/2001,0.995290881
10/16/2001,0.995202691
10/17/2001,0.996712946
10/18/2001,0.997457552
10/19/2001,0.995778839
10/22/2001,0.994553895
10/23/2001,0.993857946
10/24/2001,0.993707687
10/25/2001,0.994431034
10/26/2001,0.994659744
10/29/2001,0.998627673
10/30/2001,1.002576793
10/31/2001,1.005350328
11/1/2001,1.005374654
11/2/2001,1.002097038
11/5/2001,1.001961295
11/6/2001,1.002688221
11/7/2001,1.005506559
11/8/2001,1.002604974
11/9/2001,1.000971315
11/13/2001,0.99776758
11/14/2001,0.994070919
11/15/2001,0.988036802
11/16/2001,0.98431353
11/19/2001,0.986329776
11/20/2001,0.986248892
11/21/2001,0.98327208
11/23/2001,0.981186629
11/26/2001,0.979422924
11/27/2001,0.979102828
11/28/2001,0.982847784
11/29/2001,0.986550801
11/30/2001,0.987421988
12/3/2001,0.987753941
12/4/2001,0.98806762
12/5/2001,0.977885565
12/6/2001,0.974158221
12/7/2001,0.971176313
12/10/2001,0.973511814
12/11/2001,0.975973263
12/12/2001,0.977901958
12/13/2001,0.977269496
12/14/2001,0.975628029
12/17/2001,0.972752224
12/18/2001,0.975773395
12/19/2001,0.978575683
12/20/2001,0.97952999
12/21/2001,0.979611828
12/24/2001,0.978579617
12/27/2001,0.976823064
12/28/2001,0.975095273
12/31/2001,0.977927868
1/2/2002,0.974401525
1/3/2002,0.979086298
1/4/2002,0.977578946
1/7/2002,0.979346344
1/8/2002,0.979690841
1/9/2002,0.979486434
1/10/2002,0.980236623
1/11/2002,0.981173949
1/14/2002,0.985046378
1/15/2002,0.98362008
1/16/2002,0.980892568
1/17/2002,0.982240324
1/18/2002,0.980384855
1/22/2002,0.980042687
1/23/2002,0.979189766
1/24/2002,0.977522253
1/25/2002,0.976312253
1/28/2002,0.977187787
1/29/2002,0.977934541
1/30/2002,0.979450209
1/31/2002,0.978775894
2/1/2002,0.978570108
2/4/2002,0.980984234
2/5/2002,0.980260079
2/6/2002,0.979487769
2/7/2002,0.977245285
2/8/2002,0.979106086
2/11/2002,0.980033788
2/12/2002,0.978797043
2/13/2002,0.979474222
2/14/2002,0.981140465
2/15/2002,0.984351386
2/19/2002,0.982794987
2/20/2002,0.985059068
2/21/2002,0.982157033
2/22/2002,0.986502198
2/25/2002,0.986831794
2/26/2002,0.985742351
2/27/2002,0.987720366
2/28/2002,0.986202991
3/1/2002,0.987222421
3/4/2002,0.990783061
3/5/2002,0.99434588
3/6/2002,0.995282453
3/7/2002,0.991736757
3/8/2002,0.990078003
3/11/2002,0.987931683
3/12/2002,0.988207526
3/13/2002,0.988687523
3/14/2002,0.989338045
3/15/2002,0.990174279
3/18/2002,0.99167467
3/19/2002,0.992431841
3/20/2002,0.991272858
3/21/2002,0.992747132
3/22/2002,0.992740553
3/25/2002,0.991170602
3/26/2002,0.993996529
3/27/2002,0.995672282
3/28/2002,0.994050924
4/2/2002,0.995057379
4/3/2002,0.996516657
4/4/2002,0.999043346
4/5/2002,1.002810005
4/8/2002,1.001636774
4/9/2002,1.004992449
4/10/2002,1.006695754
4/11/2002,1.007893053
4/12/2002,1.014473446
4/15/2002,1.013773558
4/16/2002,1.012074052
4/17/2002,1.010991884
4/18/2002,1.012462519
4/19/2002,1.011166795
4/22/2002,1.010145845
4/23/2002,1.007919262
4/24/2002,1.012333488
4/25/2002,1.010197585
4/26/2002,1.009921291
4/29/2002,1.005715308
4/30/2002,1.007499962
5/1/2002,1.010076668
5/2/2002,1.01211988
5/3/2002,1.01420587
5/7/2002,1.009894083
5/8/2002,1.005275346
5/9/2002,1.004087471
5/10/2002,1.0039535
5/13/2002,1.000756515
5/14/2002,0.999344577
5/15/2002,1.005220338
5/16/2002,1.007390475
5/17/2002,1.007909319
5/20/2002,1.008687941
5/21/2002,1.007950058
5/22/2002,1.010920021
5/23/2002,1.011447
5/24/2002,1.013866712
5/28/2002,1.015975115
