Date,Close
12/8/2000,402.0558
12/11/2000,401.8218
12/12/2000,401.8709
12/13/2000,402.6932
12/14/2000,403.4094
12/15/2000,404.1051
12/18/2000,404.4003
12/19/2000,404.1459
12/20/2000,405.2347
12/21/2000,405.771
12/22/2000,405.8485
12/26/2000,405.9825
12/27/2000,405.9532
12/28/2000,405.3019
12/29/2000,406.1565
1/2/2001,408.3278
1/3/2001,407.6145
1/4/2001,408.3004
1/5/2001,409.2504
1/8/2001,409.519
1/9/2001,408.982
1/10/2001,408.1187
1/11/2001,408.2911
1/12/2001,407.191
1/15/2001,407.5286
1/16/2001,407.4272
1/17/2001,407.9037
1/18/2001,409.0128
1/19/2001,408.4683
1/22/2001,408.4364
1/23/2001,408.3824
1/24/2001,407.9214
1/25/2001,408.4235
1/26/2001,408.8375
1/29/2001,408.9062
1/30/2001,409.4553
1/31/2001,410.3847
2/1/2001,411.0195
2/2/2001,410.318
2/5/2001,410.974
2/6/2001,410.6661
2/7/2001,411.1982
2/8/2001,410.8329
2/9/2001,411.7058
2/12/2001,411.6595
2/13/2001,411.8128
2/14/2001,411.2477
2/15/2001,410.3471
2/16/2001,411.0545
2/19/2001,411.5885
2/20/2001,411.4081
2/21/2001,411.2452
2/22/2001,410.7936
2/23/2001,411.5416
2/26/2001,412.3178
2/27/2001,413.6894
2/28/2001,414.1852
3/1/2001,415.2555
3/2/2001,414.5719
3/5/2001,414.5115
3/6/2001,414.6943
3/7/2001,415.3606
3/8/2001,415.7802
3/9/2001,415.331
3/12/2001,415.8994
3/13/2001,415.6443
3/14/2001,416.7425
3/15/2001,417.2041
3/16/2001,417.9328
3/19/2001,417.5361
3/20/2001,417.723
3/21/2001,418.6822
3/22/2001,419.4876
3/23/2001,418.5333
3/26/2001,418.1941
3/27/2001,416.8483
3/28/2001,416.4298
3/29/2001,416.1201
3/30/2001,416.8978
4/2/2001,416.2014
4/3/2001,416.6045
4/4/2001,416.4419
4/5/2001,416.3041
4/6/2001,417.5722
4/9/2001,417.4248
4/10/2001,415.9758
4/11/2001,415.0765
4/12/2001,414.1827
4/13/2001,414.2843
4/16/2001,413.7125
4/17/2001,413.9087
4/18/2001,413.8091
4/19/2001,412.7731
4/20/2001,413.2019
4/23/2001,414.5026
4/24/2001,414.3497
4/25/2001,414.0536
4/26/2001,415.2281
4/27/2001,413.9517
4/30/2001,413.4014
5/1/2001,413.6298
5/2/2001,413.974
5/3/2001,414.9283
5/4/2001,415.4319
5/7/2001,415.6984
5/8/2001,415.8186
5/9/2001,416.5125
5/10/2001,416.1164
5/11/2001,414.5044
5/14/2001,414.4057
5/15/2001,413.9863
5/16/2001,414.4248
5/17/2001,414.7316
5/18/2001,414.9128
5/21/2001,414.9589
5/22/2001,414.6283
5/23/2001,414.4565
5/24/2001,414.0259
5/25/2001,413.811
5/28/2001,414.0692
5/29/2001,414.4653
5/30/2001,414.5409
5/31/2001,415.2702
6/1/2001,416.3166
6/4/2001,416.695
6/5/2001,417.6283
6/6/2001,417.286
6/7/2001,416.7572
6/8/2001,416.4949
6/11/2001,417.2965
6/12/2001,417.4468
6/13/2001,417.437
6/14/2001,418.4249
6/15/2001,418.2171
6/18/2001,418.5909
6/19/2001,418.621
6/20/2001,418.8551
6/21/2001,419.3965
6/22/2001,420.2099
6/25/2001,420.4176
6/26/2001,419.7994
6/27/2001,419.7679
6/28/2001,418.9178
6/29/2001,417.6352
7/2/2001,417.6538
7/3/2001,417.1286
7/4/2001,417.3407
7/5/2001,417.3075
7/6/2001,418.1299
7/9/2001,417.7778
7/10/2001,418.2637
7/11/2001,418.9453
7/12/2001,419.2147
7/13/2001,419.0017
7/16/2001,419.4423
7/17/2001,419.5484
7/18/2001,420.4952
7/19/2001,420.3762
7/20/2001,420.8191
7/23/2001,421.1676
7/24/2001,421.1972
7/25/2001,420.715
7/26/2001,421.2435
7/27/2001,422.2307
7/30/2001,422.5895
7/31/2001,423.0999
8/1/2001,422.6888
8/2/2001,422.0994
8/3/2001,422.0483
8/6/2001,422.1444
8/7/2001,421.9262
8/8/2001,423.0597
8/9/2001,423.7637
8/10/2001,424.665
8/13/2001,425.1337
8/14/2001,424.8835
8/15/2001,424.7962
8/16/2001,425.179
8/17/2001,426.2282
8/20/2001,425.7578
8/21/2001,425.481
8/22/2001,425.4934
8/23/2001,425.5631
8/24/2001,425.0569
8/27/2001,425.009
8/28/2001,426.3713
8/29/2001,426.8282
8/30/2001,427.274
8/31/2001,427.0558
9/3/2001,427.015
9/4/2001,425.0199
9/5/2001,425.0054
9/6/2001,426.0733
9/7/2001,427.0845
9/10/2001,426.7806
9/11/2001,427.0469
9/12/2001,427.1859
9/13/2001,428.1553
9/14/2001,429.4836
9/17/2001,429.1988
9/18/2001,428.5964
9/19/2001,428.5281
9/20/2001,427.8067
9/21/2001,427.9577
9/24/2001,428.0409
9/25/2001,428.6895
9/26/2001,429.3543
9/27/2001,430.3394
9/28/2001,430.1943
10/1/2001,430.7495
10/2/2001,431.8186
10/3/2001,432.4063
10/4/2001,432.2884
