Date,Close
12/29/2017,2556.71
12/28/2017,2541.96
12/27/2017,2528.46
12/26/2017,2526.47
12/22/2017,2480.34
12/21/2017,2471.36
12/20/2017,2460.78
12/19/2017,2442.44
12/18/2017,2432.43
12/15/2017,2424.05
12/14/2017,2418.54
12/13/2017,2401.52
12/12/2017,2416.37
12/11/2017,2444.38
12/8/2017,2426.09
12/7/2017,2405.24
12/6/2017,2393.65
12/5/2017,2440.36
12/4/2017,2444.97
12/1/2017,2478.92
11/30/2017,2448.66
11/29/2017,2459.29
11/28/2017,2474.62
11/27/2017,2479.36
11/24/2017,2488.37
11/22/2017,2475.44
11/21/2017,2450.21
11/20/2017,2439.52
11/17/2017,2453.84
11/16/2017,2415.68
11/15/2017,2426.4
11/14/2017,2433.33
11/13/2017,2471.82
11/10/2017,2476.75
11/9/2017,2484.84
11/8/2017,2478.69
11/7/2017,2483.86
11/6/2017,2498.95
11/3/2017,2447.24
11/2/2017,2418.71
11/1/2017,2415.48
10/31/2017,2415.28
10/30/2017,2407.43
10/27/2017,2396.93
10/26/2017,2376.52
10/25/2017,2364.23
10/24/2017,2366
10/23/2017,2343.72
10/20/2017,2340.26
10/19/2017,2332.31
10/18/2017,2345.57
10/17/2017,2345.04
10/16/2017,2353.2
10/13/2017,2342.19
10/12/2017,2314.78
10/11/2017,2324.63
10/10/2017,2318.99
10/9/2017,2284.78
10/6/2017,2282.24
10/5/2017,2323.34
10/4/2017,2294.28
10/3/2017,2294.91
10/2/2017,2295.6
9/29/2017,2326.46
9/28/2017,2331.59
9/27/2017,2343.55
9/26/2017,2339.44
9/25/2017,2354.97
9/22/2017,2318.58
9/21/2017,2314.06
9/20/2017,2322.28
9/19/2017,2291.97
9/18/2017,2300.24
9/15/2017,2305.63
9/14/2017,2295.85
9/13/2017,2286.27
9/12/2017,2265.05
9/11/2017,2263.12
9/8/2017,2258.33
9/7/2017,2289.07
9/6/2017,2289.56
9/5/2017,2275.14
9/1/2017,2253.93
8/31/2017,2251.67
8/30/2017,2192.39
8/29/2017,2201.79
8/28/2017,2198.73
8/25/2017,2210.77
8/24/2017,2210.29
8/23/2017,2216.07
8/22/2017,2201.2
8/21/2017,2195.62
8/18/2017,2219.8
8/17/2017,2186.02
8/16/2017,2182.39
8/15/2017,2196.11
8/14/2017,2204.03
8/11/2017,2232.86
8/10/2017,2227.79
8/9/2017,2258
8/8/2017,2247.93
8/7/2017,2248.94
8/4/2017,2248.75
8/3/2017,2240.87
8/2/2017,2256
8/1/2017,2239.53
7/31/2017,2269.29
7/28/2017,2260.65
7/27/2017,2244.82
7/26/2017,2229.46
7/25/2017,2203.21
7/24/2017,2170.21
7/21/2017,2169.82
7/20/2017,2203.15
7/19/2017,2209.02
7/18/2017,2183.66
7/17/2017,2173.8
7/14/2017,2182.73
7/13/2017,2163.33
7/12/2017,2161.41
7/11/2017,2160.29
7/10/2017,2139.58
7/7/2017,2130.21
7/6/2017,2163.97
7/5/2017,2155.79
7/3/2017,2201.15
6/30/2017,2169.81
6/29/2017,2128.72
6/28/2017,2112.81
6/27/2017,2095.48
6/26/2017,2071.26
6/23/2017,2061.17
6/22/2017,2053.66
6/21/2017,2054.65
6/20/2017,2080.23
6/19/2017,2105.1
6/16/2017,2121.15
6/15/2017,2107.59
6/14/2017,2108.76
6/13/2017,2154.23
6/12/2017,2147.38
6/9/2017,2158.2
6/8/2017,2149.43
6/7/2017,2146.59
6/6/2017,2193.32
6/5/2017,2176.74
6/2/2017,2191.87
6/1/2017,2209.49
5/31/2017,2212.33
5/30/2017,2241.6
5/26/2017,2256.82
5/25/2017,2242.74
5/24/2017,2294.29
5/23/2017,2300.79
5/22/2017,2304.41
5/19/2017,2288.84
5/18/2017,2248.19
5/17/2017,2249.56
5/16/2017,2234.39
5/15/2017,2239.39
5/12/2017,2220.87
5/11/2017,2213.76
5/10/2017,2198.91
5/9/2017,2161.22
5/8/2017,2175.76
5/5/2017,2178.13
5/4/2017,2159.39
5/3/2017,2223.81
5/2/2017,2219.88
5/1/2017,2240.4
4/28/2017,2246.85
4/27/2017,2232.78
4/26/2017,2249.84
4/25/2017,2251.39
4/24/2017,2237.67
4/21/2017,2248.05
4/20/2017,2275.37
4/19/2017,2281.95
4/18/2017,2327.19
4/17/2017,2343.39
4/13/2017,2356.5
4/12/2017,2351.29
4/11/2017,2358.38
4/10/2017,2351.47
4/7/2017,2333.35
4/6/2017,2322.78
4/5/2017,2310.1
4/4/2017,2302.41
4/3/2017,2279.81
3/31/2017,2295.19
3/30/2017,2288.84
3/29/2017,2274.93
3/28/2017,2246.65
3/27/2017,2226.93
3/24/2017,2235.17
3/23/2017,2231.05
3/22/2017,2235.62
3/21/2017,2242.58
3/20/2017,2258.79
3/17/2017,2264.32
3/16/2017,2259.19
3/15/2017,2256.98
3/14/2017,2229.24
3/13/2017,2246.63
3/10/2017,2248.14
3/9/2017,2265.34
3/8/2017,2297.65
3/7/2017,2358.04
3/6/2017,2368.48
3/3/2017,2367.07
3/2/2017,2352.52
3/1/2017,2394.75
2/28/2017,2388.7
2/27/2017,2381.8
2/24/2017,2386.25
2/23/2017,2397.54
2/22/2017,2384.67
2/21/2017,2402.06
2/17/2017,2393.09
2/16/2017,2397.1
2/15/2017,2407.56
2/14/2017,2405.3
2/13/2017,2397.42
2/10/2017,2428.42
2/9/2017,2398.73
2/8/2017,2387.31
2/7/2017,2374.37
2/6/2017,2388.97
2/3/2017,2410.64
2/2/2017,2410.46
2/1/2017,2418.54
1/31/2017,2383.16
1/30/2017,2369.13
1/27/2017,2392.89
1/26/2017,2412.21
1/25/2017,2395.58
1/24/2017,2409.04
1/23/2017,2400.58
1/20/2017,2404.34
1/19/2017,2377.51
1/18/2017,2378.76
1/17/2017,2413.25
1/13/2017,2406.76
1/12/2017,2415.59
1/11/2017,2382.92
1/10/2017,2353.02
1/9/2017,2366.12
1/6/2017,2417.41
1/5/2017,2415.32
1/4/2017,2404.99
1/3/2017,2371.67
12/30/2016,2417.31
12/29/2016,2418.92
12/28/2016,2423.14
12/27/2016,2417.28
12/23/2016,2378.73
12/22/2016,2379.09
12/21/2016,2371.42
12/20/2016,2381.27
12/19/2016,2379.78
