Date,S&P500,Interest_rate,nav,rebalancing,return,benchmark,benchmark_return,Annu_return,algo_volatility,xret,ex_return,sharpe,IR,hit_rate,VaR,CVaR,max_drawdown_ret,max_drawdown_start,max_drawdown_end
2008-09-25,1209.1800537109375,3.768749952316284,1.0,1.0,0.0,1.0,,0.0,,-0.015075000002980232,,,,0.0,-0.0,,0.0,,
2008-09-26,1213.27001953125,3.7618799209594727,1.0002680522468819,,0.00026801632729707794,1.0033824443817139,0.003382444381713867,0.03350204091213474,0.0029965136345804937,-0.014779503140473976,-0.0031144280544167895,-1597.4489127439206,,0.0,-0.00021188551109298156,-0.0,0.0,,
2008-09-29,1106.4200439453125,3.882499933242798,0.9699591246573094,,-0.030769364228447532,0.915016770362854,-0.08806779235601425,-2.5417789917625377,0.2821158597350178,-0.046299363737901306,0.05729842812756672,-27.13868245954573,14.181158100995628,0.3333333333333333,0.4378557290274166,0.48650636558601845,0.030300805390605205,,
2008-09-30,1166.3599853515625,4.052499771118164,0.9822551292766195,,0.012597149310473461,0.9645875096321106,0.05417468026280403,-1.1190124119173122,0.29231457038769704,-0.003612849788900356,-0.04157753095233057,-19.82612397586967,1.632634790627497,0.25,0.4135304107481157,0.48650636558601845,0.030300805390605205,,
2008-10-01,1161.06005859375,4.150000095367432,0.9831189240978186,,0.0008790132090475723,0.9602044224739075,-0.004544001538306475,-0.851259269081471,0.2559681444158185,-0.015720986531672223,0.005423014747354047,-21.08001891416757,2.0219045888409632,0.4,0.3892050924688148,0.48650636558601845,0.030300805390605205,,
2008-10-02,1114.280029296875,4.207499980926514,0.9698621379873886,,-0.013576157990103036,0.9215170741081238,-0.04029074311256409,-1.2750559738221856,0.23817271105506604,-0.03040615715384987,0.02671458512246105,-24.147787794277903,4.319854446923214,0.5,0.4185442505932879,0.48650636558601845,0.030397766069997986,,
2008-10-03,1099.22998046875,4.333749771118164,0.965969525607299,,-0.004021648885877086,0.9090705513954163,-0.013506556861102581,-1.2365354377717694,0.21751646879481662,-0.021356648402483417,0.009484907975225495,-26.147681144784247,4.779304833842624,0.5714285714285714,0.4049518275947418,0.48650636558601845,0.034289335306209964,,
2008-10-06,1056.8900146484375,4.288750171661377,0.9549465681706448,,-0.011476897368566462,0.8740551471710205,-0.03851780667901039,-1.4406215508180003,0.2046636058394297,-0.02863189830853171,0.02704090931044393,-28.584643066120705,6.465855230127266,0.625,0.3913594045961957,0.48650636558601845,0.04530933880616531,,
2008-10-07,996.22998046875,4.320000171661377,0.9322810284838615,,-0.024021087414214354,0.8238888382911682,-0.05739489942789078,-1.9478049177886212,0.2142702766347618,-0.04130108860749934,0.033373812013676424,-29.41053156045626,8.234900288583637,0.6666666666666666,0.4438265155574548,0.48650636558601845,0.06796880457223689,,
2008-10-08,984.9400024414062,4.523749828338623,0.9264414452676101,,-0.006283458140558126,0.8145519495010376,-0.011332704685628414,-1.910110879523712,0.20215657138316132,-0.02437845785624397,0.005049246545070288,-31.03258647533469,8.055127743230134,0.7,0.4384915343038843,0.48650636558601845,0.0738068228945597,,
2008-10-09,909.9199829101562,4.75,0.8960443916889027,,-0.03336088775788583,0.7525098919868469,-0.07616709917783737,-2.4946664304280524,0.22763035797131953,-0.05236088714693822,0.04280621141995154,-29.619405599479833,9.769390228245017,0.7272727272727273,0.506994157993377,0.5274819504007356,0.10419573065826071,,
2008-10-10,899.219970703125,4.818749904632568,0.8897818662861073,,-0.007013617418128615,0.7436609268188477,-0.011759267188608646,-2.432894590770061,0.21745856869209687,-0.026288617737013464,0.0047456497704800316,-30.893635653897597,9.504469923105024,0.75,0.5049453787526412,0.5274819504007356,0.11045657782690514,,
2008-10-13,1003.3499755859375,4.752500057220459,0.925676485606797,,0.039548467382677324,0.8297771215438843,0.11580035090446472,-1.485201403351646,0.3000831667528238,0.020538467451818712,-0.0762518835217874,-20.04850726874382,3.4250304375513974,0.6923076923076923,0.5028965995119052,0.5274819504007356,0.11045657782690514,,
2008-10-14,998.010009765625,4.635000228881836,0.9217845619654972,,-0.004213273566724615,0.8253609538078308,-0.0053221131674945354,-1.454352616803754,0.28840298770144424,-0.02275327410972293,0.0011088396007699203,-20.785875869959593,3.326389779682929,0.7142857142857143,0.5008478202711695,0.5274819504007356,0.11045657782690514,,
2008-10-15,907.8400268554688,4.550000190734863,0.8897988614816374,,-0.03531609359165219,0.7507897615432739,-0.09034979343414307,-1.9459973355443736,0.30288280239907134,-0.053516094339690484,0.055033699842490874,-21.357340295107484,4.785906636452866,0.7333333333333333,0.536756305994461,0.558396469046487,0.11045657782690514,,
2008-10-16,946.4299926757812,4.502500057220459,0.9060177718777394,,0.018063482760212413,0.7827039361000061,0.04250747337937355,-1.5421305839445312,0.30993718791323993,5.3482993266573686e-05,-0.024443990619161138,-19.585147625431503,3.731496398336747,0.6875,0.5352105800621734,0.558396469046487,0.11045657782690514,,
2008-10-17,940.5499877929688,4.418749809265137,0.9023086796440645,,-0.0041022431896177575,0.7778411507606506,-0.006212803069502115,-1.511744125912761,0.30019998513974105,-0.02177724250118411,0.0021105598798843578,-20.096340601755223,3.671641004493888,0.7058823529411765,0.5336648541298858,0.558396469046487,0.11045657782690514,,
2008-10-20,985.4000244140625,4.058750152587891,0.9207324629271455,,0.020212830215052033,0.8149324059486389,0.04768487066030502,-1.1470245881529961,0.30723983684949924,0.003977828829840088,-0.02747204044525299,-18.24631688285934,2.6919937145659194,0.6666666666666666,0.5321191281975983,0.558396469046487,0.11045657782690514,,
2008-10-21,955.0499877929688,3.833750009536743,0.9111108936748606,,-0.0105048913685679,0.7898327112197876,-0.030799726024270058,-1.2248771278366266,0.29935382886770173,-0.02583989148867126,0.020294834655702157,-18.90352751090587,3.145297388446183,0.6842105263157895,0.5305734022653108,0.558396469046487,0.11045657782690514,,
2008-10-22,896.780029296875,3.541249990463257,0.8918453816636073,,-0.021371838653619094,0.7416430711746216,-0.06101246550679207,-1.430781254615034,0.29713292805574354,-0.03553683871232967,0.039640626853172975,-19.725511882735457,3.98792990697792,0.7,0.5290276763330232,0.558396469046487,0.11045657782690514,,
2008-10-23,908.1099853515625,3.5350000858306885,0.8960757460349965,,0.004732168774349191,0.7510130405426025,0.012634068727493286,-1.306313471367304,0.2918474350235503,-0.009407831792490981,-0.007901899953144095,-19.402312472259624,3.669421654244176,0.6666666666666666,0.5274819504007356,0.558396469046487,0.11045657782690514,,
