Date,nasdaq100,world_bond,us_bond,reits,emerg_equity,commodity
12/11/2001,-0.0495647,0.535823905,0.560264381,0.049591616,-0.090175855,-0.005939346
12/12/2001,-0.049735395,0.536026865,0.561623702,0.049130689,-0.091109339,-0.005936522
12/13/2001,-0.047655201,0.535391276,0.559002125,0.048725336,-0.089552664,-0.005910872
12/14/2001,-0.047846548,0.53603698,0.558001657,0.049123675,-0.089212671,-0.006103092
12/17/2001,-0.049034016,0.536884955,0.55815858,0.049553538,-0.089462373,-0.006100685
12/18/2001,-0.049395192,0.536031758,0.559044619,0.049503389,-0.089093955,-0.006090618
12/19/2001,-0.048364526,0.534805078,0.559268875,0.04906268,-0.088674942,-0.006097164
12/20/2001,-0.046124454,0.533937028,0.558044092,0.048735944,-0.088581509,-0.006011101
12/21/2001,-0.046734267,0.533745494,0.557774771,0.049055786,-0.087745711,-0.006096074
12/24/2001,-0.046761528,0.534437159,0.557500322,0.049287334,-0.088349477,-0.006113809
12/27/2001,-0.04773126,0.534515611,0.559761733,0.049597383,-0.089883962,-0.006259505
12/28/2001,-0.048270313,0.535038669,0.560672551,0.049880118,-0.091078438,-0.006242588
12/31/2001,-0.046786584,0.533339448,0.561364076,0.04959335,-0.091407149,-0.00610314
1/2/2002,0.016657049,0.358454046,0.340816653,0.272761897,0.045122436,-0.033812081
1/3/2002,0.01714245,0.356892,0.339890632,0.273684262,0.045469052,-0.033078397
1/4/2002,0.017255948,0.356825074,0.340330802,0.273280009,0.046434004,-0.034125836
1/7/2002,0.016962142,0.357046368,0.341465538,0.27181156,0.046767726,-0.034053334
1/8/2002,0.017127322,0.356928042,0.341352887,0.272038753,0.046418151,-0.033865156
1/9/2002,0.016998849,0.356571232,0.341739116,0.271312338,0.046427095,-0.033048629
1/10/2002,0.01701532,0.356643291,0.343095373,0.270690509,0.045684551,-0.033129044
1/11/2002,0.01676572,0.356359473,0.344146048,0.27014857,0.045314952,-0.032734763
1/14/2002,0.016383275,0.355619815,0.342780611,0.272013608,0.04509018,-0.031887489
1/15/2002,0.016497185,0.355791282,0.343679195,0.271349714,0.044713282,-0.032030658
1/16/2002,0.01598749,0.357206109,0.344424098,0.270380903,0.04435622,-0.03235482
1/17/2002,0.016403521,0.35631493,0.342532804,0.271629227,0.044593521,-0.031474003
1/18/2002,0.015871753,0.356667818,0.343917313,0.270351761,0.044625484,-0.031434129
1/22/2002,0,0.364525973,0.346589816,0.277382267,0.045886774,-0.03438483
1/23/2002,0,0.365156661,0.345628301,0.277748753,0.046313669,-0.034847384
1/24/2002,0,0.365032624,0.345896044,0.277580047,0.046593653,-0.035102368
1/25/2002,0,0.364716632,0.346136233,0.277552157,0.046956611,-0.035361633
1/28/2002,0,0.364430677,0.346044369,0.277596101,0.047079079,-0.035150226
1/29/2002,0,0.36432968,0.34712808,0.276539496,0.04677542,-0.034772677
1/30/2002,0,0.363825849,0.346606959,0.277783394,0.046031427,-0.034247629
1/31/2002,0,0.364230399,0.346058081,0.277762408,0.046723036,-0.034773925
2/1/2002,0,0.364320346,0.346820001,0.277883964,0.046631352,-0.035655663
2/4/2002,0,0.364217944,0.347025686,0.277717785,0.046283829,-0.035245245
2/5/2002,0,0.364550561,0.346912926,0.27737934,0.046368365,-0.035211192
2/6/2002,0,0.364988546,0.3468557,0.276467299,0.046635399,-0.034946944
2/7/2002,0,0.364860293,0.347460933,0.276328717,0.046286327,-0.03493627
2/8/2002,0,0.364754442,0.347777228,0.276640886,0.046291381,-0.035463936
2/11/2002,0,0.364364548,0.347336003,0.278505238,0.046171608,-0.036377397
2/12/2002,0,0.364668668,0.347077864,0.277841478,0.046418709,-0.03600672
2/13/2002,0,0.36398858,0.346621829,0.278944539,0.046687883,-0.036242831
2/14/2002,0,0.363388808,0.346551208,0.278495731,0.047586926,-0.036022674
2/15/2002,0,0.362840052,0.346606585,0.279109539,0.047376748,-0.035932923
2/19/2002,0,0.363253005,0.347038148,0.278387442,0.046941499,-0.035620094
2/20/2002,0,0.362360771,0.346209122,0.280127335,0.046310404,-0.035007632
2/21/2002,0,0.363618891,0.347550482,0.277980884,0.046437319,-0.035587576
2/22/2002,0,0.362388086,0.346491101,0.280384327,0.046190354,-0.035453869
2/25/2002,0,0.361945735,0.346199324,0.280279228,0.046280285,-0.034704573
2/26/2002,0,0.362180162,0.345862625,0.280884246,0.046551989,-0.035479022
2/27/2002,0,0.361514839,0.34653858,0.280234109,0.04728151,-0.035569038
2/28/2002,0,0.362280341,0.346673329,0.279955505,0.047038272,-0.035947446
3/1/2002,0,0.361664416,0.344833079,0.282633247,0.047538247,-0.03666899
3/4/2002,0,0.360191516,0.34331216,0.284750418,0.048432082,-0.036686176
3/5/2002,0,0.358469589,0.342110665,0.288112156,0.048496078,-0.037188488
3/6/2002,0,0.357912766,0.34143918,0.289275264,0.048663637,-0.037290847
3/7/2002,0,0.358992593,0.340569548,0.29001345,0.048714539,-0.03829013
3/8/2002,0,0.359282336,0.339839694,0.290582046,0.048779721,-0.038483797
3/11/2002,0,0.36016662,0.340699548,0.289312714,0.049154861,-0.039333743
3/12/2002,0,0.36031737,0.34083667,0.288871389,0.049158979,-0.039184408
3/13/2002,0,0.360195191,0.341261629,0.288617152,0.048984817,-0.039058789
3/14/2002,0,0.359755515,0.338996964,0.29165865,0.048946293,-0.039357422
3/15/2002,0,0.359207644,0.339128339,0.292324599,0.048774977,-0.039435559
3/18/2002,0,0.3589472,0.339305079,0.292824633,0.048973237,-0.040050149
3/19/2002,0,0.358691248,0.338884742,0.2931977,0.049113968,-0.039887658
3/20/2002,0,0.359203076,0.338380566,0.292731954,0.04925527,-0.039570865
3/21/2002,0,0.358247629,0.338045361,0.294819775,0.049099957,-0.040212723
3/22/2002,0,0.358130519,0.337829724,0.294557839,0.049279367,-0.039797449
3/25/2002,0,0.358489929,0.33841447,0.293813233,0.048915827,-0.03963346
3/26/2002,0,0.357887066,0.33848557,0.294579741,0.048850761,-0.039803138
3/27/2002,0,0.357627357,0.338127294,0.295323101,0.04904499,-0.040122741
3/28/2002,0,0.358284385,0.337971926,0.294899596,0.049233062,-0.040388968
4/2/2002,0,0.357855074,0.33880991,0.295945119,0.049492149,-0.042102251
4/3/2002,0,0.35784961,0.33946159,0.294823668,0.049365166,-0.041500033
4/4/2002,0,0.357439286,0.338500678,0.295369688,0.04911738,-0.040427032
4/5/2002,-0.011035382,-0.27154859,0.94379109,0.190128545,0.199054974,-0.050390638
4/8/2002,-0.011178609,-0.271884572,0.944078518,0.192180172,0.19770988,-0.05090539
4/9/2002,-0.010751386,-0.270720377,0.941896695,0.193120595,0.196313857,-0.049859384
4/10/2002,-0.010874213,-0.270301177,0.940089731,0.195003325,0.195889357,-0.049807023
4/11/2002,-0.010548896,-0.270261366,0.939487636,0.193713628,0.195905754,-0.048296757
4/12/2002,-0.01068984,-0.268446821,0.934736472,0.195301409,0.195376489,-0.046277708
4/15/2002,-0.01072293,-0.268992626,0.937592121,0.193229547,0.196752389,-0.0478585
4/16/2002,-0.011198995,-0.26891414,0.938376778,0.191402369,0.198560622,-0.048226634
4/17/2002,-0.011130056,-0.26929518,0.938616951,0.188806464,0.20253473,-0.049532909
4/18/2002,-0.011051006,-0.268761481,0.938149506,0.18899763,0.202280066,-0.049614714
4/19/2002,-0.010979408,-0.269251895,0.94014394,0.187700979,0.202188421,-0.049802038
4/22/2002,-0.010708179,-0.269823737,0.941968377,0.185960165,0.202490283,-0.04988691
4/23/2002,-0.010515733,-0.270252553,0.943927656,0.183920241,0.203094476,-0.050174087
4/24/2002,-0.010304334,-0.269226349,0.942811157,0.184057398,0.202028724,-0.049366597
4/25/2002,-0.010328202,-0.270123274,0.945242784,0.185291102,0.199545742,-0.049628151
4/26/2002,-0.009914919,-0.270507493,0.946580168,0.184412323,0.199519755,-0.050089833
4/29/2002,-0.009926033,-0.271431499,0.949473387,0.1852504,0.197590399,-0.050956654
4/30/2002,-0.010145932,-0.271289908,0.948085237,0.187329841,0.19704434,-0.051023578
5/1/2002,-0.010042097,-0.270649637,0.946152576,0.188251901,0.196466646,-0.050179389
5/2/2002,-0.009683054,-0.269701026,0.94287785,0.189673676,0.196175587,-0.049343034
5/3/2002,-0.009385312,-0.269496179,0.943040549,0.189112961,0.196364433,-0.049636453
5/7/2002,-0.009175295,-0.270929057,0.947731985,0.187476499,0.194717107,-0.04982124
5/8/2002,-0.010149648,-0.271881267,0.947112961,0.187759715,0.198204721,-0.051046482
5/9/2002,-0.009823847,-0.272188015,0.949977489,0.185762111,0.197219611,-0.050947348
5/10/2002,-0.009407483,-0.271952547,0.952756303,0.184379003,0.195727653,-0.051502929
5/13/2002,-0.009849028,-0.272857264,0.952804086,0.185727945,0.196386161,-0.052211899
5/14/2002,-0.010359997,-0.27294707,0.951240354,0.186794104,0.198491982,-0.053219373
5/15/2002,-0.0103392,-0.27138857,0.946813507,0.186880202,0.199512412,-0.051478351
5/16/2002,-0.010353046,-0.270876761,0.947690476,0.185271665,0.19940361,-0.051135945
5/17/2002,-0.010425608,-0.270573291,0.94486608,0.185898378,0.201293191,-0.05105875
5/20/2002,-0.01014996,-0.270392929,0.946775096,0.185128483,0.199599011,-0.0509597
5/21/2002,-0.009868214,-0.27099315,0.949715654,0.183987618,0.197087565,-0.049929474
5/22/2002,-0.009904659,-0.270324933,0.948723294,0.183432638,0.197904412,-0.049830752
5/23/2002,-0.010072973,-0.270117463,0.946939023,0.186604191,0.196314382,-0.04966716
5/24/2002,-0.009780998,-0.269598536,0.94506484,0.185797971,0.197692645,-0.049175922
5/28/2002,-0.00969575,-0.269067591,0.943966815,0.186726894,0.196501367,-0.048431734
5/29/2002,-0.00946683,-0.268556774,0.944300416,0.187800814,0.194926043,-0.049003669
5/30/2002,-0.009521283,-0.268298982,0.944216532,0.187553244,0.193403574,-0.047353085
5/31/2002,-0.009406052,-0.269241607,0.947656453,0.187724844,0.191535536,-0.048269174
6/5/2002,-0.009298692,-0.269336608,0.94719531,0.18797996,0.191493872,-0.048033842
6/6/2002,-0.00899612,-0.269405751,0.948482609,0.187142523,0.190651229,-0.047874489
6/7/2002,-0.008904456,-0.270951015,0.950917931,0.187891903,0.188951218,-0.047905582
6/10/2002,-0.008838256,-0.270241869,0.948663117,0.187836113,0.189755222,-0.047174327
6/11/2002,-0.00854365,-0.269421825,0.948758748,0.18753495,0.1884993,-0.046827523
6/12/2002,-0.008718347,-0.269780962,0.950315617,0.188039542,0.18746988,-0.047325729
6/13/2002,-0.008588964,-0.270363155,0.952047033,0.187997656,0.187601613,-0.048694182
6/14/2002,-0.008604263,-0.270530393,0.955149683,0.187472325,0.185510524,-0.048997877
6/17/2002,-0.008920917,-0.270603609,0.954712284,0.188985253,0.185102226,-0.049275237
6/18/2002,-0.008830429,-0.270752453,0.954672813,0.18791302,0.1855935,-0.04859645
6/19/2002,-0.008503376,-0.270786706,0.958642531,0.187710952,0.181409857,-0.048473258
6/20/2002,-0.013777951,-0.339035242,1.178346903,0.237380268,0,-0.062913978
6/21/2002,-0.0133541,-0.337362071,1.174755305,0.23817844,0,-0.062217574
6/24/2002,-0.013718976,-0.339843975,1.178527785,0.239013241,0,-0.063978075
6/25/2002,-0.01321803,-0.338524418,1.175434909,0.240020439,0,-0.0637129
6/26/2002,-0.013249219,-0.338747216,1.177716426,0.237973122,0,-0.063693113
6/27/2002,-0.01360721,-0.339921747,1.177938554,0.239829903,0,-0.064239501
6/28/2002,-0.013594062,-0.339344678,1.175445059,0.241685517,0,-0.064191835
7/1/2002,-0.012902653,-0.339402903,1.177553479,0.239354504,0,-0.064602427
7/2/2002,-0.012446125,-0.339842214,1.180498197,0.236302956,0,-0.064512814
7/3/2002,-0.012892201,-0.340848349,1.184181424,0.234187114,0,-0.064627989
7/5/2002,-0.013763389,-0.341677151,1.183472223,0.237013865,0,-0.065045548
7/8/2002,-0.013112818,-0.34092065,1.183656211,0.233711046,0,-0.063333788
7/9/2002,-0.012754894,-0.339864207,1.184204335,0.23185622,0,-0.063441454
7/10/2002,-0.098298384,0.144079667,0.925726136,-0.068342999,0.034940955,0.061894624
7/11/2002,-0.102493649,0.144709041,0.928420131,-0.067132225,0.034352902,0.062143801
7/12/2002,-0.102537885,0.144439024,0.927084097,-0.06652999,0.034986576,0.062558178
7/15/2002,-0.104916638,0.145108042,0.928671355,-0.066125438,0.034871553,0.062391127
7/16/2002,-0.104177802,0.145379959,0.927428733,-0.067012756,0.034691279,0.063690586
7/17/2002,-0.105836537,0.14517174,0.928579046,-0.066404657,0.034781594,0.063708814
7/18/2002,-0.101507396,0.144151061,0.92384779,-0.064280093,0.034665857,0.063122781
7/19/2002,-0.097968938,0.143577706,0.920481572,-0.062967652,0.033968941,0.062908371
7/22/2002,-0.09482812,0.143014022,0.919047862,-0.061397663,0.032688689,0.06147521
7/23/2002,-0.089915079,0.142142552,0.914244824,-0.059064874,0.032445842,0.060146735
7/24/2002,-0.09584506,0.143279692,0.91915576,-0.059765688,0.031776036,0.06139926
7/25/2002,-0.089497632,0.142623837,0.915396222,-0.060928809,0.03163838,0.060768002
7/26/2002,-0.101857378,0.149296219,0.959243003,-0.070817427,0,0.064135583
7/29/2002,-0.110010457,0.151406418,0.96905078,-0.075287436,0,0.064840695
7/30/2002,-0.11132719,0.151678261,0.96982602,-0.076326129,0,0.066149038
7/31/2002,-0.108529085,0.151002109,0.967865265,-0.076003867,0,0.065665577
8/1/2002,-0.101994872,0.14987022,0.96203085,-0.073983694,0,0.064077497
8/2/2002,-0.098725794,0.148804527,0.95791819,-0.071936853,0,0.06393993
8/5/2002,-0.094290487,0.148528892,0.953390329,-0.070494479,0,0.062865745
8/6/2002,-0.099987736,0.149598926,0.957629146,-0.071541714,0,0.064301379
8/7/2002,-0.101902053,0.149976871,0.961163417,-0.072714372,0,0.063476138
8/8/2002,-0.105549151,0.15062738,0.963949894,-0.073075016,0,0.064046892
8/9/2002,-0.103764703,0.149740736,0.961838112,-0.071882206,0,0.064068061
8/12/2002,-0.103752895,0.149546646,0.961278924,-0.072522822,0,0.065450147
8/13/2002,-0.099371758,0.148350613,0.956643361,-0.070823058,0,0.065200842
8/14/2002,-0.106453787,0.149432429,0.963082475,-0.071897134,0,0.065836017
8/15/2002,-0.108211584,0.149780438,0.963178711,-0.072388878,0,0.067641313
8/16/2002,-0.110704081,0.150560526,0.965935366,-0.074004661,0,0.06821285
8/19/2002,-0.114093006,0.150705197,0.968266784,-0.073510797,0,0.068631821
8/20/2002,-0.111230945,0.149763551,0.966653427,-0.072847432,0,0.0676614
8/21/2002,-0.114585553,0.150116177,0.969607481,-0.073782973,0,0.068644867
8/22/2002,-0.116563771,0.150607508,0.970973142,-0.074050271,0,0.069033393
8/23/2002,-0.11143241,0.149753695,0.96699495,-0.073613517,0,0.068297283
8/27/2002,-0.107105194,0.149479506,0.963093473,-0.074083374,0,0.068615588
8/28/2002,-0.103326859,0.149050651,0.960929292,-0.074193575,0,0.067540491
8/29/2002,-0.10507463,0.149157294,0.962175933,-0.074034969,0,0.067776372
8/30/2002,-0.102628676,0.148722988,0.960150521,-0.074105014,0,0.067860181
9/3/2002,-0.096943816,0.147837063,0.956248518,-0.072624302,0,0.065482537
9/4/2002,-0.099291971,0.147962873,0.957708116,-0.073037284,0,0.066658266
9/5/2002,-0.09438901,0.146963354,0.951995572,-0.072085117,0,0.067515201
9/6/2002,-0.099293157,0.148340239,0.954990097,-0.07311302,0,0.069075841
9/9/2002,-0.100433964,0.148327986,0.955273958,-0.073018039,0,0.069850059
9/10/2002,-0.102031532,0.148177357,0.956827014,-0.072928564,0,0.069955725
9/11/2002,-0.102098042,0.14833174,0.956802035,-0.073064125,0,0.070028392
9/12/2002,-0.098007662,0.147652812,0.954217708,-0.072178813,0,0.068315955
9/13/2002,-0.098702835,0.147414894,0.954517842,-0.072471362,0,0.069241461
9/16/2002,-0.096724412,0.14710737,0.952556959,-0.071893515,0,0.068953598
9/17/2002,-0.095412681,0.146832704,0.951644374,-0.071392441,0,0.068328043
9/18/2002,-0.095090722,0.146474882,0.950721656,-0.071152747,0,0.06904693
9/19/2002,-0.091369102,0.145897169,0.947176686,-0.070168205,0,0.068463452
9/20/2002,-0.092175,0.145952521,0.948613548,-0.070902715,0,0.068511646
9/23/2002,-0.088541235,0.145189732,0.944472945,-0.07012691,0,0.069005468
9/24/2002,-0.088586972,0.145283489,0.944073695,-0.069645425,0,0.068875213
9/25/2002,-0.093009271,0.146347092,0.947587239,-0.069819374,0,0.068894315
9/26/2002,-0.09230206,0.146154316,0.947786042,-0.070605088,0,0.06896679
9/27/2002,-0.090432628,0.145496738,0.945428384,-0.069444678,0,0.068952185
9/30/2002,-0.086954012,0.145074887,0.942288765,-0.068848618,0,0.068438979
10/1/2002,-0.091373925,0.145930971,0.945217064,-0.069093103,0,0.069318993
10/2/2002,-0.088840279,0.145246212,0.94268236,-0.067962906,0,0.068874613
10/3/2002,-0.087101919,0.145272076,0.942613425,-0.067919918,0,0.067136336
10/4/2002,-0.085016756,0.144977943,0.939910318,-0.06660655,0,0.066735045
10/7/2002,-0.083549069,0.144537394,0.936872942,-0.064472742,0,0.066611475
10/8/2002,-0.08436887,0.144772625,0.936505152,-0.063832616,0,0.066923709
10/9/2002,-0.031069662,0.752804043,0.355718364,-0.040454304,-0.03466824,-0.002330202
10/10/2002,-0.032779398,0.7546095,0.356290251,-0.04162136,-0.034186168,-0.002312826
10/11/2002,-0.034470916,0.757233326,0.356640258,-0.042558474,-0.034490655,-0.00235354
10/15/2002,-0.03700552,0.761337575,0.35738874,-0.043302381,-0.036003732,-0.002414682
10/16/2002,-0.035382514,0.760253273,0.356690389,-0.042857844,-0.036296695,-0.00240661
10/17/2002,-0.036834167,0.763057448,0.356788789,-0.043581707,-0.037005714,-0.002424648
10/18/2002,-0.0373117,0.763707084,0.357250625,-0.043508816,-0.037715654,-0.00242154
10/21/2002,-0.038235056,0.764889262,0.35672167,-0.043375084,-0.037640961,-0.002359831
10/22/2002,-0.037613252,0.763520294,0.356465887,-0.042680587,-0.037352027,-0.002340314
10/23/2002,-0.038603897,0.7650645,0.356711279,-0.042656313,-0.038164499,-0.00235107
10/24/2002,-0.037590895,0.763649703,0.357492617,-0.043102609,-0.038098927,-0.002349889
10/25/2002,-0.038778,0.76448602,0.358477977,-0.043762787,-0.038121602,-0.002301608
10/28/2002,-0.038054365,0.763946221,0.358322897,-0.043393986,-0.038513049,-0.002307718
10/29/2002,-0.037148111,0.761649763,0.358534492,-0.042879114,-0.037883696,-0.002273334
10/30/2002,-0.038177097,0.76222672,0.359072922,-0.043013895,-0.037825856,-0.002282794
10/31/2002,-0.03824602,0.762676505,0.359222764,-0.043087569,-0.038271109,-0.002294571
11/1/2002,-0.039456003,0.764185834,0.359363805,-0.043588039,-0.03820922,-0.002296378
11/4/2002,-0.040647918,0.766144984,0.360158292,-0.044297878,-0.039075234,-0.002282246
11/5/2002,-0.040825073,0.766141922,0.360409736,-0.04451629,-0.038966095,-0.002244201
11/6/2002,-0.041453839,0.766497019,0.361542117,-0.044892861,-0.0394682,-0.002224236
11/7/2002,-0.039687373,0.764069963,0.3617956,-0.044393764,-0.039590253,-0.002194173
11/8/2002,-0.038900203,0.763369818,0.361270872,-0.044001802,-0.039548637,-0.002190047
11/12/2002,-0.038553931,0.763096052,0.360336171,-0.044008698,-0.038689724,-0.00217987
11/13/2002,-0.038919111,0.762755873,0.360454607,-0.04357152,-0.038575042,-0.002144807
11/14/2002,-0.040878436,0.765620446,0.360934374,-0.044605213,-0.03890597,-0.002165202
11/15/2002,-0.04103029,0.766080369,0.361241435,-0.044483185,-0.039622104,-0.002186225
11/18/2002,-0.040364217,0.765068446,0.361523721,-0.044239765,-0.039744362,-0.002243823
11/19/2002,-0.039522504,0.764144393,0.361123781,-0.044150136,-0.039360503,-0.002235032
11/20/2002,-0.04131077,0.766592342,0.360892466,-0.044451496,-0.039455134,-0.002267408
11/21/2002,-0.04333253,0.76855435,0.362125069,-0.044838642,-0.04021444,-0.002293806
11/22/2002,-0.043270419,0.769305544,0.361868257,-0.04510928,-0.040479185,-0.002314916
11/25/2002,-0.043731879,0.76978579,0.362165828,-0.045136608,-0.040795502,-0.00228763
11/26/2002,-0.041978623,0.76760491,0.361829498,-0.044857257,-0.040320131,-0.002278398
11/27/2002,-0.043652571,0.770412837,0.361747119,-0.045521808,-0.040673686,-0.002311891
11/29/2002,-0.043217695,0.770003359,0.362023542,-0.045344648,-0.041158876,-0.002305683
12/2/2002,-0.043442954,0.770582055,0.36255396,-0.045865372,-0.041491451,-0.002336237
12/3/2002,-0.042118135,0.769570436,0.361850085,-0.045507087,-0.041474127,-0.002321172
12/4/2002,-0.041258624,0.76785607,0.361694682,-0.045261391,-0.040741814,-0.002288922
12/5/2002,-0.040550697,0.766905724,0.361801693,-0.045184311,-0.040661595,-0.002310814
12/6/2002,-0.041005053,0.766965921,0.361886795,-0.045060578,-0.040497532,-0.002289553
12/9/2002,-0.038862351,0.765402114,0.361334744,-0.04512993,-0.040453054,-0.002291522
12/10/2002,-0.039542527,0.765647157,0.361329609,-0.044974787,-0.040127028,-0.002332424
12/11/2002,-0.039607575,0.765071043,0.361672806,-0.044822856,-0.039989605,-0.002323812
12/12/2002,-0.039743548,0.765576738,0.36166998,-0.044882662,-0.04024949,-0.002371019
12/13/2002,-0.038357164,0.764790639,0.360675755,-0.044576692,-0.040130075,-0.002402464
12/16/2002,-0.039815344,0.766600692,0.360826629,-0.045075345,-0.040057988,-0.002478644
12/17/2002,-0.039675512,0.766268006,0.360797274,-0.044591521,-0.040333219,-0.002465027
12/18/2002,-0.038530904,0.764749986,0.360582451,-0.044169876,-0.040150972,-0.002480686
12/19/2002,-0.038176081,0.763608249,0.361228575,-0.044032127,-0.040164583,-0.002464033
12/20/2002,-0.038484124,0.764110389,0.361527616,-0.044241227,-0.040443705,-0.00246895
12/23/2002,-0.039216515,0.764832244,0.361603207,-0.04457719,-0.040109647,-0.0025321
12/24/2002,-0.038813876,0.764013933,0.361672462,-0.044566746,-0.039765534,-0.002540238
12/27/2002,-0.037694213,0.762150552,0.361842492,-0.044298169,-0.039463467,-0.002537194
12/30/2002,-0.037319528,0.761483617,0.361608606,-0.044468746,-0.038845354,-0.002458595
12/31/2002,-0.037112786,0.761625952,0.361332464,-0.044536969,-0.038866414,-0.002442247
1/2/2003,-0.03896973,0.76478821,0.361126856,-0.04504174,-0.039386421,-0.002517174
1/3/2003,-0.039172004,0.765667621,0.361794961,-0.045478517,-0.040228663,-0.002583399
1/6/2003,-0.040357482,0.767323807,0.362337946,-0.04603337,-0.040748191,-0.00252271
1/7/2003,-0.040666331,0.766404472,0.362389683,-0.045247678,-0.040398408,-0.002481739
1/8/2003,-0.039413155,0.764939775,0.361955411,-0.044655345,-0.04036557,-0.002461117
1/9/2003,-0.040814271,0.767595032,0.361111313,-0.044929357,-0.040425252,-0.002537465
1/10/2003,-0.041234304,0.767667549,0.361199808,-0.04451543,-0.040613991,-0.002503633
1/13/2003,-0.041063278,0.767288244,0.361787108,-0.044306806,-0.041174589,-0.002530679
