Date,S&P500,Interest_rate,nav,rebalancing,stoploss,return,benchmark,benchmark_return,Annu_return,algo_volatility,xret,ex_return,sharpe,IR,sortino,hit_rate,VaR,CVaR,max_drawdown_ret,max_drawdown_start,max_drawdown_end
2001-09-27,1431.2900390625,2.5999999046325684,1.0,1.0,,0.0,1.0,,0.0,,-0.00010399999882793054,,,,-15.811388300841896,0.0,-0.0,,0.0,,
2001-09-28,1462.68994140625,2.5899999141693115,0.9970800405743151,,,-0.0029242308241085335,1.0219382047653198,0.021938204765319824,-0.3655288530135667,0.03269389452303456,-0.0030278308198906667,-0.02486243558942836,-16.936203288706224,,-12.435948088647935,0.0,0.043924341589207376,0.04623614904127092,0.0029199594256849037,,
2001-10-01,1459.3299560546875,2.5999999046325684,0.9990010982815396,,,0.001924829870841203,1.0195906162261963,-0.002297192346304655,-0.08328341277227753,0.038605637308373034,0.0018208298720132725,0.004222022217145858,-3.4662063684972804,-11.220893051864957,-4.896158405631306,0.3333333333333333,0.04161253413714383,0.04623614904127092,0.0029199594256849037,,
2001-10-02,1477.2900390625,2.5924999713897705,1.0011039984294055,,,0.0021027904245580417,1.0321388244628906,0.012307104654610157,0.06896184195566946,0.03693852599547797,0.0019990904207385016,-0.010204314230052115,1.3444174872102193,-13.69114420979555,-0.8291407067636607,0.25,0.039300726685080285,0.04623614904127092,0.0029199594256849037,,
2001-10-03,1507.030029296875,2.5,0.9990815789372114,,,-0.0020222325411101572,1.052917242050171,0.020131416618824005,-0.0459421534909723,0.035880351035503945,-0.0021222325385839447,-0.02215364915993416,-2.235241432138052,-18.222571904632392,-3.8686230540642925,0.2,0.04338378002143493,0.04623614904127092,0.0029199594256849037,,
2001-10-04,1503.31005859375,2.5,0.9979403553936449,,,-0.0011429255214250352,1.0503182411193848,-0.0024683810770511627,-0.08590702463518672,0.03268412848093947,-0.0012429255188988228,0.0013254555556261275,-3.7403256045535587,-13.823831320301842,-5.330928961474691,0.3333333333333333,0.04267068776647592,0.04623614904127092,0.0031601542304534555,,
2001-10-05,1506.1099853515625,2.481250047683716,0.9973831501860276,,,-0.0005585111592615543,1.052274465560913,0.0018625063821673393,-0.09358141966092984,0.0298640136221581,-0.000657761165576387,-0.0024210175414288936,-4.309830218799387,-12.74323369021437,-6.064676669083779,0.2857142857142857,0.041957595511516926,0.04623614904127092,0.003716744962776411,,
2001-10-09,1485.6300048828125,2.4312500953674316,0.9966648619745823,,,-0.0007204322444918513,1.0379657745361328,-0.01359786931425333,-0.10439724984368395,0.027716317696662055,-0.0008176822501296125,0.01287743706976148,-5.008053368105439,-7.226973824421494,-6.808129245464547,0.375,0.04124450325655792,0.04623614904127092,0.004434241059657722,,
2001-10-10,1519.77001953125,2.430000066757202,0.9937039527953117,,,-0.0029752389019299243,1.0618183612823486,0.02298012748360634,-0.17544308047021695,0.029221231067640168,-0.003072438907186961,-0.025955366385536263,-7.290537852256276,-9.650497830925488,-8.02031652289712,0.3333333333333333,0.04672005415621906,0.0470426575661845,0.007391885004658311,,
2001-10-11,1542.97998046875,2.430000066757202,0.9879270549611222,,,-0.005830464073994588,1.0780344009399414,0.015271952375769615,-0.30366037427306003,0.037637637125787604,-0.005927664079251624,-0.021102416449764204,-9.2160570320142,-11.427625775057837,-8.51917917160451,0.3,0.07187244820120338,0.092187731448037,0.013162412185902818,,
2001-10-12,1534.8599853515625,2.456249952316284,0.9887815279442812,,,0.000864541231590894,1.0723612308502197,-0.005262513179332018,-0.2564062213484433,0.03705647816766501,0.0007662912328905546,0.006127054410922912,-7.9725821513453985,-9.457737346255472,-7.52188882302328,0.36363636363636365,0.06961519450711075,0.092187731448037,0.013162412185902818,,
2001-10-15,1532.52001953125,2.4312500953674316,0.9916552717793067,,,0.0029021333600810027,1.0707263946533203,-0.001524520106613636,-0.1745779245677188,0.039620065145231725,0.0028048833544432415,0.004426653466694639,-5.264019048130368,-8.220924127030997,-5.794917423272624,0.4166666666666667,0.06735794081301812,0.092187731448037,0.013162412185902818,,
2001-10-16,1543.1500244140625,2.4200000762939453,0.9916154047451696,,,-4.020332132604991e-05,1.0781532526016235,0.006936280056834221,-0.16192199424185677,0.03804295036361558,-0.0001370033235372891,-0.006976483378160271,-5.114879972502945,-8.577444256076975,-5.855243403114226,0.38461538461538464,0.0651006871189255,0.092187731448037,0.013162412185902818,,
2001-10-17,1514.5,2.4100000858306885,0.9941856952121828,,,0.002588670035893104,1.0581363439559937,-0.018565921112895012,-0.1041298868693473,0.03902529772763653,0.0024922700294517045,0.021154591148788114,-3.431844485455892,-5.298245650811555,-4.563305868718046,0.42857142857142855,0.06284343342483288,0.092187731448037,0.013162412185902818,,
2001-10-18,1502.6099853515625,2.390000104904175,0.9950982538683513,,,0.0009174745722984089,1.049829125404358,-0.007850801572203636,-0.08189665153975066,0.03799801337683381,0.0008218745719486041,0.008768276144502044,-2.90786272518374,-4.269388156912124,-4.066283826448092,0.4666666666666667,0.06058617973074024,0.092187731448037,0.013162412185902818,,
2001-10-19,1509.4599609375,2.3662500381469727,0.9933279635188784,,,-0.0017805949265013478,1.0546150207519531,0.004558737389743328,-0.1045999065450998,0.0371561628486482,-0.001875244934169299,-0.006339332316244676,-3.596463261043105,-4.597689452244484,-4.669571453569812,0.4375,0.058328926036647626,0.092187731448037,0.013162412185902818,,
2001-10-22,1532.550048828125,2.3524999618530273,0.9917337467092799,,,-0.0016062141989145072,1.0707473754882812,0.01529691368341446,-0.12206776790883668,0.036263518039007285,-0.0017003141951185295,-0.016903127882328967,-4.172566507634049,-5.53969015203172,-5.181558343582901,0.4117647058823529,0.056071672342554994,0.092187731448037,0.013162412185902818,,
2001-10-23,1525.3499755859375,2.3499999046325684,0.9914083932328853,,,-0.0003281191728628473,1.0657168626785278,-0.004698132164776325,-0.11984343598144086,0.03518584255378436,-0.00042211916830542026,0.004370012991913478,-4.225875578619107,-5.008650307962034,-5.340265152463368,0.4444444444444444,0.05381441864846237,0.092187731448037,0.013162412185902818,,
2001-10-24,1525.9599609375,2.3299999237060547,0.9913811895140516,,,-2.7439844421323425e-05,1.0661430358886719,0.0003998934698756784,-0.11389693730375086,0.0342337661557996,-0.00012063983377230171,-0.00042733331429700185,-4.155980683172485,-4.884727437910198,-5.401915344729559,0.42105263157894735,0.051557164954369746,0.092187731448037,0.013162412185902818,,
2001-10-25,1546.9000244140625,2.309999942779541,0.9914625819003049,,,8.209662049262108e-05,1.0807732343673706,0.013722547329962254,-0.10717588268240555,0.03337488476472799,-1.030337731867774e-05,-0.013640450709469632,-4.0479868221982205,-5.555695991621965,-5.42632427386021,0.4,0.049299911260277114,0.092187731448037,0.013162412185902818,,
2001-10-26,1553.260009765625,2.2799999713897705,0.991699306540052,,,0.00023873456045245788,1.085216760635376,0.00411143247038126,-0.09923019112071413,0.03261122573003024,0.0001475345645025935,-0.003872697909928802,-3.88517358742028,-5.6536493977170315,-5.40050210360007,0.38095238095238093,0.0470426575661845,0.092187731448037,0.013162412185902818,,
2001-10-29,1516.3900146484375,2.2699999809265137,0.9968454401067584,,,0.005175790048082767,1.0594568252563477,-0.023737134411931038,-0.03590393188701385,0.03695603462086511,0.005084990047902743,0.028912924460013804,-1.6677612341263184,-3.279221249047129,-3.683926948595039,0.4090909090909091,0.04700233213993882,0.06961519450711075,0.013162412185902818,,
2001-10-30,1490.43994140625,2.2300000190734863,1.001558021551035,,,0.004716355100707458,1.0413262844085693,-0.017113052308559418,0.016921837985328685,0.03950190778199782,0.004627155098158708,0.021829407409266876,-0.18932483640349942,-1.9596994924514821,-2.2519869413346756,0.43478260869565216,0.04696200671369314,0.06961519450711075,0.013162412185902818,,
2001-10-31,1490.5799560546875,2.200000047683716,1.0038370008013333,,,0.0022728491952631585,1.0414241552352905,9.398670226801187e-05,0.03989227385326456,0.03928372102565505,0.0021848491945758424,0.0021788624929951466,0.4092007561189662,-1.8115258759611736,-1.6293308743622013,0.4583333333333333,0.04692168128744746,0.06961519450711075,0.013162412185902818,,
2001-11-01,1524.9599609375,2.2100000381469727,1.0023694906635707,,,-0.0014629704427200248,1.0654443502426147,0.023064756765961647,0.02366687847193373,0.038797379238147627,-0.0015513704464531382,-0.024527727208681672,-0.010454761452009092,-2.7621772270640506,-2.092992801343025,0.44,0.04688135586120178,0.06961519450711075,0.013162412185902818,,
2001-11-02,1529.3499755859375,2.200000047683716,0.9992768165828826,,,-0.0030901328875801927,1.0685116052627563,0.002878850558772683,-0.00695620231141173,0.03927538122401469,-0.0031781328882675088,-0.005968983446352875,-0.8031592658825458,-2.959103581234027,-2.8273832875243654,0.4230769230769231,0.04840513263159531,0.07052351121738464,0.013162412185902818,,
2001-11-05,1551.3900146484375,2.1649999618530273,0.9984274617462272,,,-0.000850330949427463,1.083910346031189,0.01441139355301857,-0.014571999905687805,0.038593918564710755,-0.000936930946730446,-0.015261724502446034,-1.0155316542067432,-3.4942409578876417,-3.0917766450599444,0.4074074074074074,0.04831430096056792,0.07052351121738464,0.013162412185902818,,
2001-11-06,1573.9300537109375,2.134999990463257,0.9980398786730851,,,-0.00038826888891638537,1.0996583700180054,0.01452889945358038,-0.01751825784580954,0.03788530641715043,-0.0004736688843579339,-0.014917168342496765,-1.110568015858068,-3.9884621988754754,-3.247993147243743,0.39285714285714285,0.04822346928954053,0.07052351121738464,0.013162412185902818,,
2001-11-07,1570.1600341796875,2.0,1.0011823127802262,,,0.003143659277617626,1.0970243215560913,-0.0023953334894031286,0.010186331024887564,0.03838060691881984,0.0030636592723626383,0.005538992767020755,-0.3575177109909276,-3.672115239646508,-2.4822881712791247,0.41379310344827586,0.04813263761851314,0.07052351121738464,0.013162412185902818,,
2001-11-08,1574.0899658203125,1.9987499713897705,0.998253028726948,,,-0.0029301134057840997,1.0997700691223145,0.002502904972061515,-0.014570825057476186,0.038675902697154006,-0.003010063403382405,-0.005433018377845615,-1.0023438141859142,-3.8158646810317887,-3.0815898240255324,0.4,0.048041805947485756,0.07052351121738464,0.013162412185902818,,
2001-11-09,1576.6099853515625,2.016249895095825,0.9967725763433802,,,-0.001484144014545504,1.1015307903289795,0.001600990304723382,-0.026069701785827796,0.03824082109095961,-0.0015647940101979972,-0.0030851343192688863,-1.3160140230004764,-3.8683290346578425,-3.4201467136037964,0.3870967741935484,0.04795097427645837,0.07052351121738464,0.013162412185902818,,
2001-11-13,1603.280029296875,2.0112500190734863,0.9923461898357535,,,-0.004450607866500102,1.1201642751693726,0.01691599003970623,-0.060025397562052725,0.039531887242307065,-0.004531057867905654,-0.021366597906206333,-2.1429158923794347,-4.481717050859238,-4.0459839168461995,0.375,0.05853924016110931,0.08127901030002582,0.013162412185902818,,
2001-11-14,1606.6400146484375,2.021250009536743,0.988187619928369,,,-0.00419944966188062,1.122511863708496,0.0020957537926733494,-0.0900204587107831,0.04040661369815434,-0.004280299666331969,-0.006295203454553969,-2.8477061902600562,-4.6337025874814,-4.573478915270274,0.36363636363636365,0.06798759321310606,0.08127901030002582,0.015589563704537556,,
2001-11-15,1608.0899658203125,2.0999999046325684,0.9815993706749553,,,-0.006689326157501214,1.1235249042510986,0.0009024764876812696,-0.1365590199067984,0.04333327550487994,-0.006773326156834387,-0.007591802645182484,-3.743756519962772,-4.82472154947922,-5.069022194824388,0.35294117647058826,0.07800639395562246,0.09897763239763369,0.02215263046553015,,
2001-11-16,1603.1700439453125,2.1387500762939453,0.9781813201157277,,,-0.0034882005329085752,1.1200875043869019,-0.003059478010982275,-0.15757305171595112,0.04340929266666652,-0.0035737505367682554,-0.0004287225219263002,-4.226075825907182,-4.762806356820777,-5.439881108742609,0.34285714285714286,0.07691552184082134,0.09897763239763369,0.02555761609217978,,
2001-11-19,1620.6600341796875,2.1500000953674316,0.9795813265296159,,,0.001430210812255816,1.1323071718215942,0.010909564793109894,-0.14326400297206487,0.043127850394811415,0.0013442108122455713,-0.009479353980854078,-3.9139252649012817,-5.005163067400548,-5.137677429330585,0.3333333333333333,0.07582464972602022,0.09897763239763369,0.02555761609217978,,
2001-11-20,1608.9000244140625,2.1131300926208496,0.9802303280304051,,,0.0006623100980168752,1.1240907907485962,-0.007256318349391222,-0.13491693466189503,0.042645705287145765,0.0005777848909592799,0.007918628447408097,-3.7567070684620534,-4.617211164809375,-4.961389347516998,0.35135135135135137,0.0747337776112191,0.09897763239763369,0.02555761609217978,,
2001-11-21,1601.02001953125,2.130000114440918,0.9771812304792922,,,-0.0031154409036377,1.1185853481292725,-0.004897684790194035,-0.15186281074735636,0.0425811230782107,-0.003200640912108265,0.0017822438865563346,-4.163679558620786,-4.4852292853003695,-5.281022665431673,0.3684210526315789,0.07364290549641798,0.09897763239763369,0.026553883051494045,,
2001-11-23,1619.780029296875,2.15625,0.9746511428599441,,,-0.002592526972099142,1.1316924095153809,0.011717533692717552,-0.16458765516472634,0.042316631422816005,-0.0026787769667370523,-0.014310060664816694,-4.4923335274917,-4.844211691340472,-5.549449814582302,0.358974358974359,0.07255203338161686,0.09897763239763369,0.029074299829644618,,
2001-11-26,1629.760009765625,2.155630111694336,0.9726040409150886,,,-0.002102552059999152,1.1386650800704956,0.006161277182400227,-0.17361391416060287,0.04192633678193704,-0.002188777265449471,-0.008263829242399379,-4.75009712615341,-5.034651309989797,-5.770929966060299,0.35,0.07146116126681575,0.09897763239763369,0.03111357706610974,,
2001-11-27,1618.6199951171875,2.1675000190734863,0.9724081200852988,,,-0.00020145974856185592,1.130881905555725,-0.006835350301116705,-0.17060784155035558,0.041416835399989714,-0.0002881597539022458,0.006633890552554849,-4.732718234837206,-4.724932040085059,-5.804384880895948,0.36585365853658536,0.07037028915201463,0.09897763239763369,0.03130874902095242,,
2001-11-28,1589.3800048828125,2.096250057220459,0.9770001144773904,,,0.0047111762472517305,1.1104527711868286,-0.01806478202342987,-0.13850303432742017,0.04297298079687229,0.004627326249060731,0.0227759582706816,-3.8015640590721387,-3.7827494946152758,-5.115754955830716,0.38095238095238093,0.0701717311571056,0.08944185131576067,0.03130874902095242,,
2001-11-29,1605.989990234375,2.081249952316284,0.9798407959986616,,,0.0029033361899688734,1.1220576763153076,0.010450606234371662,-0.11840217195952159,0.04326897571681343,0.0028200861963465704,-0.007547270044402789,-3.302795802825625,-3.9478644534283904,-4.68460284673897,0.37209302325581395,0.06997317316219653,0.08944185131576067,0.03130874902095242,,
2001-11-30,1604.9200439453125,2.0318799018859863,0.9809735003091402,,,0.0011553408587515433,1.1213101148605347,-0.0006662415689788759,-0.10914677680844415,0.04293880759142333,0.0010740656618891363,0.0018215824277304192,-3.107695694366437,-3.8436612607300598,-4.48607986464854,0.38636363636363635,0.06977461516728749,0.08944185131576067,0.03130874902095242,,
2001-12-03,1591.47998046875,2.007499933242798,0.9818759895469504,,,0.0009195705590982935,1.1119199991226196,-0.008374236524105072,-0.10161256755104377,0.04256824595853389,0.0008392705588349154,0.009293807083203365,-2.953360456971375,-3.505285386450323,-4.324475344791995,0.4,0.06957605717237844,0.08944185131576067,0.03130874902095242,,
2001-12-04,1612.469970703125,2.0,0.9813230117725594,,,-0.0005633435924158187,1.1265850067138672,0.013188905082643032,-0.10246524865002007,0.0420941972549035,-0.0006433435976708063,-0.01375224867505885,-3.0049852852650027,-3.811174198349627,-4.408898975634171,0.391304347826087,0.0693774991774694,0.08944185131576067,0.03130874902095242,,
2001-12-05,1649.0,1.9812500476837158,0.9699878132268691,,,-0.011618165495668676,1.1521074771881104,0.02265472151339054,-0.1620838896131509,0.04900638012575431,-0.011697415495212794,-0.034272887009059214,-3.810101172713745,-4.417992118433807,-4.628978053835324,0.3829787234042553,0.08564249875923029,0.12721819693024267,0.033719804656974585,,
2001-12-06,1644.47998046875,2.0199999809265137,0.9661533476668241,,,-0.003960941124288013,1.1489495038986206,-0.0027410404291003942,-0.179337043601877,0.04906811364288623,-0.004041741128358638,-0.0012199006951876187,-4.159165518052352,-4.399447690751156,-4.896876323423585,0.375,0.08455162664442917,0.12721819693024267,0.0375396136070173,,
2001-12-07,1632.0999755859375,2.0037500858306885,0.9636032501962668,,,-0.0026429229030843146,1.140299916267395,-0.007528257556259632,-0.18916140446247295,0.04874871610746905,-0.0027230729022055186,0.0048853346531753175,-4.388343935477585,-4.215021447681998,-5.091414434914308,0.3877551020408163,0.08346075452962805,0.12721819693024267,0.04007996375203255,,
2001-12-10,1606.22998046875,1.9299999475479126,0.9666881042201293,,,0.003196260132506311,1.1222254037857056,-0.015850665047764778,-0.16939687571069195,0.049051665829234405,0.0031190601340199894,0.01904692518027109,-3.9513108056576978,-3.6060159888031995,-4.743410152762067,0.4,0.08236988241482694,0.12721819693024267,0.04007996375203255,,
2001-12-11,1601.760009765625,1.899999976158142,0.9692573626790467,,,0.0026542689463583194,1.1191023588180542,-0.00278290337882936,-0.15306424605774543,0.04911580783873973,0.002578268942457475,0.005437172325187679,-3.607645525832532,-3.429244722521027,-4.455833093404156,0.4117647058823529,0.08127901030002582,0.12721819693024267,0.04007996375203255,,
2001-12-12,1602.449951171875,1.86312997341156,0.9714467672512513,,,0.002256300141040106,1.119584321975708,0.00043066940270364285,-0.13927310603240367,0.049036945516470656,0.0021817749373678683,0.0018256307383364631,-3.3269163979606127,-3.349310985587735,-4.213005356661503,0.4230769230769231,0.0801881381852247,0.12721819693024267,0.04007996375203255,,
2001-12-13,1577.5799560546875,1.8700000047683716,0.971685378561384,,,0.00024559452824271175,1.1022084951400757,-0.015519890934228897,-0.13548684682310022,0.048594428437730014,0.00017079452620330157,0.01576548546247161,-3.276442188893603,-2.904432978099611,-4.208575361878447,0.4339622641509434,0.07909726607042358,0.12721819693024267,0.04007996375203255,,
2001-12-14,1582.81005859375,1.8949999809265137,0.969734663916175,,,-0.0020095757322039186,1.1058624982833862,0.0033151651732623577,-0.1422814224939869,0.048237281447717245,-0.0020853757345818645,-0.005324740905466276,-3.4411924964284135,-2.9938176227066124,-4.3635722563088395,0.42592592592592593,0.07800639395562245,0.12721819693024267,0.04007996375203255,,
2001-12-17,1598.739990234375,1.9012500047683716,0.9660655804393319,,,-0.003790771161695558,1.1169923543930054,0.010064411908388138,-0.15692526554725786,0.04827963389605718,-0.0038668211587011697,-0.013855183070083696,-3.7428545978330456,-3.249203883076794,-4.60028872870422,0.41818181818181815,0.07691552184082134,0.12721819693024267,0.04007996375203255,,
2001-12-18,1610.8299560546875,1.909999966621399,0.9687265308237453,,,0.0027506335658996836,1.1254392862319946,0.007562210783362389,-0.14184341452900465,0.04836831782905758,0.0026742335662289993,-0.004811577217462705,-3.4192495179540847,-3.3228980293097945,-4.3302457296263235,0.4107142857142857,0.07582464972602022,0.12721819693024267,0.04007996375203255,,
2001-12-19,1620.27001953125,1.902500033378601,0.9714343544306242,,,0.002791341053873627,1.1320347785949707,0.0058603715151548386,-0.1271122096518571,0.04844786272436288,0.002715241049211333,-0.0030690304612812115,-3.1049135049062055,-3.3588581622562677,-4.066481106819659,0.40350877192982454,0.07473377761121909,0.12721819693024267,0.04007996375203255,,
2001-12-20,1606.9200439453125,1.902500033378601,0.9729845178110098,,,0.0015944750700964579,1.122707486152649,-0.008239404298365116,-0.11804788245916793,0.04821906392929021,0.001518375065434164,0.009833879368461574,-2.928315103865737,-3.0954956498092385,-3.9041828519983732,0.41379310344827586,0.07364290549641798,0.12721819693024267,0.04007996375203255,,
