Date,nasdaq100,svx_value,svg_growth,dev_nonus_equity,world_bond,us_bond,reits,emerg_equity,commodity,smallcap
2007-01-03,,,,,,,,,,
2007-01-04,,,,,,,,,,
2007-01-05,,,,,,,,,,
2007-01-08,,,,,,,,,,
2007-01-09,,,,,,,,,,
2007-01-10,0.032272934913635254,-0.004865586757659912,0.0025904178619384766,-0.030482053756713867,-0.001188516616821289,0.0001621246337890625,0.009948492050170898,-0.05825561285018921,-0.040258169174194336,-0.010245561599731445
2007-01-11,0.02339768409729004,0.0014213323593139648,0.006435871124267578,-0.01669400930404663,-0.0004012584686279297,-0.004412472248077393,0.02197432518005371,-0.03622990846633911,-0.03368425369262695,-0.0002751350402832031
2007-01-12,0.03333330154418945,0.013353586196899414,0.01654982566833496,0.007776856422424316,-0.0007954239845275879,-0.004678845405578613,0.041718125343322754,-0.010548591613769531,-0.021500229835510254,0.022631406784057617
2007-01-16,0.03094327449798584,0.013552546501159668,0.013425350189208984,0.010167837142944336,-0.00024712085723876953,-0.003230273723602295,0.05649387836456299,0.006839394569396973,-0.03784710168838501,0.017616748809814453
2007-01-17,0.017848968505859375,0.012576937675476074,0.01365673542022705,0.009729266166687012,0.0018618106842041016,-0.00480276346206665,0.04416251182556152,0.01836848258972168,-0.025538504123687744,0.015009641647338867
2007-01-18,-0.012372314929962158,0.009073972702026367,0.007164359092712402,0.021836280822753906,0.0011899471282958984,-0.0020065903663635254,0.027558445930480957,0.03427398204803467,-0.02987802028656006,0.0034674406051635742
2007-01-19,-0.02073723077774048,0.00576472282409668,0.0035670995712280273,0.01952683925628662,0.0015285015106201172,-0.00048732757568359375,0.02618086338043213,0.02622854709625244,0.017055630683898926,-0.0001251697540283203
2007-01-22,-0.03566223382949829,-0.001794278621673584,-0.009238004684448242,0.008604168891906738,0.003895282745361328,0.0017424821853637695,0.014990091323852539,0.021672487258911133,0.0017638206481933594,-0.01664137840270996
2007-01-23,-0.03747200965881348,-0.0004188418388366699,-0.005158364772796631,0.011107563972473145,0.0030039548873901367,-0.0012993216514587402,0.005146503448486328,0.012021660804748535,0.051622867584228516,-0.0033378005027770996
2007-01-24,-0.013705909252166748,0.010166525840759277,0.0029720067977905273,0.01368558406829834,0.0013031959533691406,0.0001703500747680664,0.01820969581604004,0.024806737899780273,0.04247486591339111,0.007456183433532715
2007-01-25,-0.008881211280822754,6.16312026977539e-05,-0.0036060214042663574,0.011188983917236328,0.0016977787017822266,-0.00414508581161499,0.027917027473449707,0.017762184143066406,0.042035579681396484,0.007995367050170898
2007-01-26,-0.013267993927001953,-0.002527177333831787,-0.009265661239624023,-0.0029966235160827637,0.0005241632461547852,-0.003946661949157715,0.019831418991088867,0.005809664726257324,0.030135035514831543,0.003978729248046875
2007-01-29,-0.0022147297859191895,-0.0002982020378112793,-0.0030517578125,-0.0005346536636352539,-0.0015782713890075684,-0.005233883857727051,0.029537200927734375,-0.00994795560836792,0.007680416107177734,0.0178070068359375
2007-01-30,0.0024585723876953125,0.002097487449645996,-0.0010148286819458008,-0.0007264018058776855,-0.0010163187980651855,-0.002702772617340088,0.031774282455444336,-0.007054448127746582,0.015286445617675781,0.013945817947387695
2007-01-31,-0.005741596221923828,0.0007774829864501953,-0.003510773181915283,-0.006557464599609375,0.0002079010009765625,2.3245811462402344e-05,0.0247652530670166,-0.01572263240814209,0.03179001808166504,0.0099257230758667
2007-02-01,0.007706284523010254,0.017369508743286133,0.013488292694091797,0.009406208992004395,0.0006393194198608398,0.0024150609970092773,0.02206885814666748,-0.00010961294174194336,0.034690141677856445,0.03242838382720947
2007-02-02,0.014190912246704102,0.019234180450439453,0.017576932907104492,0.01933276653289795,0.0010323524475097656,0.003993391990661621,0.02239096164703369,0.019545674324035645,0.03334808349609375,0.030931472778320312
2007-02-05,0.011441826820373535,0.02053236961364746,0.016479969024658203,0.012680888175964355,0.0028067827224731445,0.005960822105407715,0.021889328956604004,0.030546188354492188,0.056368350982666016,0.021888017654418945
2007-02-06,0.008606314659118652,0.015550374984741211,0.011176586151123047,0.013724446296691895,0.002011537551879883,0.007128596305847168,0.028648853302001953,0.032498717308044434,0.017840027809143066,0.020088672637939453
2007-02-07,0.010416865348815918,0.009594321250915527,0.00669705867767334,0.020051956176757812,0.0012627840042114258,0.005483269691467285,0.042318105697631836,0.030083894729614258,-0.009191155433654785,0.020685791969299316
2007-02-08,0.010656237602233887,0.0024764537811279297,0.0007437467575073242,0.000982046127319336,0.0015168190002441406,0.006143331527709961,0.03214454650878906,0.013422012329101562,0.023479580879211426,0.007925152778625488
2007-02-09,-0.007007241249084473,-0.006369948387145996,-0.007935941219329834,0.0038568973541259766,0.0011157989501953125,0.0026929378509521484,0.01679849624633789,0.004936814308166504,0.016031622886657715,-0.004932105541229248
2007-02-12,-0.009451985359191895,-0.008638501167297363,-0.010222077369689941,0.0011355876922607422,5.3882598876953125e-05,0.00039398670196533203,-0.0029808878898620605,-0.011062383651733398,-0.01364600658416748,-0.0036184191703796387
2007-02-13,-0.005153238773345947,-0.0008102059364318848,-0.004442453384399414,0.0023033618927001953,-0.0006152987480163574,-0.0018581151962280273,0.0016765594482421875,-0.014440357685089111,0.0058890581130981445,-0.000459134578704834
2007-02-14,0.0022253990173339844,0.0052433013916015625,0.001961231231689453,0.011841177940368652,-2.3126602172851562e-05,0.001317143440246582,-0.023957252502441406,-0.0001830458641052246,0.0025953054428100586,-0.003193676471710205
2007-02-15,0.007108330726623535,0.0071784257888793945,0.004496455192565918,0.023239970207214355,0.0009763240814208984,0.002140522003173828,-0.011438369750976562,0.011114358901977539,-0.01596224308013916,0.0001201629638671875
2007-02-16,0.020139694213867188,0.013850569725036621,0.010364055633544922,0.017838239669799805,0.001376032829284668,0.004993319511413574,-0.0036182403564453125,0.014012694358825684,-0.004075169563293457,0.014019250869750977
2007-02-20,0.031089305877685547,0.01938164234161377,0.017275094985961914,0.02590024471282959,0.001560807228088379,0.006795763969421387,0.023535609245300293,0.026967406272888184,0.014499306678771973,0.026542186737060547
2007-02-21,0.031006574630737305,0.00840294361114502,0.0101548433303833,0.01233065128326416,0.003193974494934082,0.006759166717529297,0.0022884607315063477,0.02441990375518799,0.012764453887939453,0.021345973014831543
2007-02-22,0.017278432846069336,-0.0005522370338439941,0.0021134614944458008,0.001154184341430664,0.002145528793334961,0.0010769367218017578,0.003300189971923828,0.01664102077484131,0.04517638683319092,0.01823568344116211
2007-02-23,0.00897216796875,-0.004902243614196777,-0.0027511119842529297,0.002900242805480957,0.0015052556991577148,0.0019898414611816406,-0.01986485719680786,0.0053784847259521484,0.04977142810821533,0.013319611549377441
2007-02-26,0.004995942115783691,-0.004475653171539307,-0.0039789676666259766,0.009793400764465332,0.002556443214416504,0.003686070442199707,-0.02154850959777832,0.003521442413330078,0.034606218338012695,0.0063974857330322266
2007-02-27,-0.041838645935058594,-0.04211914539337158,-0.04093664884567261,-0.007997214794158936,0.003922939300537109,0.0072869062423706055,-0.06185048818588257,-0.026590287685394287,0.042253971099853516,-0.037703633308410645
2007-02-28,-0.04212862253189087,-0.03491884469985962,-0.034791767597198486,-0.022867918014526367,0.0040198564529418945,0.005984783172607422,-0.049483656883239746,-0.04484909772872925,0.021660327911376953,-0.040142953395843506
2007-03-01,-0.050310373306274414,-0.03516340255737305,-0.037992238998413086,-0.034432947635650635,0.004366159439086914,0.0074460506439208984,-0.05290389060974121,-0.06540024280548096,0.00472569465637207,-0.04341244697570801
2007-03-02,-0.06182295083999634,-0.042860567569732666,-0.04545176029205322,-0.04506200551986694,0.0044553279876708984,0.006609678268432617,-0.056101202964782715,-0.06662130355834961,-0.008863329887390137,-0.057916343212127686
2007-03-05,-0.06426888704299927,-0.05368751287460327,-0.05005383491516113,-0.06868964433670044,0.004372239112854004,0.004437685012817383,-0.08630651235580444,-0.10232770442962646,-0.029129445552825928,-0.0720679759979248
2007-03-06,-0.00790560245513916,-0.003224790096282959,-0.0019360184669494629,-0.041686415672302246,0.0027529001235961914,-0.0002664923667907715,-0.022374272346496582,-0.05136418342590332,-0.01623523235321045,-0.01865285634994507
2007-03-07,-0.01450347900390625,-0.012323856353759766,-0.008689820766448975,-0.01543968915939331,0.0023000240325927734,0.0029441118240356445,-0.04553443193435669,-0.032706499099731445,-0.0012676715850830078,-0.01997387409210205
2007-03-08,-0.004003465175628662,-0.002373039722442627,0.0006425380706787109,0.004200339317321777,0.002292037010192871,0.0029364824295043945,-0.02112799882888794,0.0006121397018432617,-0.0015882253646850586,-0.009521722793579102
2007-03-09,0.01083993911743164,0.011681914329528809,0.01090538501739502,0.009786605834960938,0.0012139081954956055,-0.0018129348754882812,0.011658430099487305,0.013366103172302246,-0.012914597988128662,0.012794137001037598
2007-03-12,0.025383353233337402,0.02693653106689453,0.020162224769592285,0.03482353687286377,0.00025916099548339844,-4.57763671875e-05,0.05682873725891113,0.06063878536224365,-0.004371941089630127,0.03612565994262695
