Date,nasdaq100,mk,us_bond
2002-10-04,4.45644250097175e-06,0.1404208425983907,0.8595747009591084
2002-10-07,4.391740007612922e-06,0.140805768573771,0.8591898396862214
2002-10-08,4.436320075514428e-06,0.1408549636325417,0.8591406000473827
2002-10-09,4.405365607444339e-06,0.1411236031856623,0.8588719914487302
2002-10-10,4.6412523991189765e-06,0.14095242188426466,0.8590429368633361
2002-10-11,4.8764393159001335e-06,0.14086868180020293,0.859126441760481
2002-10-15,5.225161825948803e-06,0.14068290027855979,0.8593118745596141
2002-10-16,5.004589152533379e-06,0.14088677311450318,0.8591082222963441
2002-10-17,5.208436991168252e-06,0.14089328835045492,0.8591015032125536
2002-10-18,5.269991477800651e-06,0.1407545158163098,0.8592402141922121
2002-10-21,5.407176310479736e-06,0.14095137107783232,0.8590432217458568
2002-10-22,5.322644732285139e-06,0.14101817060340627,0.858976506751861
2002-10-23,5.459437697667771e-06,0.14096058668210099,0.8590339538802008
2002-10-24,5.3063375599468286e-06,0.14067255684435181,0.8593221368180876
2002-10-25,5.460791846319817e-06,0.1403687874637422,0.8596257517444107
2002-10-28,5.361032897998003e-06,0.14039689557835425,0.8595977433887468
2002-10-29,5.230994456047105e-06,0.14027841064824195,0.8597163583573012
2002-10-30,5.368791191221696e-06,0.140124255262313,0.859870375946495
2002-10-31,5.3765659572306695e-06,0.14007215368288103,0.8599224697511608
2002-11-01,5.5445508247815655e-06,0.14006200950514772,0.8599324459440265
2002-11-04,5.700846536523724e-06,0.13985026903075148,0.860144030122711
2002-11-05,5.72218702489259e-06,0.13977669893636374,0.8602175788766103
2002-11-06,5.7944597406973066e-06,0.1394289396849693,0.8605652658552889
2002-11-07,5.5446410962475295e-06,0.13927606270054096,0.8607183926583617
2002-11-08,5.4416793730448304e-06,0.13941555424603924,0.8605790040745865
2002-11-12,5.405460778967441e-06,0.13969715588789425,0.8602974386513257
2002-11-13,5.455108481283789e-06,0.1396591644730054,0.8603353804185122
2002-11-14,5.722648075931556e-06,0.13957974712905702,0.860414530222866
2002-11-15,5.739619599926264e-06,0.13949043567304384,0.8605038247073551
2002-11-18,5.642796711545886e-06,0.13937444261917384,0.8606199145841136
2002-11-19,5.5306298510960595e-06,0.13947053314484714,0.8605239362253008
2002-11-20,5.783677383297037e-06,0.13960431337051799,0.8603899029520977
2002-11-21,6.0483308270622335e-06,0.13928404366669395,0.860709908002478
2002-11-22,6.0433062589685625e-06,0.13937539979775201,0.8606185568959881
2002-11-25,6.103276205397373e-06,0.13929929744269548,0.8606945992810983
2002-11-26,5.86383725996498e-06,0.13932860993166823,0.8606655262310711
2002-11-27,6.098299368435475e-06,0.1394347859990922,0.8605591157015386
2002-11-29,6.033671162740178e-06,0.1393300948183269,0.8606638715105096
2002-12-02,6.057321379248207e-06,0.13917732616499484,0.8608166165136253
2002-12-03,5.882784268146457e-06,0.13935874228728806,0.8606353749284431
2002-12-04,5.765190620178149e-06,0.13936167101891092,0.8606325637904682
2002-12-05,5.665009338950684e-06,0.13929866903914462,0.8606956659515157
2002-12-06,5.7272984263668536e-06,0.13927428400137273,0.8607199887002002
2002-12-09,5.4356020709822814e-06,0.13938726102607074,0.8606073033718574
2002-12-10,5.530759476793695e-06,0.13939589744730277,0.8605985717932197
2002-12-11,5.535389778861616e-06,0.13927320008676294,0.8607212645234575
2002-12-12,5.554383218367555e-06,0.13928140319933002,0.8607130424174511
2002-12-13,0.0,0.1404214683785904,0.8595785316214095
2002-12-16,0.0,0.14041563519990907,0.8595843648000908
2002-12-17,0.0,0.14041550413596926,0.8595844958640305
2002-12-18,0.0,0.14043763440175952,0.8595623655982402
2002-12-19,0.0,0.1402049787563508,0.859795021243649
2002-12-20,0.0,0.14012157063807162,0.8598784293619283
2002-12-23,0.0,0.14011300418590694,0.859886995814093
2002-12-24,0.0,0.14006825308547266,0.8599317469145273
2002-12-27,0.0,0.1399599756409781,0.8600400243590219
2002-12-30,0.0,0.14001252986702326,0.8599874701329767
2002-12-31,0.0,0.14010259702105451,0.8598974029789455
2003-01-02,0.0,0.14025298788376106,0.8597470121162388
2003-01-03,0.0,0.14005830967885782,0.8599416903211422
2003-01-06,0.0,0.13992579897694687,0.8600742010230531
2003-01-07,0.0,0.13989078689901138,0.8601092131009885
2003-01-08,0.0,0.13997980448297148,0.8600201955170285
2003-01-09,0.0,0.14031805934380012,0.8596819406561999
2003-01-10,0.0,0.14029732013083848,0.8597026798691616
2003-01-13,0.0,0.14010362565815893,0.8598963743418411
2003-01-14,0.0,0.1399272926321764,0.8600727073678237
2003-01-15,0.0,0.1399382126421478,0.8600617873578522
2003-01-16,0.0,0.14006963461553454,0.8599303653844654
2003-01-17,0.0,0.14031762730407302,0.859682372695927
2003-01-21,0.0,0.14038349763616204,0.8596165023638378
2003-01-22,0.0,0.14032366800101392,0.8596763319989859
2003-01-23,0.0,0.1403475102214861,0.8596524897785137
2003-01-24,0.0,0.140519839147657,0.8594801608523428
2003-01-27,0.0,0.14081916370216807,0.8591808362978317
2003-01-28,0.0,0.14072770852381364,0.859272291476186
2003-01-29,0.0,0.1407995156342469,0.8592004843657528
2003-01-30,0.0,0.1407027444078546,0.859297255592145
2003-01-31,0.0,0.1405156102896715,0.859484389710328
2003-02-03,0.0,0.14050255283481283,0.8594974471651866
2003-02-04,0.0,0.14042191513421184,0.8595780848657876
2003-02-05,0.0,0.14059431942892425,0.8594056805710751
2003-02-06,0.0,0.14046432186872782,0.8595356781312716
2003-02-07,0.0,0.14055647890569017,0.8594435210943094
2003-02-10,0.0,0.1406875015795321,0.8593124984204674
2003-02-11,0.0,0.14064571226140934,0.8593542877385901
2003-02-12,0.0,0.1407038289067809,0.8592961710932185
2003-02-13,0.0,0.14063606103700524,0.8593639389629941
2003-02-14,0.0,0.1407487648850689,0.8592512351149305
2003-02-18,0.0,0.14040280055108562,0.8595971994489139
2003-02-19,0.0,0.14035278259537912,0.8596472174046204
2003-02-20,0.0,0.1402894154038898,0.8597105845961098
2003-02-21,0.0,0.14028106526097434,0.8597189347390254
2003-02-24,0.0,0.14030902263612013,0.8596909773638797
2003-02-25,0.0,0.1403080026015695,0.8596919973984305
2003-02-26,0.0,0.140234323733879,0.8597656762661209
2003-02-27,0.0,0.1399776381787216,0.8600223618212783
2003-02-28,0.0,0.13985536699747494,0.860144633002525
2003-03-03,0.0,0.13988620899220633,0.8601137910077935
2003-03-04,0.0,0.1399474037622429,0.8600525962377569
2003-03-05,0.0,0.13989928727827364,0.8601007127217261
2003-03-06,0.0,0.14008318012312698,0.8599168198768726
2003-03-07,0.0,0.14009417585196715,0.8599058241480323
2003-03-10,0.0,0.14017800280829365,0.8598219971917057
2003-03-11,0.0,0.14030647671138657,0.8596935232886128
2003-03-12,0.0,0.14029625699285608,0.8597037430071434
2003-03-13,0.0,0.14020943259976637,0.8597905674002331
2003-03-14,0.0,0.13997858230607602,0.8600214176939234
2003-03-17,0.0,0.13988049538736483,0.8601195046126345
2003-03-18,0.0,0.14007176416445274,0.8599282358355466
2003-03-19,0.0,0.14001558423301297,0.8599844157669864
2003-03-20,0.0,0.14005905473994246,0.8599409452600568
2003-03-21,0.0,0.1401110147786866,0.8598889852213127
2003-03-24,0.0,0.14005309629139664,0.8599469037086027
2003-03-25,0.0,0.1400248452145353,0.859975154785464
