Date,nasdaq100,mk,us_bond
2002-10-04,2.5362343986440066e-05,0.42794769416672873,0.5720269434892847
2002-10-07,2.497122240356946e-05,0.4287278175868942,0.5712472111907022
2002-10-08,2.5221743872840154e-05,0.4288273036950771,0.5711474745610501
2002-10-09,2.5029761922454176e-05,0.42937074738189074,0.5706042228561867
2002-10-10,2.638069721820233e-05,0.42902407139900733,0.5709495479037743
2002-10-11,2.772298091157124e-05,0.42885412068119216,0.5711181563378961
2002-10-15,2.9718584725101396e-05,0.4284772085240487,0.5714930728912261
2002-10-16,2.8450280775062627e-05,0.42889045743776916,0.5710810922814555
2002-10-17,2.9608633484164595e-05,0.4289032030999047,0.5710671882666108
2002-10-18,2.9968441377976067e-05,0.4286221550841043,0.5713478764745175
2002-10-21,3.073413747182506e-05,0.4290202962176273,0.5709489696449007
2002-10-22,3.0248869505396383e-05,0.42915559618268667,0.5708141549478079
2002-10-23,3.103050027192964e-05,0.4290388269783694,0.5709301425213585
2002-10-24,3.0181009990903505e-05,0.4284560811752557,0.5715137378147532
2002-10-25,3.1081957909079345e-05,0.42783994405741643,0.5721289739846742
2002-10-28,3.051211790503325e-05,0.427897177105969,0.5720723107761256
2002-10-29,2.9780434317322767e-05,0.4276570531360464,0.5723131664296359
2002-10-30,3.0576131919626854e-05,0.4273437754072296,0.5726256484608504
2002-10-31,3.062421279561782e-05,0.4272379249181022,0.5727314508691019
2002-11-01,3.15817696272682e-05,0.4272169550425295,0.5727514631878429
2002-11-04,3.248840556365052e-05,0.42678622024253576,0.5731812913519002
2002-11-05,3.261574258425494e-05,0.4266365287500704,0.573330855507345
2002-11-06,3.3055100927053845e-05,0.4259283004215222,0.5740386444775505
2002-11-07,3.164157441452789e-05,0.42561719095974426,0.5743511674658408
2002-11-08,3.104367582723665e-05,0.42590177972267296,0.5740671766014995
2002-11-12,3.081634023156084e-05,0.4264753546758479,0.5734938289839203
2002-11-13,3.110219186076739e-05,0.42639792146431016,0.573570976343829
2002-11-14,3.2633704467183716e-05,0.42623565816974834,0.5737317081257846
2002-11-15,3.273746157239496e-05,0.4260537157519484,0.5739135467864794
2002-11-18,3.219413721661083e-05,0.4258175576451413,0.5741502482176423
2002-11-19,3.1546964598329366e-05,0.4260136169728575,0.5739548360625445
2002-11-20,3.297978335712604e-05,0.4262855491053559,0.5736814711112873
2002-11-21,3.451523237918223e-05,0.42563238573026946,0.5743330990373516
2002-11-22,3.447903647358239e-05,0.4258186494425294,0.5741468715209973
2002-11-25,3.4827503530883605e-05,0.42566337226664896,0.5743018002298205
2002-11-26,3.345887605159346e-05,0.4257236514197108,0.5742428897042381
2002-11-27,3.4787846954752795e-05,0.4259395618905914,0.5740256502624543
2002-11-29,3.4427791549926395e-05,0.4257263144341131,0.5742392577743375
2002-12-02,3.4575349414009804e-05,0.4254146924576682,0.5745507321929182
2002-12-03,3.356456838982624e-05,0.42578503925126315,0.5741813961803475
2002-12-04,3.2893420403373373e-05,0.425791261628402,0.5741758449511951
