Date,S&P500,Interest_rate,nav,rebalancing,stoploss,return,benchmark,benchmark_return,Annu_return,algo_volatility,xret,ex_return,sharpe,IR,sortino,hit_rate,VaR,CVaR,max_drawdown_ret,max_drawdown_start,max_drawdown_end
2002-10-04,1142.3599853515625,1.7599999904632568,1.0,1.0,,0.0,1.0,,0.0,,-7.03999976394698e-05,,,,-15.811388300841896,0.0,-0.0,,0.0,,
2002-10-07,1120.52001953125,1.7599999904632568,1.002032837675195,,,0.0020307742566116594,0.9808816909790039,-0.019118309020996094,0.25384678207645744,0.02270474642370136,0.0019603742589721896,0.021149083277607752,14.715134795133931,,28.78494548060323,0.5,-0.0016054680161320246,-0.0,0.0,,
2002-10-08,1139.9000244140625,1.7656300067901611,1.0005710389629254,,,-0.0014598982743922152,0.9978466033935547,0.01729557476937771,0.04757299851828702,0.02771893288860747,-0.0015305234701958016,-0.018755473043769923,1.3234302707102155,0.9484205398320354,-2.0455272075326563,0.3333333333333333,0.020774716646529908,0.023083018496144345,0.001458833141298137,,
2002-10-09,1108.9100341796875,1.7699999809265137,1.0030531691555709,,,0.0024776417177872706,0.9707185626029968,-0.02718658372759819,0.19053235625041967,0.028969366712667803,0.0024068417171020035,0.02966422544538546,6.8915434030971685,8.005109944637015,4.846952713267646,0.5,0.01962056572172269,0.023083018496144345,0.001458833141298137,,
2002-10-10,1147.800048828125,1.7637499570846558,1.000390183031981,,,-0.0026584107696298606,1.0047621726989746,0.03507052734494209,0.0195053465188427,0.034848571232609635,-0.0027289607684115045,-0.03772893811457195,0.059885654644571525,-0.8059642025136243,-2.1796303265621817,0.4,0.03824313565263501,0.042033164941757684,0.0026548803248702133,,
2002-10-11,1192.6300048828125,1.774999976158142,0.9971521564052326,,,-0.0032420133470686912,1.0440053939819336,0.03905722498893738,-0.11882943402882655,0.03782611015930051,-0.003313013349276857,-0.042299238336006066,-3.952517280652714,-5.095457051271845,-5.2282022498927,0.3333333333333333,0.048953840165700806,0.05126073190701518,0.005883050801091725,,
2002-10-15,1258.239990234375,1.8025000095367432,0.9911166818353185,,,-0.006071103657546022,1.101439118385315,0.055012863129377365,-0.3186789312227807,0.04806933025283256,-0.006143203653578216,-0.06108396678692339,-7.557593040834013,-8.638257145744708,-7.066909741737603,0.2857142857142857,0.08257302371298969,0.09599257734412163,0.011900154136695621,,
2002-10-16,1228.010009765625,1.8224999904632568,0.9903947220742536,,,-0.0007286960767291881,1.0749764442443848,-0.02402554452419281,-0.30161581721772024,0.044608104059167215,-0.0008015960788529761,0.023296848447463624,-7.653291183589461,-5.689134734611275,-7.353326756001645,0.375,0.08033643144113436,0.09599257734412163,0.01261991634199598,,
2002-10-17,1255.4200439453125,1.840000033378601,0.9876959605865274,,,-0.0027286546424428702,1.098970651626587,0.022320682182908058,-0.3438989109280533,0.04249129957742066,-0.002802254642620846,-0.02504933682535093,-9.028116217809805,-6.816213019855505,-8.241489849336244,0.3333333333333333,0.07809983916927904,0.09599257734412163,0.015310463135241412,,
2002-10-18,1262.8399658203125,1.8274999856948853,0.9872507567881887,,,-0.0004508514604097836,1.1054658889770508,0.00591029180213809,-0.32078030634549254,0.0403271255198574,-0.0005239514567805127,-0.006361143262547874,-8.850899888102992,-6.774888198885486,-8.305981265091143,0.3,0.07586324689742371,0.09599257734412163,0.015754311788562028,,
